bacteria_relative,phage_relative,bacteria_logratio,phage_logratio,category,threshold,scenario
0.095204530684113,0.032060620971305,0.115569660537022,0.032808347597841,mean,1,growth
0.144820961488093,0.024081482895568,0.185291626155536,0.025051589402982,std,1,growth
0.496819880954088,0.06660938949639,0.686807083426663,0.068931504973189,max,1,growth
0.496819880954088,0.020910494459021,0.686807083426663,0.020694870755064,end,1,growth
0.006174508226601,0.018997061732487,0.006193649334482,0.018862104587102,median,1,growth
0.005907093536843,0.012655916426444,0.0059202480397,0.012755051894491,mad,1,growth
0.101203136507488,0.047153738419861,0.127547020992154,0.048997342741546,mean,1.5,growth
0.162833783771438,0.038780761042776,0.217807298600808,0.041187690716645,std,1.5,growth
0.557947719755434,0.107168793739942,0.816327122802792,0.113357734717668,max,1.5,growth
0.557947719755434,0.025205438456976,0.816327122802792,0.024893020270314,end,1.5,growth
0.005548448925688,0.023828487865756,0.00556389874328,0.023605020270314,median,1.5,growth
0.005262959480416,0.017156349021515,0.005278450042365,0.017138624056157,mad,1.5,growth
0.134889248105007,0.060588083502315,0.182096954951627,0.063891600023015,mean,2,growth
0.203419469409406,0.052718283574388,0.295442571575827,0.057178224257321,std,2,growth
0.655858547130835,0.139929042439826,1.06670250592731,0.150740384347347,max,2,growth
0.655858547130835,0.029498484148212,1.06670250592731,0.029071775069093,end,2,growth
0.005773077879631,0.028029409481803,0.005789806508589,0.027672304504089,median,2,growth
0.005532760204304,0.019993281890561,0.005549517704929,0.019968435184686,mad,2,growth
0.02156559236936,0.019743292071359,0.021114513198031,0.020021136048714,mean,0.1,no-growth-no-decay
0.023865887532871,0.012454147103342,0.023012310916424,0.012661848691047,std,0.1,no-growth-no-decay
0.085079021596432,0.03388150359836,0.08165281530483,0.034468785210167,max,0.1,no-growth-no-decay
0.085079021596432,0.024733312397091,0.08165281530483,0.025044319639063,end,0.1,no-growth-no-decay
0.012021782257133,0.025406884216336,0.012079216887621,0.025735212230283,median,0.1,no-growth-no-decay
0.008794412245546,0.007279823945324,0.008804941347915,0.00749022834882,mad,0.1,no-growth-no-decay
0.100851557543066,0.070362845540799,0.113565968215566,0.067433510177221,mean,0.5,no-growth-no-decay
0.105548859921424,0.035833125980188,0.123494643444737,0.033649783377663,std,0.5,no-growth-no-decay
0.309741723202138,0.121879173565351,0.370689437229115,0.115005112857259,max,0.5,no-growth-no-decay
0.309741723202138,0.046484502856275,0.370689437229115,0.045436454247949,end,0.5,no-growth-no-decay
0.037446343937881,0.076689850133627,0.038165467815934,0.073891380966483,median,0.5,no-growth-no-decay
0.037091251939339,0.030425816703611,0.037855627574711,0.028519801456518,mad,0.5,no-growth-no-decay
0.141021549563757,0.104373423518682,0.166075319285674,0.0972098137011,mean,1,no-growth-no-decay
0.140949355769501,0.071230767964954,0.176010355917942,0.064225996351715,std,1,no-growth-no-decay
0.395734891911441,0.214197634844864,0.503742256668403,0.194083475799982,max,1,no-growth-no-decay
0.395734891911441,0.046484502856268,0.503742256668403,0.045436454247942,end,1,no-growth-no-decay
0.06765207431344,0.085860109849146,0.066054286000008,0.082372400921124,median,1,no-growth-no-decay
0.065614424620104,0.063296013252949,0.064498206932246,0.05861953355479,mad,1,no-growth-no-decay
0.166293901132825,0.128014962874401,0.200285761048874,0.116467997037856,mean,1.5,no-growth-no-decay
0.159040149791655,0.101906728416016,0.206346117280255,0.088848889120498,std,1.5,no-growth-no-decay
0.44030436311035,0.296847267080955,0.580362148559821,0.259936139788771,max,1.5,no-growth-no-decay
0.44030436311035,0.046484502856275,0.580362148559821,0.045436454247948,end,1.5,no-growth-no-decay
0.098989034946332,0.085860109849153,0.095972039536784,0.08237240092113,median,1.5,no-growth-no-decay
0.094919978966853,0.065360466080889,0.09297614024798,0.06119965935592,mad,1.5,no-growth-no-decay
0.182726877713496,0.145510001753222,0.22197084199875,0.129845276282354,mean,2,no-growth-no-decay
0.167844195652129,0.128076224914745,0.222426207332224,0.108485648062575,std,2,no-growth-no-decay
0.463499387958507,0.373917914184547,0.62268757610776,0.317666449791755,max,2,no-growth-no-decay
0.463499387958507,0.046484502856282,0.62268757610776,0.045436454247955,end,2,no-growth-no-decay
0.125432689002407,0.08586010984916,0.121014261774475,0.082372400921137,median,2,no-growth-no-decay
0.119662595496874,0.065373691166723,0.116934479641241,0.06122621511477,mad,2,no-growth-no-decay
