,Experiment,Measurement,Time,Concentration,Bioagent,Type
1085,54,1,9.55,12.839338027954154,PFU,wt
1086,54,1,9.53,547929866.9483417,CFU,sp
1087,54,1,9.52,1.7980781003504585,PFU,sp
1088,54,2,9.5,813522527.1471375,CFU,wt
1089,54,2,10.31,16.145020691058896,PFU,wt
1090,54,2,10.22,644065640.1075661,CFU,sp
1091,54,2,9.86,2.0015130522779327,PFU,sp
1092,54,3,10.33,939614972.6696973,CFU,wt
1093,54,3,9.69,13.415622373009622,PFU,wt
1094,54,3,9.74,576561550.16902,CFU,sp
1095,54,3,9.53,1.8038258839469776,PFU,sp
1096,54,4,9.69,843467419.9247674,CFU,wt
1097,54,4,10.26,15.914517954949915,PFU,wt
1098,54,4,10.36,664187890.2310096,CFU,sp
1099,54,4,9.84,1.9890847362881583,PFU,sp
1100,55,0,10.1,906026169.6171653,CFU,wt
1101,55,0,10.26,15.914517954949915,PFU,wt
1102,55,0,10.21,642634728.5465033,CFU,sp
1103,55,0,9.57,1.8269583939513974,PFU,sp
1104,55,1,9.61,830922142.151673,CFU,wt
1105,55,1,10.16,15.458853621820715,PFU,wt
1106,55,1,9.5,543891466.3222998,CFU,sp
1107,55,1,9.86,2.0015130522779327,PFU,sp
1108,55,2,9.86,869782880.0812458,CFU,wt
1109,55,2,9.88,14.221727876290752,PFU,wt
1110,55,2,9.540000000000001,549278981.2910464,CFU,sp
1111,55,2,10.21,2.2285342983489693,PFU,sp
1112,55,3,10.14,911952358.6011204,CFU,wt
1113,55,3,10.32,16.191333006820585,PFU,wt
1114,55,3,9.68,568318345.8691064,CFU,sp
1115,55,3,10.41,2.3664609238126335,PFU,sp
1116,55,4,9.68,841904602.6184922,CFU,wt
1117,55,4,10.09,15.144175728699977,PFU,wt
1118,55,4,9.73,575184329.8266332,CFU,sp
1119,55,4,9.83,1.9828924210665455,PFU,sp
1120,56,0,9.9,875901044.6084628,CFU,wt
1121,56,0,10.47,16.89438664444527,PFU,wt
1122,56,0,10.42,672858731.2190572,CFU,sp
1123,56,0,9.63,1.8620829431115984,PFU,sp
1124,56,1,10.19,919311142.2228388,CFU,wt
1125,56,1,10.34,16.284168449740495,PFU,wt
1126,56,1,10.21,642634728.5465033,CFU,sp
1127,56,1,9.9,2.026544777578475,PFU,sp
1128,56,2,9.94,881989280.8423325,CFU,wt
1129,56,2,10.13,15.323556446254667,PFU,wt
1130,56,2,10.09,625537008.2506065,CFU,sp
1131,56,2,9.8,1.964402693290318,PFU,sp
1132,56,3,10.25,928068013.1804616,CFU,wt
1133,56,3,9.82,13.964211426265848,PFU,wt
1134,56,3,10.14,632644189.539313,CFU,sp
1135,56,3,10.27,2.269280721671142,PFU,sp
1136,56,4,10.4,949593957.4233278,CFU,wt
1137,56,4,9.51,12.677476695101348,PFU,wt
1138,56,4,10.120000000000001,629798340.6520368,CFU,sp
1139,56,4,9.74,1.9278145450434554,PFU,sp
1140,57,0,10.06,900065983.7588294,CFU,wt
1141,57,0,10.31,16.145020691058896,PFU,wt
1142,57,0,10.41,671411788.8738114,CFU,sp
1143,57,0,9.61,1.850317830059554,PFU,sp
1144,57,1,9.64,835637917.5720638,CFU,wt
1145,57,1,9.870000000000001,14.178620275002961,PFU,wt
1146,57,1,10.07,622701189.1182187,CFU,sp
1147,57,1,10.41,2.3664609238126335,PFU,sp
1148,57,2,10.31,936742292.29243,CFU,wt
1149,57,2,9.85,14.09263062625721,PFU,wt
1150,57,2,9.73,575184329.8266332,CFU,sp
1151,57,2,9.92,2.0391483842460514,PFU,sp
1152,57,3,10.43,953834181.7642231,CFU,wt
1153,57,3,10.13,15.323556446254667,PFU,wt
1154,57,3,10.33,659862560.5594113,CFU,sp
1155,57,3,9.69,1.8977212598789999,PFU,sp
1156,57,4,10.13,910474040.0766499,CFU,wt
1157,57,4,9.8,13.878976538887496,PFU,wt
1158,57,4,10.48,681554679.4014564,CFU,sp
1159,57,4,9.89,2.020264928579003,PFU,sp
1160,58,0,10.16,914902468.2649488,CFU,wt
1161,58,0,9.52,12.717825115780357,PFU,wt
1162,58,0,9.71,572433888.5068696,CFU,sp
1163,58,0,9.5,1.78662483856921,PFU,sp
1164,58,1,9.790000000000001,859006711.9406546,CFU,wt
1165,58,1,10.01,14.788922008062805,PFU,wt
1166,58,1,10.26,649798132.6701256,CFU,sp
1167,58,1,9.55,1.8153638333731181,PFU,sp
1168,58,2,9.92,878948957.5501267,CFU,wt
1169,58,2,10.31,16.145020691058896,PFU,wt
1170,58,2,9.64,562850179.9905821,CFU,sp
1171,58,2,10.47,2.409015865131187,PFU,sp
1172,58,3,10.28,932415619.991849,CFU,wt
1173,58,3,9.77,13.751692865570204,PFU,wt
1174,58,3,9.85,591796431.1990068,CFU,sp
1175,58,3,10.1,2.155230054096748,PFU,sp
1176,58,4,9.540000000000001,819868644.300565,CFU,wt
1177,58,4,9.74,13.625093681413588,PFU,wt
1178,58,4,10.31,656982926.6577199,CFU,sp
1179,58,4,9.73,1.9217670904351152,PFU,sp
1180,59,0,10.24,926614207.8295062,CFU,wt
1181,59,0,9.64,13.208069137800392,PFU,wt
1182,59,0,10.450000000000001,677203702.8536592,CFU,sp
1183,59,0,9.81,1.9705514124471357,PFU,sp
1184,59,1,10.290000000000001,933860184.0165012,CFU,wt
1185,59,1,10.34,16.284168449740495,PFU,wt
1186,59,1,9.76,579319949.5570649,CFU,sp
1187,59,1,10.13,2.1750432881985367,PFU,sp
1188,59,2,9.74,851257634.2383628,CFU,wt
1189,59,2,9.53,12.758251523651435,PFU,wt
1190,59,2,9.91,600169836.9108927,CFU,sp
1191,59,2,9.65,1.8739051423350492,PFU,sp
1192,59,3,9.78,857460274.6562958,CFU,wt
1193,59,3,9.63,13.166789535490281,PFU,wt
1194,59,3,9.91,600169836.9108927,CFU,sp
1195,59,3,9.88,2.0139996995704967,PFU,sp
1196,59,4,10.36,943906139.8961943,CFU,wt
1197,59,4,9.66,13.29085962154809,PFU,wt
1198,59,4,10.21,642634728.5465033,CFU,sp
1199,59,4,9.56,1.8211540296948254,PFU,sp
1200,60,0,9.84,866712846.6173913,CFU,wt
1201,60,0,9.55,12.839338027954154,PFU,wt
1202,60,0,9.93,602970495.2419388,CFU,sp
1203,60,0,10.4,2.359421410611001,PFU,sp
1204,60,1,10.15,913428505.1819831,CFU,wt
1205,60,1,10.01,14.788922008062805,PFU,wt
1206,60,1,10.040000000000001,618455248.7459301,CFU,sp
1207,60,1,9.78,1.952148760214323,PFU,sp
1208,60,2,9.68,841904602.6184922,CFU,wt
1209,60,2,10.25,15.86863000573792,PFU,wt
1210,60,2,9.8,584852353.247795,CFU,sp
1211,60,2,9.93,2.045472166030543,PFU,sp
1212,60,3,10.35,942478144.5060289,CFU,wt
1213,60,3,9.51,12.677476695101348,PFU,wt
1214,60,3,10.08,624118585.5978843,CFU,sp
1215,60,3,10.120000000000001,2.1684240036396005,PFU,sp
1216,60,4,9.57,824614214.7775011,CFU,wt
1217,60,4,10.03,14.877294850849355,PFU,wt
1218,60,4,9.75,577940092.8016031,CFU,sp
1219,60,4,10.43,2.3805853316478496,PFU,sp
1220,61,0,10.25,928068013.1804616,CFU,wt
1221,61,0,10.4,16.56435253013662,PFU,wt
1222,61,0,9.56,551981636.8221196,CFU,sp
1223,61,0,10.05,2.1225049833744496,PFU,sp
1224,61,1,9.98,888046735.4057192,CFU,wt
1225,61,1,9.88,14.221727876290752,PFU,wt
1226,61,1,9.58,554690145.0264009,CFU,sp
1227,61,1,10.09,2.148655368836563,PFU,sp
1228,61,2,10.46,958052151.5246236,CFU,wt
1229,61,2,10.36,16.37728416856217,PFU,wt
1230,61,2,10.25,648363701.8669971,CFU,sp
1231,61,2,10.28,2.276124296955474,PFU,sp
1232,61,3,9.65,837206870.9774934,CFU,wt
1233,61,3,9.92,14.394907927779638,PFU,wt
1234,61,3,10.13,631220775.2622567,CFU,sp
1235,61,3,9.64,1.8679868997032907,PFU,sp
1236,61,4,9.700000000000001,845028665.5795715,CFU,wt
1237,61,4,10.47,16.89438664444527,PFU,wt
1238,61,4,10.27,651233419.1159284,CFU,sp
1239,61,4,9.78,1.952148760214323,PFU,sp
1240,62,0,10.18,917843798.1328845,CFU,wt
1241,62,0,9.84,14.049748764627612,PFU,wt
1242,62,0,10.33,659862560.5594113,CFU,sp
1243,62,0,10.06,2.1290203473691904,PFU,sp
1244,62,1,10.1,906026169.6171653,CFU,wt
1245,62,1,9.66,13.29085962154809,PFU,wt
1246,62,1,9.620000000000001,560124477.7745786,CFU,sp
1247,62,1,10.09,2.148655368836563,PFU,sp
1248,62,2,9.81,862094418.6826407,CFU,wt
1249,62,2,9.540000000000001,12.798755850658885,PFU,wt
1250,62,2,10.35,662745343.0077696,CFU,sp
1251,62,2,9.97,2.0709140931819894,PFU,sp
1252,62,3,10.19,919311142.2228388,CFU,wt
1253,62,3,9.85,14.09263062625721,PFU,wt
1254,62,3,9.700000000000001,571060683.6887938,CFU,sp
1255,62,3,9.91,2.032839258765961,PFU,sp
1256,62,4,10.4,949593957.4233278,CFU,wt
1257,62,4,10.200000000000001,15.640259680890503,PFU,wt
1258,62,4,9.97,608585677.2999554,CFU,sp
1259,62,4,10.22,2.2352879093996423,PFU,sp
1260,63,0,9.9,875901044.6084628,CFU,wt
1261,63,0,9.8,13.878976538887496,PFU,wt
1262,63,0,10.39,668520036.7853725,CFU,sp
1263,63,0,9.91,2.032839258765961,PFU,sp
1264,63,1,9.81,862094418.6826407,CFU,wt
1265,63,1,10.47,16.89438664444527,PFU,wt
1266,63,1,10.05,619869511.5180517,CFU,sp
1267,63,1,10.38,2.3453877301376194,PFU,sp
1268,63,2,9.53,818284085.7060536,CFU,wt
1269,63,2,9.85,14.09263062625721,PFU,wt
1270,63,2,10.09,625537008.2506065,CFU,sp
1271,63,2,9.68,1.8917457299881903,PFU,sp
1272,63,3,10.28,932415619.991849,CFU,wt
1273,63,3,9.56,12.879997985898708,PFU,wt
1274,63,3,9.78,582083572.593656,CFU,sp
1275,63,3,10.01,2.0965914577956117,PFU,sp
1276,63,4,10.35,942478144.5060289,CFU,wt
1277,63,4,10.07,15.054922553125454,PFU,wt
1278,63,4,9.84,590405120.5487965,CFU,sp
1279,63,4,10.36,2.331414462327754,PFU,sp
1280,64,0,9.82,863635659.7214118,CFU,wt
1281,64,0,10.1,15.188911774451281,PFU,wt
1282,64,0,10.32,658422345.1101258,CFU,sp
1283,64,0,9.64,1.8679868997032907,PFU,sp
1284,64,1,10.47,959453153.7804425,CFU,wt
1285,64,1,10.040000000000001,14.921591681048358,PFU,wt
1286,64,1,9.57,553335163.0929943,CFU,sp
1287,64,1,9.700000000000001,1.903711146939256,PFU,sp
1288,64,2,10.32,938179816.0406895,CFU,wt
1289,64,2,10.38,16.470679189271515,PFU,wt
1290,64,2,9.84,590405120.5487965,CFU,sp
1291,64,2,9.59,1.8386096863768955,PFU,sp
1292,64,3,9.53,818284085.7060536,CFU,wt
1293,64,3,9.78,13.794044818033061,PFU,wt
1294,64,3,9.84,590405120.5487965,CFU,sp
1295,64,3,10.46,2.4018855002849073,PFU,sp
1296,64,4,10.46,958052151.5246236,CFU,wt
1297,64,4,9.75,13.66721721137656,PFU,wt
1298,64,4,9.91,600169836.9108927,CFU,sp
1299,64,4,9.96,2.064531567929469,PFU,sp
1300,65,0,10.1,906026169.6171653,CFU,wt
1301,65,0,9.96,14.569282799514133,PFU,wt
1302,65,0,10.31,656982926.6577199,CFU,sp
1303,65,0,9.53,1.8038258839469776,PFU,sp
1304,65,1,10.08,903050278.4456488,CFU,wt
1305,65,1,9.93,14.438389874118831,PFU,wt
1306,65,1,10.36,664187890.2310096,CFU,sp
1307,65,1,9.75,1.9338764258269734,PFU,sp
1308,65,2,10.14,911952358.6011204,CFU,wt
1309,65,2,10.08,15.099512619136053,PFU,wt
1310,65,2,10.47,680103703.5450561,CFU,sp
1311,65,2,10.36,2.331414462327754,PFU,sp
1312,65,3,9.6,829347296.4933684,CFU,wt
1313,65,3,10.17,15.504097165088675,PFU,wt
1314,65,3,9.74,576561550.16902,CFU,sp
1315,65,3,9.700000000000001,1.903711146939256,PFU,sp
1316,65,4,10.450000000000001,956648649.4802656,CFU,wt
1317,65,4,9.870000000000001,14.178620275002961,PFU,wt
1318,65,4,10.290000000000001,654106520.0492346,CFU,sp
1319,65,4,9.82,1.9767146507310924,PFU,sp
1320,66,0,10.15,913428505.1819831,CFU,wt
1321,66,0,9.92,14.394907927779638,PFU,wt
1322,66,0,10.08,624118585.5978843,CFU,sp
1323,66,0,10.13,2.1750432881985367,PFU,sp
1324,66,1,9.9,875901044.6084628,CFU,wt
1325,66,1,10.11,15.233720648428031,PFU,wt
1326,66,1,9.6,557404445.6331073,CFU,sp
1327,66,1,9.53,1.8038258839469776,PFU,sp
1328,66,2,10.33,939614972.6696973,CFU,wt
1329,66,2,9.56,12.879997985898708,PFU,wt
1330,66,2,9.78,582083572.593656,CFU,sp
1331,66,2,10.05,2.1225049833744496,PFU,sp
1332,66,3,9.84,866712846.6173913,CFU,wt
1333,66,3,10.01,14.788922008062805,PFU,wt
1334,66,3,10.06,621284828.0287479,CFU,sp
1335,66,3,10.49,2.423322096682312,PFU,sp
1336,66,4,10.02,894072574.397305,CFU,wt
1337,66,4,9.68,13.373957957842572,PFU,wt
1338,66,4,9.66,565581490.232745,CFU,sp
1339,66,4,9.92,2.0391483842460514,PFU,sp
1340,67,0,10.06,900065983.7588294,CFU,wt
1341,67,0,9.92,14.394907927779638,PFU,wt
1342,67,0,9.96,607180170.6639886,CFU,sp
1343,67,0,9.67,1.8857845432093363,PFU,sp
1344,67,1,9.52,816698202.6721646,CFU,wt
1345,67,1,10.120000000000001,15.278602242076394,PFU,wt
1346,67,1,9.68,568318345.8691064,CFU,sp
1347,67,1,10.4,2.359421410611001,PFU,sp
1348,67,2,10.09,904539280.502946,CFU,wt
1349,67,2,9.56,12.879997985898708,PFU,wt
1350,67,2,9.92,601569581.026694,CFU,sp
1351,67,2,10.48,2.416161395147008,PFU,sp
1352,67,3,10.120000000000001,908993561.2451407,CFU,wt
1353,67,3,9.51,12.677476695101348,PFU,wt
1354,67,3,9.65,564215138.0092676,CFU,sp
1355,67,3,9.55,1.8153638333731181,PFU,sp
1356,67,4,9.8,860551431.364297,CFU,wt
1357,67,4,9.73,13.583046462847301,PFU,wt
1358,67,4,9.89,597373893.8841513,CFU,sp
1359,67,4,9.64,1.8679868997032907,PFU,sp
1360,68,0,10.42,952423234.1791701,CFU,wt
1361,68,0,10.36,16.37728416856217,PFU,wt
1362,68,0,9.9,598771271.629141,CFU,sp
1363,68,0,9.75,1.9338764258269734,PFU,sp
1364,68,1,9.78,857460274.6562958,CFU,wt
1365,68,1,9.540000000000001,12.798755850658885,PFU,wt
1366,68,1,10.28,652669551.4887767,CFU,sp
1367,68,1,9.88,2.0139996995704967,PFU,sp
1368,68,2,9.6,829347296.4933684,CFU,wt
1369,68,2,10.36,16.37728416856217,PFU,wt
1370,68,2,10.41,671411788.8738114,CFU,sp
1371,68,2,9.76,1.9399527463278667,PFU,sp
1372,68,3,9.790000000000001,859006711.9406546,CFU,wt
1373,68,3,9.700000000000001,13.457363512592579,PFU,wt
1374,68,3,9.67,566949228.813818,CFU,sp
1375,68,3,9.92,2.0391483842460514,PFU,sp
1376,68,4,10.03,895573998.3736597,CFU,wt
1377,68,4,10.31,16.145020691058896,PFU,wt
1378,68,4,9.96,607180170.6639886,CFU,sp
1379,68,4,10.14,2.181677459301268,PFU,sp
1380,69,0,10.31,936742292.29243,CFU,wt
1381,69,0,10.46,16.847032543489306,PFU,wt
1382,69,0,10.25,648363701.8669971,CFU,sp
1383,69,0,10.11,2.1618195956352046,PFU,sp
1384,69,1,9.74,851257634.2383628,CFU,wt
1385,69,1,10.46,16.847032543489306,PFU,wt
1386,69,1,9.85,591796431.1990068,CFU,sp
1387,69,1,10.22,2.2352879093996423,PFU,sp
1388,69,2,10.35,942478144.5060289,CFU,wt
1389,69,2,9.63,13.166789535490281,PFU,wt
1390,69,2,9.59,556046575.0697403,CFU,sp
1391,69,2,9.67,1.8857845432093363,PFU,sp
1392,69,3,10.36,943906139.8961943,CFU,wt
1393,69,3,10.22,15.731393463638813,PFU,wt
1394,69,3,9.52,546582238.1029042,CFU,sp
1395,69,3,10.34,2.3175015474069998,PFU,sp
1396,69,4,9.8,860551431.364297,CFU,wt
1397,69,4,9.950000000000001,14.525577408262016,PFU,wt
1398,69,4,10.39,668520036.7853725,CFU,sp
1399,69,4,9.540000000000001,1.8095877898593282,PFU,sp
1400,70,0,9.59,827771016.3369578,CFU,wt
1401,70,0,9.52,12.717825115780357,PFU,wt
1402,70,0,10.4,669965554.0541176,CFU,sp
1403,70,0,10.21,2.2285342983489693,PFU,sp
1404,70,1,10.4,949593957.4233278,CFU,wt
1405,70,1,10.39,16.517481131340535,PFU,wt
1406,70,1,9.700000000000001,571060683.6887938,CFU,sp
1407,70,1,10.3,2.289856528701241,PFU,sp
1408,70,2,9.65,837206870.9774934,CFU,wt
1409,70,2,9.86,14.135587827239535,PFU,wt
1410,70,2,9.89,597373893.8841513,CFU,sp
1411,70,2,9.55,1.8153638333731181,PFU,sp
1412,70,3,9.63,834067468.0867445,CFU,wt
1413,70,3,9.8,13.878976538887496,PFU,wt
1414,70,3,10.48,681554679.4014564,CFU,sp
1415,70,3,10.200000000000001,2.221795650145617,PFU,sp
1416,70,4,9.6,829347296.4933684,CFU,wt
1417,70,4,10.05,14.965961978223815,PFU,wt
1418,70,4,9.700000000000001,571060683.6887938,CFU,sp
1419,70,4,10.47,2.409015865131187,PFU,sp
1420,71,0,10.43,953834181.7642231,CFU,wt
1421,71,0,10.13,15.323556446254667,PFU,wt
1422,71,0,10.05,619869511.5180517,CFU,sp
1423,71,0,9.92,2.0391483842460514,PFU,sp
1424,71,1,10.46,958052151.5246236,CFU,wt
1425,71,1,9.76,13.709416967936633,PFU,wt
1426,71,1,10.26,649798132.6701256,CFU,sp
1427,71,1,9.83,1.9828924210665455,PFU,sp
1428,71,2,9.540000000000001,819868644.300565,CFU,wt
1429,71,2,9.81,13.921556131218795,PFU,wt
1430,71,2,9.5,543891466.3222998,CFU,sp
1431,71,2,10.06,2.1290203473691904,PFU,sp
1432,71,3,10.22,923699756.6941139,CFU,wt
1433,71,3,10.370000000000001,16.423946827359867,PFU,wt
1434,71,3,10.15,634068574.099449,CFU,sp
1435,71,3,10.11,2.1618195956352046,PFU,sp
1436,71,4,9.72,848146382.3140684,CFU,wt
1437,71,4,9.56,12.879997985898708,PFU,wt
1438,71,4,9.870000000000001,594582735.6546824,CFU,sp
1439,71,4,10.3,2.289856528701241,PFU,sp
1440,72,0,10.040000000000001,897073382.8758206,CFU,wt
1441,72,0,9.74,13.625093681413588,PFU,wt
1442,72,0,10.120000000000001,629798340.6520368,CFU,sp
1443,72,0,10.14,2.181677459301268,PFU,sp
1444,72,1,9.790000000000001,859006711.9406546,CFU,wt
1445,72,1,10.27,15.960476927299679,PFU,wt
1446,72,1,10.35,662745343.0077696,CFU,sp
1447,72,1,9.57,1.8269583939513974,PFU,sp
1448,72,2,9.82,863635659.7214118,CFU,wt
1449,72,2,9.86,14.135587827239535,PFU,wt
1450,72,2,9.92,601569581.026694,CFU,sp
1451,72,2,9.98,2.0773113333943547,PFU,sp
1452,72,3,9.67,840340228.6472453,CFU,wt
1453,72,3,10.08,15.099512619136053,PFU,wt
1454,72,3,10.36,664187890.2310096,CFU,sp
1455,72,3,9.74,1.9278145450434554,PFU,sp
1456,72,4,10.38,946754900.7233524,CFU,wt
1457,72,4,9.91,14.351500658534222,PFU,wt
1458,72,4,10.0,612808917.2196454,CFU,sp
1459,72,4,9.870000000000001,2.0077490782637892,PFU,sp
1460,73,0,10.23,925158118.7328824,CFU,wt
1461,73,0,10.3,16.09877880596074,PFU,wt
1462,73,0,9.8,584852353.247795,CFU,sp
1463,73,0,10.02,2.103047671375725,PFU,sp
1464,73,1,9.98,888046735.4057192,CFU,wt
1465,73,1,9.93,14.438389874118831,PFU,wt
1466,73,1,9.69,569688833.479197,CFU,sp
1467,73,1,9.61,1.850317830059554,PFU,sp
1468,73,2,9.9,875901044.6084628,CFU,wt
1469,73,2,10.200000000000001,15.640259680890503,PFU,wt
1470,73,2,10.31,656982926.6577199,CFU,sp
1471,73,2,9.78,1.952148760214323,PFU,sp
1472,73,3,9.94,881989280.8423325,CFU,wt
1473,73,3,9.67,13.332370347476232,PFU,wt
1474,73,3,10.36,664187890.2310096,CFU,sp
1475,73,3,9.72,1.9157340483729457,PFU,sp
1476,73,4,10.09,904539280.502946,CFU,wt
1477,73,4,9.75,13.66721721137656,PFU,wt
1478,73,4,10.200000000000001,641204720.840393,CFU,sp
1479,73,4,10.4,2.359421410611001,PFU,sp
1480,74,0,10.49,962247623.7106284,CFU,wt
1481,74,0,9.53,12.758251523651435,PFU,wt
1482,74,0,9.96,607180170.6639886,CFU,sp
1483,74,0,9.68,1.8917457299881903,PFU,sp
1484,74,1,9.5,813522527.1471375,CFU,wt
1485,74,1,9.6,13.043414203910297,PFU,wt
1486,74,1,9.74,576561550.16902,CFU,sp
1487,74,1,10.200000000000001,2.221795650145617,PFU,sp
1488,74,2,9.540000000000001,819868644.300565,CFU,wt
1489,74,2,9.51,12.677476695101348,PFU,wt
1490,74,2,9.91,600169836.9108927,CFU,sp
1491,74,2,9.74,1.9278145450434554,PFU,sp
1492,74,3,9.97,886535303.4868376,CFU,wt
1493,74,3,10.03,14.877294850849355,PFU,wt
1494,74,3,9.82,587626224.9401932,CFU,sp
1495,74,3,9.5,1.78662483856921,PFU,sp
1496,74,4,9.71,846588324.6613617,CFU,wt
1497,74,4,9.56,12.879997985898708,PFU,wt
1498,74,4,10.14,632644189.539313,CFU,sp
1499,74,4,10.450000000000001,2.394770294150412,PFU,sp
1500,75,0,9.92,878948957.5501267,CFU,wt
1501,75,0,10.040000000000001,14.921591681048358,PFU,wt
1502,75,0,10.09,625537008.2506065,CFU,sp
1503,75,0,9.97,2.0709140931819894,PFU,sp
1504,75,1,9.58,826193317.2294844,CFU,wt
1505,75,1,10.24,15.822813196599881,PFU,wt
1506,75,1,10.15,634068574.099449,CFU,sp
1507,75,1,9.68,1.8917457299881903,PFU,sp
1508,75,2,9.56,823033724.6464955,CFU,wt
1509,75,2,10.0,14.74484620226212,PFU,wt
1510,75,2,9.58,554690145.0264009,CFU,sp
1511,75,2,10.03,2.109518656202034,PFU,sp
1512,75,3,10.0,891063658.195832,CFU,wt
1513,75,3,9.52,12.717825115780357,PFU,wt
1514,75,3,10.26,649798132.6701256,CFU,sp
1515,75,3,10.4,2.359421410611001,PFU,sp
1516,75,4,10.24,926614207.8295062,CFU,wt
1517,75,4,10.02,14.833071591952354,PFU,wt
1518,75,4,10.15,634068574.099449,CFU,sp
1519,75,4,9.790000000000001,1.9582684802469414,PFU,sp
1520,76,0,9.83,865175140.3770976,CFU,wt
1521,76,0,9.58,12.961550961248753,PFU,wt
1522,76,0,10.03,617042048.843183,CFU,sp
1523,76,0,10.18,2.208363205441945,PFU,sp
1524,76,1,10.01,892569123.470495,CFU,wt
1525,76,1,9.72,13.54107563974984,PFU,wt
1526,76,1,10.09,625537008.2506065,CFU,sp
1527,76,1,9.63,1.8620829431115984,PFU,sp
1528,76,2,9.58,826193317.2294844,CFU,wt
1529,76,2,10.02,14.833071591952354,PFU,wt
1530,76,2,9.5,543891466.3222998,CFU,sp
1531,76,2,9.69,1.8977212598789999,PFU,sp
1532,76,3,9.76,854362303.832552,CFU,wt
1533,76,3,10.1,15.188911774451281,PFU,wt
1534,76,3,9.89,597373893.8841513,CFU,sp
1535,76,3,9.92,2.0391483842460514,PFU,sp
1536,76,4,10.0,891063658.195832,CFU,wt
1537,76,4,9.55,12.839338027954154,PFU,wt
1538,76,4,9.84,590405120.5487965,CFU,sp
1539,76,4,9.76,1.9399527463278667,PFU,sp
1540,77,0,10.09,904539280.502946,CFU,wt
1541,77,0,10.4,16.56435253013662,PFU,wt
1542,77,0,9.98,609992309.8908358,CFU,sp
1543,77,0,9.85,1.9952916091405475,PFU,sp
1544,77,1,9.58,826193317.2294844,CFU,wt
1545,77,1,10.34,16.284168449740495,PFU,wt
1546,77,1,9.52,546582238.1029042,CFU,sp
1547,77,1,10.49,2.423322096682312,PFU,sp
1548,77,2,9.83,865175140.3770976,CFU,wt
1549,77,2,10.07,15.054922553125454,PFU,wt
1550,77,2,10.21,642634728.5465033,CFU,sp
1551,77,2,10.35,2.32445046455817,PFU,sp
1552,77,3,9.78,857460274.6562958,CFU,wt
1553,77,3,9.64,13.208069137800392,PFU,wt
1554,77,3,9.69,569688833.479197,CFU,sp
1555,77,3,9.65,1.8739051423350492,PFU,sp
1556,77,4,10.35,942478144.5060289,CFU,wt
1557,77,4,10.21,15.685790771023841,PFU,wt
1558,77,4,9.56,551981636.8221196,CFU,sp
1559,77,4,9.82,1.9767146507310924,PFU,sp
1560,78,0,9.65,837206870.9774934,CFU,wt
1561,78,0,10.370000000000001,16.423946827359867,PFU,wt
1562,78,0,10.02,615629920.9113946,CFU,sp
1563,78,0,9.58,1.8327769411898545,PFU,sp
1564,78,1,9.65,837206870.9774934,CFU,wt
1565,78,1,10.22,15.731393463638813,PFU,wt
1566,78,1,9.86,593188972.4144278,CFU,sp
1567,78,1,10.18,2.208363205441945,PFU,sp
1568,78,2,9.76,854362303.832552,CFU,wt
1569,78,2,10.4,16.56435253013662,PFU,wt
1570,78,2,10.02,615629920.9113946,CFU,sp
1571,78,2,9.63,1.8620829431115984,PFU,sp
1572,78,3,9.700000000000001,845028665.5795715,CFU,wt
1573,78,3,9.53,12.758251523651435,PFU,wt
1574,78,3,9.620000000000001,560124477.7745786,CFU,sp
1575,78,3,9.61,1.850317830059554,PFU,sp
1576,78,4,9.950000000000001,883506563.1748086,CFU,wt
1577,78,4,9.71,13.499181295462542,PFU,wt
1578,78,4,9.81,586238656.8966845,CFU,sp
1579,78,4,10.24,2.2488400562708377,PFU,sp
1580,79,0,9.9,875901044.6084628,CFU,wt
1581,79,0,9.55,12.839338027954154,PFU,wt
1582,79,0,10.16,635493919.5319427,CFU,sp
1583,79,0,9.73,1.9217670904351152,PFU,sp
1584,79,1,10.48,960851647.4219812,CFU,wt
1585,79,1,9.61,13.084461993075369,PFU,wt
1586,79,1,10.28,652669551.4887767,CFU,sp
1587,79,1,9.91,2.032839258765961,PFU,sp
1588,79,2,9.700000000000001,845028665.5795715,CFU,wt
1589,79,2,9.59,13.002443835453093,PFU,wt
1590,79,2,9.61,558763749.0894246,CFU,sp
1591,79,2,10.41,2.3664609238126335,PFU,sp
1592,79,3,10.08,903050278.4456488,CFU,wt
1593,79,3,10.18,15.549412764504313,PFU,wt
1594,79,3,10.19,639775626.5567847,CFU,sp
1595,79,3,9.5,1.78662483856921,PFU,sp
1596,79,4,9.69,843467419.9247674,CFU,wt
1597,79,4,9.63,13.166789535490281,PFU,wt
1598,79,4,10.09,625537008.2506065,CFU,sp
1599,79,4,10.290000000000001,2.2829828965113816,PFU,sp
1600,80,0,10.03,895573998.3736597,CFU,wt
1601,80,0,10.450000000000001,16.799747022348743,PFU,wt
1602,80,0,10.28,652669551.4887767,CFU,sp
1603,80,0,9.99,2.0837233000146513,PFU,sp
1604,80,1,10.290000000000001,933860184.0165012,CFU,wt
1605,80,1,10.120000000000001,15.278602242076394,PFU,wt
1606,80,1,10.13,631220775.2622567,CFU,sp
1607,80,1,10.47,2.409015865131187,PFU,sp
1608,80,2,9.88,872845649.2952325,CFU,wt
1609,80,2,10.34,16.284168449740495,PFU,wt
1610,80,2,9.69,569688833.479197,CFU,sp
1611,80,2,9.55,1.8153638333731181,PFU,sp
