,Theoretic Time,Experiment,Measurement,Time,Concentration,Bioagent,Type,Total_Type
387,34.0,19,1,33.63,35.486467653654444,PFU,sp,PFUsp
388,34.0,19,2,34.31,1389991711.4486482,CFU,wt,CFUwt
389,34.0,19,2,34.45,171.15172669420699,PFU,wt,PFUwt
390,34.0,19,2,33.68,1539725359.9722567,CFU,sp,CFUsp
391,34.0,19,2,33.81,35.76105674149969,PFU,sp,PFUsp
392,34.0,19,3,34.14,1389991020.5052552,CFU,wt,CFUwt
393,34.0,19,3,34.08,168.77305391193923,PFU,wt,PFUwt
394,34.0,19,3,34.44,1539794553.3827953,CFU,sp,CFUsp
395,34.0,19,3,33.94,35.95928103285794,PFU,sp,PFUsp
396,34.0,19,4,34.07,1389990719.5227432,CFU,wt,CFUwt
397,34.0,19,4,33.68,166.19854727557504,PFU,wt,PFUwt
398,34.0,19,4,33.64,1539721132.0137281,CFU,sp,CFUsp
399,34.0,19,4,33.980000000000004,36.0202579174576,PFU,sp,PFUsp
400,34.0,20,0,33.64,1389988636.1286077,CFU,wt,CFUwt
401,34.0,20,0,33.78,166.84246323169427,PFU,wt,PFUwt
402,34.0,20,0,33.980000000000004,1539755092.5031483,CFU,sp,CFUsp
403,34.0,20,0,34.29,36.49258595390918,PFU,sp,PFUsp
404,34.0,20,1,33.75,1389989209.888519,CFU,wt,CFUwt
405,34.0,20,1,34.45,171.15172669420699,PFU,wt,PFUwt
406,34.0,20,1,33.69,1539726406.909723,CFU,sp,CFUsp
407,34.0,20,1,33.65,35.516984698360474,PFU,sp,PFUsp
408,34.0,20,2,33.910000000000004,1389989993.133278,CFU,wt,CFUwt
409,34.0,20,2,34.31,170.25199852500424,PFU,wt,PFUwt
410,34.0,20,2,34.17,1539772235.6095383,CFU,sp,CFUsp
411,34.0,20,2,34.14,36.264093859320916,PFU,sp,PFUsp
412,34.0,20,3,34.230000000000004,1389991393.1839554,CFU,wt,CFUwt
413,34.0,20,3,34.27,169.99486398764813,PFU,wt,PFUwt
414,34.0,20,3,34.25,1539779089.8239727,CFU,sp,CFUsp
415,34.0,20,3,33.93,35.944035693435644,PFU,sp,PFUsp
416,34.0,20,4,34.4,1389992055.450702,CFU,wt,CFUwt
417,34.0,20,4,33.74,166.5849199993051,PFU,wt,PFUwt
418,34.0,20,4,34.08,1539764270.1275399,CFU,sp,CFUsp
419,34.0,20,4,34.19,36.340269088357516,PFU,sp,PFUsp
420,34.0,21,0,33.910000000000004,1389989993.133278,CFU,wt,CFUwt
421,34.0,21,0,33.7,166.32734590065962,PFU,wt,PFUwt
422,34.0,21,0,34.44,1539794553.3827953,CFU,sp,CFUsp
423,34.0,21,0,34.36,36.5991811006567,PFU,sp,PFUsp
424,34.0,21,1,34.42,1389992129.9354486,CFU,wt,CFUwt
425,34.0,21,1,33.85,167.29308962530484,PFU,wt,PFUwt
426,34.0,21,1,33.730000000000004,1539730554.9087632,CFU,sp,CFUsp
427,34.0,21,1,34.28,36.477356283347405,PFU,sp,PFUsp
428,34.0,21,2,33.59,1389988365.3384123,CFU,wt,CFUwt
429,34.0,21,2,34.47,171.28022847450782,PFU,wt,PFUwt
430,34.0,21,2,34.28,1539781606.6462414,CFU,sp,CFUsp
431,34.0,21,2,34.34,36.56872758521035,PFU,sp,PFUsp
432,34.0,21,3,34.19,1389991229.497702,CFU,wt,CFUwt
433,34.0,21,3,34.42,170.95895958043243,PFU,wt,PFUwt
434,34.0,21,3,33.9,1539747493.842089,CFU,sp,CFUsp
435,34.0,21,3,34.15,36.279329800728284,PFU,sp,PFUsp
436,34.0,21,4,33.55,1389988144.0676525,CFU,wt,CFUwt
437,34.0,21,4,34.35,170.50910223924643,PFU,wt,PFUwt
438,34.0,21,4,34.12,1539767844.1613162,CFU,sp,CFUsp
439,34.0,21,4,33.71,35.60852511569341,PFU,sp,PFUsp
440,34.0,22,0,34.35,1389991866.1400528,CFU,wt,CFUwt
441,34.0,22,0,34.300000000000004,170.18771778045365,PFU,wt,PFUwt
442,34.0,22,0,34.18,1539773103.8817332,CFU,sp,CFUsp
443,34.0,22,0,33.55,35.36438161988102,PFU,sp,PFUsp
444,34.0,22,1,33.64,1389988636.1286077,CFU,wt,CFUwt
445,34.0,22,1,34.230000000000004,169.73769862407212,PFU,wt,PFUwt
446,34.0,22,1,33.730000000000004,1539730554.9087632,CFU,sp,CFUsp
447,34.0,22,1,33.72,35.623780288745415,PFU,sp,PFUsp
448,34.0,22,2,33.87,1389989802.8203943,CFU,wt,CFUwt
449,34.0,22,2,33.63,165.87651694730062,PFU,wt,PFUwt
450,34.0,22,2,34.14,1539769610.8091273,CFU,sp,CFUsp
451,34.0,22,2,33.84,35.806807515043985,PFU,sp,PFUsp
452,34.0,22,3,34.15,1389991062.6984057,CFU,wt,CFUwt
453,34.0,22,3,33.7,166.32734590065962,PFU,wt,PFUwt
454,34.0,22,3,34.21,1539775688.891718,CFU,sp,CFUsp
455,34.0,22,3,33.88,35.86780228794716,PFU,sp,PFUsp
456,34.0,22,4,34.35,1389991866.1400528,CFU,wt,CFUwt
457,34.0,22,4,34.42,170.95895958043243,PFU,wt,PFUwt
458,34.0,22,4,34.480000000000004,1539797668.3352964,CFU,sp,CFUsp
459,34.0,22,4,34.01,36.06598588347263,PFU,sp,PFUsp
460,34.0,23,0,34.36,1389991904.359677,CFU,wt,CFUwt
461,34.0,23,0,33.65,166.00533486721986,PFU,wt,PFUwt
462,34.0,23,0,34.480000000000004,1539797668.3352964,CFU,sp,CFUsp
463,34.0,23,0,34.25,36.431664583422624,PFU,sp,PFUsp
464,34.0,23,1,34.33,1389991789.1586418,CFU,wt,CFUwt
465,34.0,23,1,33.59,165.61885795139386,PFU,wt,PFUwt
466,34.0,23,1,34.37,1539788986.3949964,CFU,sp,CFUsp
467,34.0,23,1,33.61,35.455948823211685,PFU,sp,PFUsp
468,34.0,23,2,33.87,1389989802.8203943,CFU,wt,CFUwt
469,34.0,23,2,34.37,170.63764253867328,PFU,wt,PFUwt
470,34.0,23,2,34.04,1539760641.080141,CFU,sp,CFUsp
471,34.0,23,2,33.77,35.700049452992246,PFU,sp,PFUsp
472,34.0,23,3,34.22,1389991352.5510437,CFU,wt,CFUwt
473,34.0,23,3,33.63,165.87651694730062,PFU,wt,PFUwt
474,34.0,23,3,34.12,1539767844.1613162,CFU,sp,CFUsp
475,34.0,23,3,33.55,35.36438161988102,PFU,sp,PFUsp
476,34.0,23,4,34.47,1389992313.106365,CFU,wt,CFUwt
477,34.0,23,4,34.11,168.9660175451301,PFU,wt,PFUwt
478,34.0,23,4,34.2,1539774830.5102363,CFU,sp,CFUsp
479,34.0,23,4,33.7,35.593269495973324,PFU,sp,PFUsp
480,34.0,24,0,34.0,1389990408.4515748,CFU,wt,CFUwt
481,34.0,24,0,33.75,166.6493087009992,PFU,wt,PFUwt
482,34.0,24,0,34.38,1539789790.8193796,CFU,sp,CFUsp
483,34.0,24,0,34.13,36.24885747015757,PFU,sp,PFUsp
484,34.0,24,1,33.81,1389989510.5431783,CFU,wt,CFUwt
485,34.0,24,1,34.11,168.9660175451301,PFU,wt,PFUwt
486,34.0,24,1,34.12,1539767844.1613162,CFU,sp,CFUsp
487,34.0,24,1,33.75,35.66954312760871,PFU,sp,PFUsp
488,34.0,24,2,33.85,1389989706.310938,CFU,wt,CFUwt
489,34.0,24,2,33.64,165.94092687205872,PFU,wt,PFUwt
490,34.0,24,2,34.43,1539793767.1812584,CFU,sp,CFUsp
491,34.0,24,2,33.5,35.28806334661329,PFU,sp,PFUsp
492,34.0,24,3,33.81,1389989510.5431783,CFU,wt,CFUwt
493,34.0,24,3,34.37,170.63764253867328,PFU,wt,PFUwt
494,34.0,24,3,33.62,1539718993.6933565,CFU,sp,CFUsp
495,34.0,24,3,34.160000000000004,36.29456529435756,PFU,sp,PFUsp
496,34.0,24,4,33.660000000000004,1389988742.671693,CFU,wt,CFUwt
497,34.0,24,4,33.97,168.0653721590419,PFU,wt,PFUwt
498,34.0,24,4,34.26,1539779931.9705994,CFU,sp,CFUsp
499,34.0,24,4,33.53,35.33385564892281,PFU,sp,PFUsp
500,34.0,25,0,33.75,1389989209.888519,CFU,wt,CFUwt
501,34.0,25,0,34.38,170.70190979913397,PFU,wt,PFUwt
502,34.0,25,0,34.46,1539796116.8070009,CFU,sp,CFUsp
503,34.0,25,0,34.36,36.5991811006567,PFU,sp,PFUsp
504,34.0,25,1,34.36,1389991904.359677,CFU,wt,CFUwt
505,34.0,25,1,33.67,166.1341450689326,PFU,wt,PFUwt
506,34.0,25,1,33.99,1539756026.1171043,CFU,sp,CFUsp
507,34.0,25,1,34.14,36.264093859320916,PFU,sp,PFUsp
508,34.0,25,2,34.11,1389990892.726863,CFU,wt,CFUwt
509,34.0,25,2,34.0,168.25839940768907,PFU,wt,PFUwt
510,34.0,25,2,33.69,1539726406.909723,CFU,sp,CFUsp
511,34.0,25,2,34.2,36.35550279065585,PFU,sp,PFUsp
512,34.0,25,3,34.1,1389990849.7312686,CFU,wt,CFUwt
513,34.0,25,3,34.32,170.31627734311013,PFU,wt,PFUwt
514,34.0,25,3,33.59,1539715755.4360912,CFU,sp,CFUsp
515,34.0,25,3,33.910000000000004,35.91354367283944,PFU,sp,PFUsp
516,34.0,25,4,34.29,1389991633.0031767,CFU,wt,CFUwt
517,34.0,25,4,34.38,170.70190979913397,PFU,wt,PFUwt
518,34.0,25,4,33.99,1539756026.1171043,CFU,sp,CFUsp
519,34.0,25,4,33.5,35.28806334661329,PFU,sp,PFUsp
520,34.0,26,0,33.82,1389989559.8314288,CFU,wt,CFUwt
521,34.0,26,0,34.43,171.0232172108659,PFU,wt,PFUwt
522,34.0,26,0,34.49,1539798439.6667833,CFU,sp,CFUsp
523,34.0,26,0,33.65,35.516984698360474,PFU,sp,PFUsp
524,34.0,26,1,33.61,1389988474.4203231,CFU,wt,CFUwt
525,34.0,26,1,33.68,166.19854727557504,PFU,wt,PFUwt
526,34.0,26,1,34.26,1539779931.9705994,CFU,sp,CFUsp
527,34.0,26,1,33.53,35.33385564892281,PFU,sp,PFUsp
528,34.0,26,2,34.36,1389991904.359677,CFU,wt,CFUwt
529,34.0,26,2,33.52,165.16788040865453,PFU,wt,PFUwt
530,34.0,26,2,34.37,1539788986.3949964,CFU,sp,CFUsp
531,34.0,26,2,33.6,35.44068873841407,PFU,sp,PFUsp
532,34.0,26,3,34.05,1389990631.689301,CFU,wt,CFUwt
533,34.0,26,3,33.67,166.1341450689326,PFU,wt,PFUwt
534,34.0,26,3,34.24,1539778244.45512,CFU,sp,CFUsp
535,34.0,26,3,34.44,36.72097723243594,PFU,sp,PFUsp
536,34.0,26,4,34.13,1389990978.112909,CFU,wt,CFUwt
537,34.0,26,4,34.230000000000004,169.73769862407212,PFU,wt,PFUwt
538,34.0,26,4,34.17,1539772235.6095383,CFU,sp,CFUsp
539,34.0,26,4,34.42,36.69053088929504,PFU,sp,PFUsp
540,34.0,27,0,33.75,1389989209.888519,CFU,wt,CFUwt
541,34.0,27,0,33.63,165.87651694730062,PFU,wt,PFUwt
542,34.0,27,0,33.9,1539747493.842089,CFU,sp,CFUsp
543,34.0,27,0,34.1,36.20314561635494,PFU,sp,PFUsp
544,34.0,27,1,33.81,1389989510.5431783,CFU,wt,CFUwt
545,34.0,27,1,34.21,169.60910438148397,PFU,wt,PFUwt
546,34.0,27,1,34.33,1539785737.8001752,CFU,sp,CFUsp
547,34.0,27,1,33.75,35.66954312760871,PFU,sp,PFUsp
548,34.0,27,2,33.55,1389988144.0676525,CFU,wt,CFUwt
549,34.0,27,2,33.53,165.23231156195453,PFU,wt,PFUwt
550,34.0,27,2,34.09,1539765168.7607262,CFU,sp,CFUsp
551,34.0,27,2,34.1,36.20314561635494,PFU,sp,PFUsp
552,34.0,27,3,34.37,1389991942.3997123,CFU,wt,CFUwt
553,34.0,27,3,34.13,169.09465033013623,PFU,wt,PFUwt
554,34.0,27,3,33.980000000000004,1539755092.5031483,CFU,sp,CFUsp
555,34.0,27,3,34.1,36.20314561635494,PFU,sp,PFUsp
556,34.0,27,4,34.42,1389992129.9354486,CFU,wt,CFUwt
557,34.0,27,4,33.57,165.49001687468424,PFU,wt,PFUwt
558,34.0,27,4,33.81,1539738663.2262423,CFU,sp,CFUsp
559,34.0,27,4,34.33,36.55350015521761,PFU,sp,PFUsp
560,34.0,28,0,33.85,1389989706.310938,CFU,wt,CFUwt
561,34.0,28,0,34.37,170.63764253867328,PFU,wt,PFUwt
562,34.0,28,0,33.71,1539728488.8290892,CFU,sp,CFUsp
563,34.0,28,0,34.01,36.06598588347263,PFU,sp,PFUsp
564,34.0,28,1,34.12,1389990935.5204265,CFU,wt,CFUwt
565,34.0,28,1,34.07,168.70872884583642,PFU,wt,PFUwt
566,34.0,28,1,34.33,1539785737.8001752,CFU,sp,CFUsp
567,34.0,28,1,34.42,36.69053088929504,PFU,sp,PFUsp
568,34.0,28,2,34.36,1389991904.359677,CFU,wt,CFUwt
569,34.0,28,2,33.69,166.26294755280216,PFU,wt,PFUwt
570,34.0,28,2,34.19,1539773968.844429,CFU,sp,CFUsp
571,34.0,28,2,34.11,36.21838334865211,PFU,sp,PFUsp
572,34.0,28,3,34.02,1389990498.3780148,CFU,wt,CFUwt
573,34.0,28,3,33.82,167.0999756007698,PFU,wt,PFUwt
574,34.0,28,3,33.88,1539745557.6271186,CFU,sp,CFUsp
575,34.0,28,3,33.57,35.39490580608049,PFU,sp,PFUsp
576,34.0,28,4,34.1,1389990849.7312686,CFU,wt,CFUwt
577,34.0,28,4,34.18,169.41619856551625,PFU,wt,PFUwt
578,34.0,28,4,33.76,1539733624.592129,CFU,sp,CFUsp
579,34.0,28,4,33.82,35.776307446329575,PFU,sp,PFUsp
580,34.0,29,0,33.64,1389988636.1286077,CFU,wt,CFUwt
581,34.0,29,0,33.78,166.84246323169427,PFU,wt,PFUwt
582,34.0,29,0,33.980000000000004,1539755092.5031483,CFU,sp,CFUsp
583,34.0,29,0,34.43,36.705754285037585,PFU,sp,PFUsp
584,34.0,29,1,34.38,1389991980.2610023,CFU,wt,CFUwt
585,34.0,29,1,33.74,166.5849199993051,PFU,wt,PFUwt
586,34.0,29,1,33.6,1539716838.9796593,CFU,sp,CFUsp
587,34.0,29,1,34.44,36.72097723243594,PFU,sp,PFUsp
588,34.0,29,2,33.730000000000004,1389989107.76734,CFU,wt,CFUwt
589,34.0,29,2,34.25,169.86628515933128,PFU,wt,PFUwt
590,34.0,29,2,33.87,1539744583.9600706,CFU,sp,CFUsp
591,34.0,29,2,33.63,35.486467653654444,PFU,sp,PFUsp
592,34.0,29,3,33.52,1389987975.3573112,CFU,wt,CFUwt
593,34.0,29,3,34.160000000000004,169.2875850529194,PFU,wt,PFUwt
594,34.0,29,3,34.230000000000004,1539777395.8517163,CFU,sp,CFUsp
595,34.0,29,3,34.08,36.17266880878509,PFU,sp,PFUsp
596,34.0,29,4,33.97,1389990271.9635928,CFU,wt,CFUwt
597,34.0,29,4,33.54,165.2967407851628,PFU,wt,PFUwt
598,34.0,29,4,34.15,1539770489.085967,CFU,sp,CFUsp
599,34.0,29,4,33.87,35.852554265352936,PFU,sp,PFUsp
600,34.0,30,0,33.75,1389989209.888519,CFU,wt,CFUwt
601,34.0,30,0,34.21,169.60910438148397,PFU,wt,PFUwt
602,34.0,30,0,33.68,1539725359.9722567,CFU,sp,CFUsp
603,34.0,30,0,33.61,35.455948823211685,PFU,sp,PFUsp
604,34.0,30,1,33.55,1389988144.0676525,CFU,wt,CFUwt
605,34.0,30,1,33.82,167.0999756007698,PFU,wt,PFUwt
606,34.0,30,1,34.43,1539793767.1812584,CFU,sp,CFUsp
607,34.0,30,1,34.34,36.56872758521035,PFU,sp,PFUsp
608,34.0,30,2,34.19,1389991229.497702,CFU,wt,CFUwt
609,34.0,30,2,33.58,165.5544383779729,PFU,wt,PFUwt
610,34.0,30,2,33.68,1539725359.9722567,CFU,sp,CFUsp
611,34.0,30,2,33.78,35.71530194544282,PFU,sp,PFUsp
612,34.0,30,3,34.32,1389991750.3951473,CFU,wt,CFUwt
613,34.0,30,3,33.52,165.16788040865453,PFU,wt,PFUwt
614,34.0,30,3,34.03,1539759725.123494,CFU,sp,CFUsp
615,34.0,30,3,33.61,35.455948823211685,PFU,sp,PFUsp
616,34.0,30,4,33.58,1389988310.4109197,CFU,wt,CFUwt
617,34.0,30,4,34.25,169.86628515933128,PFU,wt,PFUwt
618,34.0,30,4,34.46,1539796116.8070009,CFU,sp,CFUsp
619,34.0,30,4,33.87,35.852554265352936,PFU,sp,PFUsp
620,34.0,31,0,34.07,1389990719.5227432,CFU,wt,CFUwt
621,34.0,31,0,33.68,166.19854727557504,PFU,wt,PFUwt
622,34.0,31,0,33.78,1539735651.5976272,CFU,sp,CFUsp
623,34.0,31,0,33.9,35.89829699171618,PFU,sp,PFUsp
624,34.0,31,1,33.82,1389989559.8314288,CFU,wt,CFUwt
625,34.0,31,1,33.72,166.45613680844772,PFU,wt,PFUwt
626,34.0,31,1,34.03,1539759725.123494,CFU,sp,CFUsp
627,34.0,31,1,33.88,35.86780228794716,PFU,sp,PFUsp
628,34.0,31,2,33.8,1389989461.022236,CFU,wt,CFUwt
629,34.0,31,2,33.94,167.87232755774673,PFU,wt,PFUwt
630,34.0,31,2,34.12,1539767844.1613162,CFU,sp,CFUsp
631,34.0,31,2,33.980000000000004,36.0202579174576,PFU,sp,PFUsp
632,34.0,31,3,34.480000000000004,1389992349.2257519,CFU,wt,CFUwt
633,34.0,31,3,33.910000000000004,167.67926560253474,PFU,wt,PFUwt
634,34.0,31,3,34.34,1539786554.6071112,CFU,sp,CFUsp
635,34.0,31,3,33.85,35.822056878875124,PFU,sp,PFUsp
636,34.0,31,4,33.94,1389990133.533373,CFU,wt,CFUwt
637,34.0,31,4,34.17,169.35189277277837,PFU,wt,PFUwt
638,34.0,31,4,33.68,1539725359.9722567,CFU,sp,CFUsp
639,34.0,31,4,33.58,35.41016722981791,PFU,sp,PFUsp
640,34.0,32,0,33.99,1389990363.169695,CFU,wt,CFUwt
641,34.0,32,0,34.11,168.9660175451301,PFU,wt,PFUwt
642,34.0,32,0,33.87,1539744583.9600706,CFU,sp,CFUsp
643,34.0,32,0,33.75,35.66954312760871,PFU,sp,PFUsp
644,34.0,32,1,33.5,1389987861.5520954,CFU,wt,CFUwt
645,34.0,32,1,33.6,165.683275594992,PFU,wt,PFUwt
646,34.0,32,1,33.9,1539747493.842089,CFU,sp,CFUsp
647,34.0,32,1,34.24,36.41643312076963,PFU,sp,PFUsp
648,34.0,32,2,33.55,1389988144.0676525,CFU,wt,CFUwt
649,34.0,32,2,33.980000000000004,168.1297165032669,PFU,wt,PFUwt
650,34.0,32,2,34.44,1539794553.3827953,CFU,sp,CFUsp
651,34.0,32,2,34.25,36.431664583422624,PFU,sp,PFUsp
652,34.0,32,3,34.34,1389991827.7399917,CFU,wt,CFUwt
653,34.0,32,3,34.25,169.86628515933128,PFU,wt,PFUwt
654,34.0,32,3,34.1,1539766063.9687252,CFU,sp,CFUsp
655,34.0,32,3,34.49,36.79708524362596,PFU,sp,PFUsp
656,34.0,32,4,34.03,1389990543.0245695,CFU,wt,CFUwt
657,34.0,32,4,33.85,167.29308962530484,PFU,wt,PFUwt
658,34.0,32,4,33.97,1539754155.3171053,CFU,sp,CFUsp
659,34.0,32,4,33.77,35.700049452992246,PFU,sp,PFUsp
660,34.0,33,0,33.910000000000004,1389989993.133278,CFU,wt,CFUwt
661,34.0,33,0,34.02,168.38707460038893,PFU,wt,PFUwt
662,34.0,33,0,33.6,1539716838.9796593,CFU,sp,CFUsp
663,34.0,33,0,33.92,35.928789906754396,PFU,sp,PFUsp
664,34.0,33,1,33.910000000000004,1389989993.133278,CFU,wt,CFUwt
665,34.0,33,1,34.47,171.28022847450782,PFU,wt,PFUwt
666,34.0,33,1,34.49,1539798439.6667833,CFU,sp,CFUsp
667,34.0,33,1,33.75,35.66954312760871,PFU,sp,PFUsp
668,34.0,33,2,33.76,1389989260.5895019,CFU,wt,CFUwt
669,34.0,33,2,34.2,169.54480436982098,PFU,wt,PFUwt
670,34.0,33,2,34.49,1539798439.6667833,CFU,sp,CFUsp
671,34.0,33,2,34.47,36.76664338438275,PFU,sp,PFUsp
672,34.0,33,3,33.94,1389990133.533373,CFU,wt,CFUwt
673,34.0,33,3,33.5,165.03901231160083,PFU,wt,PFUwt
674,34.0,33,3,33.76,1539733624.592129,CFU,sp,CFUsp
675,34.0,33,3,34.1,36.20314561635494,PFU,sp,PFUsp
676,34.0,33,4,34.05,1389990631.689301,CFU,wt,CFUwt
677,34.0,33,4,34.32,170.31627734311013,PFU,wt,PFUwt
678,34.0,33,4,33.56,1539712479.8687975,CFU,sp,CFUsp
679,34.0,33,4,34.21,36.37073604506746,PFU,sp,PFUsp
680,34.0,34,0,34.38,1389991980.2610023,CFU,wt,CFUwt
681,34.0,34,0,33.730000000000004,166.5205293684699,PFU,wt,PFUwt
682,34.0,34,0,33.78,1539735651.5976272,CFU,sp,CFUsp
683,34.0,34,0,33.54,35.349118857481116,PFU,sp,PFUsp
684,34.0,34,1,33.64,1389988636.1286077,CFU,wt,CFUwt
685,34.0,34,1,33.6,165.683275594992,PFU,wt,PFUwt
686,34.0,34,1,34.03,1539759725.123494,CFU,sp,CFUsp
687,34.0,34,1,33.53,35.33385564892281,PFU,sp,PFUsp
688,34.0,34,2,34.1,1389990849.7312686,CFU,wt,CFUwt
689,34.0,34,2,34.02,168.38707460038893,PFU,wt,PFUwt
690,34.0,34,2,33.72,1539729523.841337,CFU,sp,CFUsp
691,34.0,34,2,34.13,36.24885747015757,PFU,sp,PFUsp
692,34.0,34,3,34.230000000000004,1389991393.1839554,CFU,wt,CFUwt
693,34.0,34,3,34.19,169.4805024311811,PFU,wt,PFUwt
694,34.0,34,3,34.18,1539773103.8817332,CFU,sp,CFUsp
695,34.0,34,3,33.8,35.745805589723844,PFU,sp,PFUsp
696,34.0,34,4,34.4,1389992055.450702,CFU,wt,CFUwt
697,34.0,34,4,34.02,168.38707460038893,PFU,wt,PFUwt
698,34.0,34,4,34.27,1539780770.9072783,CFU,sp,CFUsp
699,34.0,34,4,34.410000000000004,36.67530704522681,PFU,sp,PFUsp
700,34.0,35,0,33.980000000000004,1389990317.6740372,CFU,wt,CFUwt
701,34.0,35,0,33.65,166.00533486721986,PFU,wt,PFUwt
702,34.0,35,0,34.12,1539767844.1613162,CFU,sp,CFUsp
703,34.0,35,0,34.26,36.446895598083664,PFU,sp,PFUsp
704,34.0,35,1,33.53,1389988031.8591692,CFU,wt,CFUwt
705,34.0,35,1,34.25,169.86628515933128,PFU,wt,PFUwt
706,34.0,35,1,33.71,1539728488.8290892,CFU,sp,CFUsp
707,34.0,35,1,33.54,35.349118857481116,PFU,sp,PFUsp
708,34.0,35,2,33.67,1389988795.5680583,CFU,wt,CFUwt
709,34.0,35,2,34.28,170.0591505118241,PFU,wt,PFUwt
710,34.0,35,2,34.0,1539756956.1725836,CFU,sp,CFUsp
711,34.0,35,2,33.63,35.486467653654444,PFU,sp,PFUsp
712,34.0,35,3,33.71,1389989004.6796494,CFU,wt,CFUwt
713,34.0,35,3,33.59,165.61885795139386,PFU,wt,PFUwt
714,34.0,35,3,34.12,1539767844.1613162,CFU,sp,CFUsp
715,34.0,35,3,33.55,35.36438161988102,PFU,sp,PFUsp
716,34.0,35,4,33.72,1389989056.3448782,CFU,wt,CFUwt
717,34.0,35,4,33.54,165.2967407851628,PFU,wt,PFUwt
718,34.0,35,4,33.8,1539737663.181087,CFU,sp,CFUsp
719,34.0,35,4,33.87,35.852554265352936,PFU,sp,PFUsp
720,34.0,36,0,34.49,1389992385.1754181,CFU,wt,CFUwt
721,34.0,36,0,33.5,165.03901231160083,PFU,wt,PFUwt
722,34.0,36,0,34.04,1539760641.080141,CFU,sp,CFUsp
723,34.0,36,0,34.28,36.477356283347405,PFU,sp,PFUsp
724,34.0,36,1,33.83,1389989608.8880808,CFU,wt,CFUwt
725,34.0,36,1,33.93,167.80797550095158,PFU,wt,PFUwt
726,34.0,36,1,33.58,1539714667.7470045,CFU,sp,CFUsp
727,34.0,36,1,33.69,35.578013429613804,PFU,sp,PFUsp
728,34.0,36,2,33.85,1389989706.310938,CFU,wt,CFUwt
729,34.0,36,2,33.57,165.49001687468424,PFU,wt,PFUwt
730,34.0,36,2,34.230000000000004,1539777395.8517163,CFU,sp,CFUsp
731,34.0,36,2,34.33,36.55350015521761,PFU,sp,PFUsp
732,34.0,36,3,33.58,1389988310.4109197,CFU,wt,CFUwt
733,34.0,36,3,33.5,165.03901231160083,PFU,wt,PFUwt
734,34.0,36,3,33.93,1539750370.5780227,CFU,sp,CFUsp
735,34.0,36,3,33.75,35.66954312760871,PFU,sp,PFUsp
736,34.0,36,4,34.29,1389991633.0031767,CFU,wt,CFUwt
737,34.0,36,4,33.71,166.3917423191929,PFU,wt,PFUwt
738,34.0,36,4,34.25,1539779089.8239727,CFU,sp,CFUsp
739,34.0,36,4,33.82,35.776307446329575,PFU,sp,PFUsp
740,34.0,37,0,33.52,1389987975.3573112,CFU,wt,CFUwt
741,34.0,37,0,34.0,168.25839940768907,PFU,wt,PFUwt
742,34.0,37,0,33.6,1539716838.9796593,CFU,sp,CFUsp
743,34.0,37,0,33.88,35.86780228794716,PFU,sp,PFUsp
744,34.0,37,1,33.57,1389988255.2241123,CFU,wt,CFUwt
745,34.0,37,1,34.21,169.60910438148397,PFU,wt,PFUwt
746,34.0,37,1,34.46,1539796116.8070009,CFU,sp,CFUsp
747,34.0,37,1,33.660000000000004,35.53224255098781,PFU,sp,PFUsp
748,34.0,37,2,34.480000000000004,1389992349.2257519,CFU,wt,CFUwt
749,34.0,37,2,34.27,169.99486398764813,PFU,wt,PFUwt
750,34.0,37,2,33.81,1539738663.2262423,CFU,sp,CFUsp
751,34.0,37,2,34.1,36.20314561635494,PFU,sp,PFUsp
752,34.0,37,3,34.17,1389991146.4908583,CFU,wt,CFUwt
753,34.0,37,3,34.04,168.51574208174446,PFU,wt,PFUwt
754,34.0,37,3,34.45,1539795336.5875697,CFU,sp,CFUsp
755,34.0,37,3,33.7,35.593269495973324,PFU,sp,PFUsp
756,34.0,37,4,33.71,1389989004.6796494,CFU,wt,CFUwt
757,34.0,37,4,34.28,170.0591505118241,PFU,wt,PFUwt
758,34.0,37,4,34.37,1539788986.3949964,CFU,sp,CFUsp
759,34.0,37,4,33.84,35.806807515043985,PFU,sp,PFUsp
760,34.0,38,0,34.410000000000004,1389992092.78078,CFU,wt,CFUwt
761,34.0,38,0,33.78,166.84246323169427,PFU,wt,PFUwt
762,34.0,38,0,34.18,1539773103.8817332,CFU,sp,CFUsp
763,34.0,38,0,33.88,35.86780228794716,PFU,sp,PFUsp
764,34.0,38,1,33.68,1389988848.2158713,CFU,wt,CFUwt
765,34.0,38,1,34.01,168.32273796798066,PFU,wt,PFUwt
766,34.0,38,1,33.92,1539749415.3255556,CFU,sp,CFUsp
767,34.0,38,1,33.78,35.71530194544282,PFU,sp,PFUsp
768,34.0,38,2,33.83,1389989608.8880808,CFU,wt,CFUwt
769,34.0,38,2,34.410000000000004,170.89470002409155,PFU,wt,PFUwt
770,34.0,38,2,34.38,1539789790.8193796,CFU,sp,CFUsp
771,34.0,38,2,33.79,35.73055399102915,PFU,sp,PFUsp
772,34.0,38,3,34.32,1389991750.3951473,CFU,wt,CFUwt
773,34.0,38,3,33.730000000000004,166.5205293684699,PFU,wt,PFUwt
774,34.0,38,3,34.01,1539757882.6831453,CFU,sp,CFUsp
775,34.0,38,3,34.13,36.24885747015757,PFU,sp,PFUsp
776,34.0,38,4,33.72,1389989056.3448782,CFU,wt,CFUwt
