,Theoretic Time,Experiment,Measurement,Time,Concentration,Bioagent,Type,Total_Type
777,34.0,38,4,33.74,166.5849199993051,PFU,wt,PFUwt
778,34.0,38,4,34.43,1539793767.1812584,CFU,sp,CFUsp
779,34.0,38,4,33.64,35.50172639923947,PFU,sp,PFUsp
780,34.0,39,0,33.72,1389989056.3448782,CFU,wt,CFUwt
781,34.0,39,0,34.45,171.15172669420699,PFU,wt,PFUwt
782,34.0,39,0,33.82,1539739659.459804,CFU,sp,CFUsp
783,34.0,39,0,33.6,35.44068873841407,PFU,sp,PFUsp
784,34.0,39,1,33.82,1389989559.8314288,CFU,wt,CFUwt
785,34.0,39,1,34.28,170.0591505118241,PFU,wt,PFUwt
786,34.0,39,1,34.04,1539760641.080141,CFU,sp,CFUsp
787,34.0,39,1,33.660000000000004,35.53224255098781,PFU,sp,PFUsp
788,34.0,39,2,33.52,1389987975.3573112,CFU,wt,CFUwt
789,34.0,39,2,33.68,166.19854727557504,PFU,wt,PFUwt
790,34.0,39,2,33.660000000000004,1539723254.0654516,CFU,sp,CFUsp
791,34.0,39,2,34.01,36.06598588347263,PFU,sp,PFUsp
792,34.0,39,3,34.11,1389990892.726863,CFU,wt,CFUwt
793,34.0,39,3,34.32,170.31627734311013,PFU,wt,PFUwt
794,34.0,39,3,34.37,1539788986.3949964,CFU,sp,CFUsp
795,34.0,39,3,34.4,36.66008275285152,PFU,sp,PFUsp
796,34.0,39,4,33.660000000000004,1389988742.671693,CFU,wt,CFUwt
797,34.0,39,4,34.22,169.67340246621828,PFU,wt,PFUwt
798,34.0,39,4,33.910000000000004,1539748456.4182372,CFU,sp,CFUsp
799,34.0,39,4,34.07,36.15742973355818,PFU,sp,PFUsp
800,34.0,40,0,33.95,1389990179.8942819,CFU,wt,CFUwt
801,34.0,40,0,33.910000000000004,167.67926560253474,PFU,wt,PFUwt
802,34.0,40,0,34.0,1539756956.1725836,CFU,sp,CFUsp
803,34.0,40,0,33.730000000000004,35.63903501510084,PFU,sp,PFUsp
804,34.0,40,1,33.63,1389988582.479524,CFU,wt,CFUwt
805,34.0,40,1,33.52,165.16788040865453,PFU,wt,PFUwt
806,34.0,40,1,34.08,1539764270.1275399,CFU,sp,CFUsp
807,34.0,40,1,33.95,35.97452592499617,PFU,sp,PFUsp
808,34.0,40,2,34.410000000000004,1389992092.78078,CFU,wt,CFUwt
809,34.0,40,2,33.63,165.87651694730062,PFU,wt,PFUwt
810,34.0,40,2,33.910000000000004,1539748456.4182372,CFU,sp,CFUsp
811,34.0,40,2,33.51,35.30332789345714,PFU,sp,PFUsp
812,34.0,40,3,33.72,1389989056.3448782,CFU,wt,CFUwt
813,34.0,40,3,34.36,170.5733733520604,PFU,wt,PFUwt
814,34.0,40,3,33.88,1539745557.6271186,CFU,sp,CFUsp
815,34.0,40,3,34.480000000000004,36.7818645382218,PFU,sp,PFUsp
816,34.0,40,4,34.19,1389991229.497702,CFU,wt,CFUwt
817,34.0,40,4,33.63,165.87651694730062,PFU,wt,PFUwt
818,34.0,40,4,34.22,1539776544.0013888,CFU,sp,CFUsp
819,34.0,40,4,33.85,35.822056878875124,PFU,sp,PFUsp
820,34.0,41,0,33.86,1389989754.6793041,CFU,wt,CFUwt
821,34.0,41,0,34.45,171.15172669420699,PFU,wt,PFUwt
822,34.0,41,0,33.67,1539724309.0292728,CFU,sp,CFUsp
823,34.0,41,0,34.07,36.15742973355818,PFU,sp,PFUsp
824,34.0,41,1,34.04,1389990587.4613364,CFU,wt,CFUwt
825,34.0,41,1,34.19,169.4805024311811,PFU,wt,PFUwt
826,34.0,41,1,33.88,1539745557.6271186,CFU,sp,CFUsp
827,34.0,41,1,34.31,36.52304395079121,PFU,sp,PFUsp
828,34.0,41,2,34.08,1389990763.1301694,CFU,wt,CFUwt
829,34.0,41,2,34.21,169.60910438148397,PFU,wt,PFUwt
830,34.0,41,2,34.22,1539776544.0013888,CFU,sp,CFUsp
831,34.0,41,2,34.35,36.58395456702987,PFU,sp,PFUsp
832,34.0,41,3,34.18,1389991188.092019,CFU,wt,CFUwt
833,34.0,41,3,33.97,168.0653721590419,PFU,wt,PFUwt
834,34.0,41,3,33.79,1539736659.30976,CFU,sp,CFUsp
835,34.0,41,3,34.27,36.462126164732105,PFU,sp,PFUsp
836,34.0,41,4,34.38,1389991980.2610023,CFU,wt,CFUwt
837,34.0,41,4,33.84,167.2287202124883,PFU,wt,PFUwt
838,34.0,41,4,34.08,1539764270.1275399,CFU,sp,CFUsp
839,34.0,41,4,33.67,35.54749995709199,PFU,sp,PFUsp
840,34.0,42,0,34.19,1389991229.497702,CFU,wt,CFUwt
841,34.0,42,0,33.72,166.45613680844772,PFU,wt,PFUwt
842,34.0,42,0,33.7,1539727449.8569329,CFU,sp,CFUsp
843,34.0,42,0,33.81,35.76105674149969,PFU,sp,PFUsp
844,34.0,42,1,33.92,1389990040.1539068,CFU,wt,CFUwt
845,34.0,42,1,34.43,171.0232172108659,PFU,wt,PFUwt
846,34.0,42,1,34.15,1539770489.085967,CFU,sp,CFUsp
847,34.0,42,1,34.02,36.081227643931705,PFU,sp,PFUsp
848,34.0,42,2,33.9,1389989945.8906627,CFU,wt,CFUwt
849,34.0,42,2,34.32,170.31627734311013,PFU,wt,PFUwt
850,34.0,42,2,33.980000000000004,1539755092.5031483,CFU,sp,CFUsp
851,34.0,42,2,33.92,35.928789906754396,PFU,sp,PFUsp
852,34.0,42,3,33.730000000000004,1389989107.76734,CFU,wt,CFUwt
853,34.0,42,3,34.39,170.76617513349126,PFU,wt,PFUwt
854,34.0,42,3,33.59,1539715755.4360912,CFU,sp,CFUsp
855,34.0,42,3,33.7,35.593269495973324,PFU,sp,PFUsp
856,34.0,42,4,34.0,1389990408.4515748,CFU,wt,CFUwt
857,34.0,42,4,33.55,165.361168078324,PFU,wt,PFUwt
858,34.0,42,4,33.68,1539725359.9722567,CFU,sp,CFUsp
859,34.0,42,4,34.04,36.111709822387034,PFU,sp,PFUsp
860,34.0,43,0,34.33,1389991789.1586418,CFU,wt,CFUwt
861,34.0,43,0,33.68,166.19854727557504,PFU,wt,PFUwt
862,34.0,43,0,34.4,1539791390.4812195,CFU,sp,CFUsp
863,34.0,43,0,33.67,35.54749995709199,PFU,sp,PFUsp
864,34.0,43,1,34.09,1389990806.5326905,CFU,wt,CFUwt
865,34.0,43,1,33.55,165.361168078324,PFU,wt,PFUwt
866,34.0,43,1,34.21,1539775688.891718,CFU,sp,CFUsp
867,34.0,43,1,33.64,35.50172639923947,PFU,sp,PFUsp
868,34.0,43,2,33.93,1389990086.9535925,CFU,wt,CFUwt
869,34.0,43,2,34.25,169.86628515933128,PFU,wt,PFUwt
870,34.0,43,2,33.5,1539705815.0803368,CFU,sp,CFUsp
871,34.0,43,2,34.29,36.49258595390918,PFU,sp,PFUsp
872,34.0,43,3,33.54,1389988088.0955336,CFU,wt,CFUwt
873,34.0,43,3,33.88,167.48618629214099,PFU,wt,PFUwt
874,34.0,43,3,33.660000000000004,1539723254.0654516,CFU,sp,CFUsp
875,34.0,43,3,34.36,36.5991811006567,PFU,sp,PFUsp
876,34.0,43,4,33.99,1389990363.169695,CFU,wt,CFUwt
877,34.0,43,4,33.68,166.19854727557504,PFU,wt,PFUwt
878,34.0,43,4,34.17,1539772235.6095383,CFU,sp,CFUsp
879,34.0,43,4,34.27,36.462126164732105,PFU,sp,PFUsp
880,34.0,44,0,34.34,1389991827.7399917,CFU,wt,CFUwt
881,34.0,44,0,33.65,166.00533486721986,PFU,wt,PFUwt
882,34.0,44,0,33.96,1539753214.5453124,CFU,sp,CFUsp
883,34.0,44,0,33.87,35.852554265352936,PFU,sp,PFUsp
884,34.0,44,1,33.980000000000004,1389990317.6740372,CFU,wt,CFUwt
885,34.0,44,1,33.51,165.10344732521813,PFU,wt,PFUwt
886,34.0,44,1,34.11,1539766955.764588,CFU,sp,CFUsp
887,34.0,44,1,33.5,35.28806334661329,PFU,sp,PFUsp
888,34.0,44,2,33.82,1389989559.8314288,CFU,wt,CFUwt
889,34.0,44,2,34.1,168.90169826153843,PFU,wt,PFUwt
890,34.0,44,2,33.64,1539721132.0137281,CFU,sp,CFUsp
891,34.0,44,2,33.67,35.54749995709199,PFU,sp,PFUsp
892,34.0,44,3,33.81,1389989510.5431783,CFU,wt,CFUwt
893,34.0,44,3,33.87,167.42182266508465,PFU,wt,PFUwt
894,34.0,44,3,33.96,1539753214.5453124,CFU,sp,CFUsp
895,34.0,44,3,34.03,36.0964689569111,PFU,sp,PFUsp
896,34.0,44,4,34.37,1389991942.3997123,CFU,wt,CFUwt
897,34.0,44,4,34.0,168.25839940768907,PFU,wt,PFUwt
898,34.0,44,4,34.39,1539790592.1775594,CFU,sp,CFUsp
899,34.0,44,4,34.08,36.17266880878509,PFU,sp,PFUsp
900,34.0,45,0,33.79,1389989411.2675037,CFU,wt,CFUwt
901,34.0,45,0,34.0,168.25839940768907,PFU,wt,PFUwt
902,34.0,45,0,34.37,1539788986.3949964,CFU,sp,CFUsp
903,34.0,45,0,34.15,36.279329800728284,PFU,sp,PFUsp
904,34.0,45,1,33.83,1389989608.8880808,CFU,wt,CFUwt
905,34.0,45,1,33.9,167.6149077608193,PFU,wt,PFUwt
906,34.0,45,1,33.65,1539722195.0654156,CFU,sp,CFUsp
907,34.0,45,1,34.04,36.111709822387034,PFU,sp,PFUsp
908,34.0,45,2,34.12,1389990935.5204265,CFU,wt,CFUwt
909,34.0,45,2,33.53,165.23231156195453,PFU,wt,PFUwt
910,34.0,45,2,33.980000000000004,1539755092.5031483,CFU,sp,CFUsp
911,34.0,45,2,33.7,35.593269495973324,PFU,sp,PFUsp
912,34.0,45,3,33.77,1389989311.052248,CFU,wt,CFUwt
913,34.0,45,3,34.44,171.08747291544105,PFU,wt,PFUwt
914,34.0,45,3,34.38,1539789790.8193796,CFU,sp,CFUsp
915,34.0,45,3,33.97,36.00501436732073,PFU,sp,PFUsp
916,34.0,45,4,34.28,1389991593.502464,CFU,wt,CFUwt
917,34.0,45,4,34.18,169.41619856551625,PFU,wt,PFUwt
918,34.0,45,4,33.55,1539711379.6477869,CFU,sp,CFUsp
919,34.0,45,4,33.77,35.700049452992246,PFU,sp,PFUsp
920,34.0,46,0,34.18,1389991188.092019,CFU,wt,CFUwt
921,34.0,46,0,34.22,169.67340246621828,PFU,wt,PFUwt
922,34.0,46,0,34.39,1539790592.1775594,CFU,sp,CFUsp
923,34.0,46,0,34.01,36.06598588347263,PFU,sp,PFUsp
924,34.0,46,1,34.04,1389990587.4613364,CFU,wt,CFUwt
925,34.0,46,1,34.46,171.21597854721284,PFU,wt,PFUwt
926,34.0,46,1,34.38,1539789790.8193796,CFU,sp,CFUsp
927,34.0,46,1,33.78,35.71530194544282,PFU,sp,PFUsp
928,34.0,46,2,34.35,1389991866.1400528,CFU,wt,CFUwt
929,34.0,46,2,33.67,166.1341450689326,PFU,wt,PFUwt
930,34.0,46,2,34.25,1539779089.8239727,CFU,sp,CFUsp
931,34.0,46,2,33.94,35.95928103285794,PFU,sp,PFUsp
932,34.0,46,3,34.25,1389991473.87789,CFU,wt,CFUwt
933,34.0,46,3,34.2,169.54480436982098,PFU,wt,PFUwt
934,34.0,46,3,34.160000000000004,1539771364.0151856,CFU,sp,CFUsp
935,34.0,46,3,33.76,35.68479651370497,PFU,sp,PFUsp
936,34.0,46,4,33.51,1389987918.5887065,CFU,wt,CFUwt
937,34.0,46,4,33.52,165.16788040865453,PFU,wt,PFUwt
938,34.0,46,4,33.75,1539732605.269215,CFU,sp,CFUsp
939,34.0,46,4,33.53,35.33385564892281,PFU,sp,PFUsp
940,34.0,47,0,34.45,1389992240.3552217,CFU,wt,CFUwt
941,34.0,47,0,34.01,168.32273796798066,PFU,wt,PFUwt
942,34.0,47,0,34.35,1539787368.3006585,CFU,sp,CFUsp
943,34.0,47,0,34.07,36.15742973355818,PFU,sp,PFUsp
944,34.0,47,1,33.93,1389990086.9535925,CFU,wt,CFUwt
945,34.0,47,1,34.36,170.5733733520604,PFU,wt,PFUwt
946,34.0,47,1,34.32,1539784917.8679414,CFU,sp,CFUsp
947,34.0,47,1,34.39,36.64485801218794,PFU,sp,PFUsp
948,34.0,47,2,33.72,1389989056.3448782,CFU,wt,CFUwt
949,34.0,47,2,33.64,165.94092687205872,PFU,wt,PFUwt
950,34.0,47,2,33.93,1539750370.5780227,CFU,sp,CFUsp
951,34.0,47,2,34.49,36.79708524362596,PFU,sp,PFUsp
952,34.0,47,3,33.81,1389989510.5431783,CFU,wt,CFUwt
953,34.0,47,3,34.2,169.54480436982098,PFU,wt,PFUwt
954,34.0,47,3,33.7,1539727449.8569329,CFU,sp,CFUsp
955,34.0,47,3,34.24,36.41643312076963,PFU,sp,PFUsp
956,34.0,47,4,33.87,1389989802.8203943,CFU,wt,CFUwt
957,34.0,47,4,33.51,165.10344732521813,PFU,wt,PFUwt
958,34.0,47,4,33.94,1539751322.1895647,CFU,sp,CFUsp
959,34.0,47,4,34.06,36.14219021073403,PFU,sp,PFUsp
960,34.0,48,0,34.01,1389990453.5206816,CFU,wt,CFUwt
961,34.0,48,0,34.300000000000004,170.18771778045365,PFU,wt,PFUwt
962,34.0,48,0,34.09,1539765168.7607262,CFU,sp,CFUsp
963,34.0,48,0,33.97,36.00501436732073,PFU,sp,PFUsp
964,34.0,48,1,34.2,1389991270.7088249,CFU,wt,CFUwt
965,34.0,48,1,34.03,168.4514093049611,PFU,wt,PFUwt
966,34.0,48,1,34.39,1539790592.1775594,CFU,sp,CFUsp
967,34.0,48,1,34.28,36.477356283347405,PFU,sp,PFUsp
968,34.0,48,2,34.38,1389991980.2610023,CFU,wt,CFUwt
969,34.0,48,2,34.09,168.8373770504907,PFU,wt,PFUwt
970,34.0,48,2,33.96,1539753214.5453124,CFU,sp,CFUsp
971,34.0,48,2,33.76,35.68479651370497,PFU,sp,PFUsp
972,34.0,48,3,34.21,1389991311.7263021,CFU,wt,CFUwt
973,34.0,48,3,33.88,167.48618629214099,PFU,wt,PFUwt
974,34.0,48,3,33.660000000000004,1539723254.0654516,CFU,sp,CFUsp
975,34.0,48,3,33.55,35.36438161988102,PFU,sp,PFUsp
976,34.0,48,4,34.29,1389991633.0031767,CFU,wt,CFUwt
977,34.0,48,4,33.52,165.16788040865453,PFU,wt,PFUwt
978,34.0,48,4,33.5,1539705815.0803368,CFU,sp,CFUsp
979,34.0,48,4,33.980000000000004,36.0202579174576,PFU,sp,PFUsp
980,34.0,49,0,33.64,1389988636.1286077,CFU,wt,CFUwt
981,34.0,49,0,33.910000000000004,167.67926560253474,PFU,wt,PFUwt
982,34.0,49,0,34.05,1539761553.5455918,CFU,sp,CFUsp
983,34.0,49,0,34.06,36.14219021073403,PFU,sp,PFUsp
984,34.0,49,1,34.01,1389990453.5206816,CFU,wt,CFUwt
985,34.0,49,1,33.77,166.7780803171478,PFU,wt,PFUwt
986,34.0,49,1,34.04,1539760641.080141,CFU,sp,CFUsp
987,34.0,49,1,33.7,35.593269495973324,PFU,sp,PFUsp
988,34.0,49,2,34.160000000000004,1389991104.6932962,CFU,wt,CFUwt
989,34.0,49,2,33.59,165.61885795139386,PFU,wt,PFUwt
990,34.0,49,2,34.0,1539756956.1725836,CFU,sp,CFUsp
991,34.0,49,2,33.99,36.03550102021142,PFU,sp,PFUsp
992,34.0,49,3,33.74,1389989158.9481752,CFU,wt,CFUwt
993,34.0,49,3,33.79,166.90684421728355,PFU,wt,PFUwt
994,34.0,49,3,34.1,1539766063.9687252,CFU,sp,CFUsp
995,34.0,49,3,33.51,35.30332789345714,PFU,sp,PFUsp
996,34.0,49,4,33.64,1389988636.1286077,CFU,wt,CFUwt
997,34.0,49,4,34.33,170.38055423482,PFU,wt,PFUwt
998,34.0,49,4,33.96,1539753214.5453124,CFU,sp,CFUsp
999,34.0,49,4,33.980000000000004,36.0202579174576,PFU,sp,PFUsp
1000,34.0,50,0,34.25,1389991473.87789,CFU,wt,CFUwt
1001,34.0,50,0,34.47,171.28022847450782,PFU,wt,PFUwt
1002,34.0,50,0,33.65,1539722195.0654156,CFU,sp,CFUsp
1003,34.0,50,0,33.51,35.30332789345714,PFU,sp,PFUsp
1004,34.0,50,1,34.42,1389992129.9354486,CFU,wt,CFUwt
1005,34.0,50,1,33.83,167.16434887099206,PFU,wt,PFUwt
1006,34.0,50,1,34.11,1539766955.764588,CFU,sp,CFUsp
1007,34.0,50,1,33.65,35.516984698360474,PFU,sp,PFUsp
1008,34.0,50,2,33.6,1389988420.0078094,CFU,wt,CFUwt
1009,34.0,50,2,33.62,165.81210509290025,PFU,wt,PFUwt
1010,34.0,50,2,33.83,1539740651.8962946,CFU,sp,CFUsp
1011,34.0,50,2,34.17,36.30980034018673,PFU,sp,PFUsp
1012,34.0,50,3,34.29,1389991633.0031767,CFU,wt,CFUwt
1013,34.0,50,3,34.07,168.70872884583642,PFU,wt,PFUwt
1014,34.0,50,3,33.52,1539708053.6644964,CFU,sp,CFUsp
1015,34.0,50,3,33.5,35.28806334661329,PFU,sp,PFUsp
1016,34.0,50,4,33.64,1389988636.1286077,CFU,wt,CFUwt
1017,34.0,50,4,33.980000000000004,168.1297165032669,PFU,wt,PFUwt
1018,34.0,50,4,34.33,1539785737.8001752,CFU,sp,CFUsp
1019,34.0,50,4,33.67,35.54749995709199,PFU,sp,PFUsp
1020,34.0,51,0,34.36,1389991904.359677,CFU,wt,CFUwt
1021,34.0,51,0,34.1,168.90169826153843,PFU,wt,PFUwt
1022,34.0,51,0,33.980000000000004,1539755092.5031483,CFU,sp,CFUsp
1023,34.0,51,0,33.75,35.66954312760871,PFU,sp,PFUsp
1024,34.0,51,1,33.89,1389989898.425013,CFU,wt,CFUwt
1025,34.0,51,1,34.36,170.5733733520604,PFU,wt,PFUwt
1026,34.0,51,1,33.62,1539718993.6933565,CFU,sp,CFUsp
1027,34.0,51,1,34.01,36.06598588347263,PFU,sp,PFUsp
1028,34.0,51,2,33.54,1389988088.0955336,CFU,wt,CFUwt
1029,34.0,51,2,34.14,169.15896383164622,PFU,wt,PFUwt
1030,34.0,51,2,33.62,1539718993.6933565,CFU,sp,CFUsp
1031,34.0,51,2,34.03,36.0964689569111,PFU,sp,PFUsp
1032,34.0,51,3,33.9,1389989945.8906627,CFU,wt,CFUwt
1033,34.0,51,3,34.410000000000004,170.89470002409155,PFU,wt,PFUwt
1034,34.0,51,3,34.17,1539772235.6095383,CFU,sp,CFUsp
1035,34.0,51,3,33.61,35.455948823211685,PFU,sp,PFUsp
1036,34.0,51,4,34.03,1389990543.0245695,CFU,wt,CFUwt
1037,34.0,51,4,34.26,169.9305755368333,PFU,wt,PFUwt
1038,34.0,51,4,33.79,1539736659.30976,CFU,sp,CFUsp
1039,34.0,51,4,34.14,36.264093859320916,PFU,sp,PFUsp
1040,34.0,52,0,33.78,1389989361.277877,CFU,wt,CFUwt
1041,34.0,52,0,33.87,167.42182266508465,PFU,wt,PFUwt
1042,34.0,52,0,33.59,1539715755.4360912,CFU,sp,CFUsp
1043,34.0,52,0,33.6,35.44068873841407,PFU,sp,PFUsp
1044,34.0,52,1,33.79,1389989411.2675037,CFU,wt,CFUwt
1045,34.0,52,1,34.33,170.38055423482,PFU,wt,PFUwt
1046,34.0,52,1,34.24,1539778244.45512,CFU,sp,CFUsp
1047,34.0,52,1,34.38,36.62963282325492,PFU,sp,PFUsp
1048,34.0,52,2,33.97,1389990271.9635928,CFU,wt,CFUwt
1049,34.0,52,2,34.22,169.67340246621828,PFU,wt,PFUwt
1050,34.0,52,2,34.01,1539757882.6831453,CFU,sp,CFUsp
1051,34.0,52,2,34.47,36.76664338438275,PFU,sp,PFUsp
1052,34.0,52,3,34.37,1389991942.3997123,CFU,wt,CFUwt
1053,34.0,52,3,33.86,167.3574571094881,PFU,wt,PFUwt
1054,34.0,52,3,34.2,1539774830.5102363,CFU,sp,CFUsp
1055,34.0,52,3,34.14,36.264093859320916,PFU,sp,PFUsp
1056,34.0,52,4,33.64,1389988636.1286077,CFU,wt,CFUwt
1057,34.0,52,4,34.45,171.15172669420699,PFU,wt,PFUwt
1058,34.0,52,4,34.01,1539757882.6831453,CFU,sp,CFUsp
1059,34.0,52,4,34.18,36.32503493819396,PFU,sp,PFUsp
1060,34.0,53,0,33.54,1389988088.0955336,CFU,wt,CFUwt
1061,34.0,53,0,34.07,168.70872884583642,PFU,wt,PFUwt
1062,34.0,53,0,33.62,1539718993.6933565,CFU,sp,CFUsp
1063,34.0,53,0,34.37,36.61440718607146,PFU,sp,PFUsp
1064,34.0,53,1,34.06,1389990675.7094443,CFU,wt,CFUwt
1065,34.0,53,1,33.83,167.16434887099206,PFU,wt,PFUwt
1066,34.0,53,1,34.08,1539764270.1275399,CFU,sp,CFUsp
1067,34.0,53,1,34.33,36.55350015521761,PFU,sp,PFUsp
1068,34.0,53,2,34.24,1389991433.6259387,CFU,wt,CFUwt
1069,34.0,53,2,34.35,170.50910223924643,PFU,wt,PFUwt
1070,34.0,53,2,33.64,1539721132.0137281,CFU,sp,CFUsp
1071,34.0,53,2,34.28,36.477356283347405,PFU,sp,PFUsp
1072,34.0,53,3,34.45,1389992240.3552217,CFU,wt,CFUwt
1073,34.0,53,3,34.2,169.54480436982098,PFU,wt,PFUwt
1074,34.0,53,3,33.93,1539750370.5780227,CFU,sp,CFUsp
1075,34.0,53,3,33.61,35.455948823211685,PFU,sp,PFUsp
1076,34.0,53,4,33.59,1389988365.3384123,CFU,wt,CFUwt
1077,34.0,53,4,33.89,167.55054799070365,PFU,wt,PFUwt
1078,34.0,53,4,34.24,1539778244.45512,CFU,sp,CFUsp
1079,34.0,53,4,34.1,36.20314561635494,PFU,sp,PFUsp
1080,34.0,54,0,33.5,1389987861.5520954,CFU,wt,CFUwt
1081,34.0,54,0,34.12,169.0303349013134,PFU,wt,PFUwt
1082,34.0,54,0,34.27,1539780770.9072783,CFU,sp,CFUsp
1083,34.0,54,0,34.300000000000004,36.507815176397166,PFU,sp,PFUsp
1084,34.0,54,1,33.5,1389987861.5520954,CFU,wt,CFUwt
1085,34.0,54,1,33.910000000000004,167.67926560253474,PFU,wt,PFUwt
1086,34.0,54,1,33.84,1539741640.5501819,CFU,sp,CFUsp
1087,34.0,54,1,33.57,35.39490580608049,PFU,sp,PFUsp
1088,34.0,54,2,33.88,1389989850.7352762,CFU,wt,CFUwt
1089,34.0,54,2,33.54,165.2967407851628,PFU,wt,PFUwt
1090,34.0,54,2,34.32,1539784917.8679414,CFU,sp,CFUsp
1091,34.0,54,2,34.39,36.64485801218794,PFU,sp,PFUsp
1092,34.0,54,3,34.27,1389991553.8152661,CFU,wt,CFUwt
1093,34.0,54,3,33.83,167.16434887099206,PFU,wt,PFUwt
1094,34.0,54,3,34.29,1539782439.199674,CFU,sp,CFUsp
1095,34.0,54,3,34.46,36.751421782126734,PFU,sp,PFUsp
1096,34.0,54,4,34.2,1389991270.7088249,CFU,wt,CFUwt
1097,34.0,54,4,33.86,167.3574571094881,PFU,wt,PFUwt
1098,34.0,54,4,33.730000000000004,1539730554.9087632,CFU,sp,CFUsp
1099,34.0,54,4,33.97,36.00501436732073,PFU,sp,PFUsp
1100,34.0,55,0,33.730000000000004,1389989107.76734,CFU,wt,CFUwt
1101,34.0,55,0,34.18,169.41619856551625,PFU,wt,PFUwt
1102,34.0,55,0,34.480000000000004,1539797668.3352964,CFU,sp,CFUsp
1103,34.0,55,0,33.69,35.578013429613804,PFU,sp,PFUsp
1104,34.0,55,1,34.29,1389991633.0031767,CFU,wt,CFUwt
1105,34.0,55,1,34.2,169.54480436982098,PFU,wt,PFUwt
1106,34.0,55,1,34.25,1539779089.8239727,CFU,sp,CFUsp
1107,34.0,55,1,33.72,35.623780288745415,PFU,sp,PFUsp
1108,34.0,55,2,33.99,1389990363.169695,CFU,wt,CFUwt
1109,34.0,55,2,34.01,168.32273796798066,PFU,wt,PFUwt
1110,34.0,55,2,33.86,1539743606.5677397,CFU,sp,CFUsp
1111,34.0,55,2,33.76,35.68479651370497,PFU,sp,PFUsp
1112,34.0,55,3,34.160000000000004,1389991104.6932962,CFU,wt,CFUwt
1113,34.0,55,3,33.75,166.6493087009992,PFU,wt,PFUwt
1114,34.0,55,3,34.300000000000004,1539783268.5797138,CFU,sp,CFUsp
1115,34.0,55,3,34.32,36.53827227707132,PFU,sp,PFUsp
1116,34.0,55,4,34.49,1389992385.1754181,CFU,wt,CFUwt
1117,34.0,55,4,33.730000000000004,166.5205293684699,PFU,wt,PFUwt
1118,34.0,55,4,33.84,1539741640.5501819,CFU,sp,CFUsp
1119,34.0,55,4,33.81,35.76105674149969,PFU,sp,PFUsp
1120,34.0,56,0,34.49,1389992385.1754181,CFU,wt,CFUwt
1121,34.0,56,0,34.01,168.32273796798066,PFU,wt,PFUwt
1122,34.0,56,0,33.6,1539716838.9796593,CFU,sp,CFUsp
1123,34.0,56,0,33.730000000000004,35.63903501510084,PFU,sp,PFUsp
1124,34.0,56,1,33.62,1389988528.577161,CFU,wt,CFUwt
1125,34.0,56,1,34.22,169.67340246621828,PFU,wt,PFUwt
1126,34.0,56,1,33.56,1539712479.8687975,CFU,sp,CFUsp
1127,34.0,56,1,34.49,36.79708524362596,PFU,sp,PFUsp
1128,34.0,56,2,34.08,1389990763.1301694,CFU,wt,CFUwt
1129,34.0,56,2,33.61,165.74769130881245,PFU,wt,PFUwt
1130,34.0,56,2,33.72,1539729523.841337,CFU,sp,CFUsp
1131,34.0,56,2,33.52,35.3185919942376,PFU,sp,PFUsp
1132,34.0,56,3,33.9,1389989945.8906627,CFU,wt,CFUwt
1133,34.0,56,3,33.79,166.90684421728355,PFU,wt,PFUwt
1134,34.0,56,3,34.32,1539784917.8679414,CFU,sp,CFUsp
1135,34.0,56,3,33.660000000000004,35.53224255098781,PFU,sp,PFUsp
1136,34.0,56,4,33.87,1389989802.8203943,CFU,wt,CFUwt
1137,34.0,56,4,33.58,165.5544383779729,PFU,wt,PFUwt
1138,34.0,56,4,33.86,1539743606.5677397,CFU,sp,CFUsp
1139,34.0,56,4,34.37,36.61440718607146,PFU,sp,PFUsp
1140,34.0,57,0,34.300000000000004,1389991672.3182807,CFU,wt,CFUwt
1141,34.0,57,0,34.45,171.15172669420699,PFU,wt,PFUwt
1142,34.0,57,0,33.79,1539736659.30976,CFU,sp,CFUsp
1143,34.0,57,0,34.0,36.05074367555785,PFU,sp,PFUsp
1144,34.0,57,1,33.55,1389988144.0676525,CFU,wt,CFUwt
1145,34.0,57,1,34.46,171.21597854721284,PFU,wt,PFUwt
1146,34.0,57,1,33.52,1539708053.6644964,CFU,sp,CFUsp
1147,34.0,57,1,33.51,35.30332789345714,PFU,sp,PFUsp
1148,34.0,57,2,34.4,1389992055.450702,CFU,wt,CFUwt
1149,34.0,57,2,34.44,171.08747291544105,PFU,wt,PFUwt
1150,34.0,57,2,34.42,1539792977.9714959,CFU,sp,CFUsp
1151,34.0,57,2,34.33,36.55350015521761,PFU,sp,PFUsp
1152,34.0,57,3,33.77,1389989311.052248,CFU,wt,CFUwt
1153,34.0,57,3,34.39,170.76617513349126,PFU,wt,PFUwt
1154,34.0,57,3,33.81,1539738663.2262423,CFU,sp,CFUsp
1155,34.0,57,3,33.83,35.791557704186594,PFU,sp,PFUsp
1156,34.0,57,4,33.94,1389990133.533373,CFU,wt,CFUwt
1157,34.0,57,4,33.53,165.23231156195453,PFU,wt,PFUwt
1158,34.0,57,4,33.55,1539711379.6477869,CFU,sp,CFUsp
1159,34.0,57,4,34.32,36.53827227707132,PFU,sp,PFUsp
1160,34.0,58,0,33.660000000000004,1389988742.671693,CFU,wt,CFUwt
1161,34.0,58,0,34.08,168.77305391193923,PFU,wt,PFUwt
