,Time,Bioagent,Pvalues,Experiment
132,15.0,Cells,0.005962616796508794,44
133,15.0,Phages,0.006092890177672406,44
134,15.0,VMR,0.006092890177672406,44
135,15.0,Cells,0.006092890177672406,45
136,15.0,Phages,0.006092890177672406,45
137,15.0,VMR,0.006092890177672406,45
138,15.0,Cells,0.006092890177672406,46
139,15.0,Phages,0.005962616796508794,46
140,15.0,VMR,0.006092890177672406,46
141,15.0,Cells,0.005962616796508794,47
142,15.0,Phages,0.005962616796508794,47
143,15.0,VMR,0.006092890177672406,47
144,15.0,Cells,0.006092890177672406,48
145,15.0,Phages,0.005962616796508794,48
146,15.0,VMR,0.006092890177672406,48
147,15.0,Cells,0.006092890177672406,49
148,15.0,Phages,0.006092890177672406,49
149,15.0,VMR,0.006092890177672406,49
150,15.0,Cells,0.006092890177672406,50
151,15.0,Phages,0.006092890177672406,50
152,15.0,VMR,0.006092890177672406,50
153,15.0,Cells,0.006092890177672406,51
154,15.0,Phages,0.006092890177672406,51
155,15.0,VMR,0.006092890177672406,51
156,15.0,Cells,0.006092890177672406,52
157,15.0,Phages,0.006092890177672406,52
158,15.0,VMR,0.006092890177672406,52
159,15.0,Cells,0.006092890177672406,53
160,15.0,Phages,0.006092890177672406,53
161,15.0,VMR,0.006092890177672406,53
162,15.0,Cells,0.006092890177672406,54
163,15.0,Phages,0.006092890177672406,54
164,15.0,VMR,0.006092890177672406,54
165,15.0,Cells,0.006092890177672406,55
166,15.0,Phages,0.005962616796508794,55
167,15.0,VMR,0.006092890177672406,55
168,15.0,Cells,0.006092890177672406,56
169,15.0,Phages,0.006092890177672406,56
170,15.0,VMR,0.006092890177672406,56
171,15.0,Cells,0.006092890177672406,57
172,15.0,Phages,0.006092890177672406,57
173,15.0,VMR,0.006092890177672406,57
174,15.0,Cells,0.006092890177672406,58
175,15.0,Phages,0.006092890177672406,58
176,15.0,VMR,0.006092890177672406,58
177,15.0,Cells,0.006092890177672406,59
178,15.0,Phages,0.006092890177672406,59
179,15.0,VMR,0.006092890177672406,59
180,15.0,Cells,0.005962616796508794,60
181,15.0,Phages,0.006092890177672406,60
182,15.0,VMR,0.006092890177672406,60
183,15.0,Cells,0.006092890177672406,61
184,15.0,Phages,0.006092890177672406,61
185,15.0,VMR,0.006092890177672406,61
186,15.0,Cells,0.006092890177672406,62
187,15.0,Phages,0.006092890177672406,62
188,15.0,VMR,0.006092890177672406,62
189,15.0,Cells,0.006092890177672406,63
190,15.0,Phages,0.005962616796508794,63
191,15.0,VMR,0.006092890177672406,63
192,15.0,Cells,0.006092890177672406,64
193,15.0,Phages,0.006092890177672406,64
194,15.0,VMR,0.006092890177672406,64
195,15.0,Cells,0.005962616796508794,65
196,15.0,Phages,0.006092890177672406,65
197,15.0,VMR,0.006092890177672406,65
198,15.0,Cells,0.006092890177672406,66
199,15.0,Phages,0.006092890177672406,66
200,15.0,VMR,0.006092890177672406,66
201,15.0,Cells,0.006092890177672406,67
202,15.0,Phages,0.006092890177672406,67
203,15.0,VMR,0.006092890177672406,67
204,15.0,Cells,0.006092890177672406,68
205,15.0,Phages,0.006092890177672406,68
206,15.0,VMR,0.006092890177672406,68
207,15.0,Cells,0.006092890177672406,69
208,15.0,Phages,0.006092890177672406,69
209,15.0,VMR,0.006092890177672406,69
210,15.0,Cells,0.006092890177672406,70
211,15.0,Phages,0.006092890177672406,70
212,15.0,VMR,0.006092890177672406,70
213,15.0,Cells,0.005962616796508794,71
214,15.0,Phages,0.006092890177672406,71
215,15.0,VMR,0.006092890177672406,71
216,15.0,Cells,0.006092890177672406,72
217,15.0,Phages,0.006092890177672406,72
218,15.0,VMR,0.006092890177672406,72
219,15.0,Cells,0.006092890177672406,73
220,15.0,Phages,0.006092890177672406,73
221,15.0,VMR,0.006092890177672406,73
222,15.0,Cells,0.006092890177672406,74
223,15.0,Phages,0.006092890177672406,74
224,15.0,VMR,0.006092890177672406,74
225,15.0,Cells,0.006092890177672406,75
226,15.0,Phages,0.006092890177672406,75
227,15.0,VMR,0.006092890177672406,75
228,15.0,Cells,0.005962616796508794,76
229,15.0,Phages,0.006092890177672406,76
230,15.0,VMR,0.006092890177672406,76
231,15.0,Cells,0.006092890177672406,77
232,15.0,Phages,0.006092890177672406,77
233,15.0,VMR,0.006092890177672406,77
234,15.0,Cells,0.006092890177672406,78
235,15.0,Phages,0.006092890177672406,78
236,15.0,VMR,0.006092890177672406,78
237,15.0,Cells,0.006092890177672406,79
238,15.0,Phages,0.006092890177672406,79
239,15.0,VMR,0.006092890177672406,79
240,15.0,Cells,0.005962616796508794,80
241,15.0,Phages,0.006092890177672406,80
242,15.0,VMR,0.006092890177672406,80
243,15.0,Cells,0.006092890177672406,81
244,15.0,Phages,0.006092890177672406,81
245,15.0,VMR,0.006092890177672406,81
246,15.0,Cells,0.006092890177672406,82
247,15.0,Phages,0.005962616796508794,82
248,15.0,VMR,0.006092890177672406,82
249,15.0,Cells,0.005962616796508794,83
250,15.0,Phages,0.006092890177672406,83
251,15.0,VMR,0.006092890177672406,83
252,15.0,Cells,0.006092890177672406,84
253,15.0,Phages,0.006092890177672406,84
254,15.0,VMR,0.006092890177672406,84
255,15.0,Cells,0.005962616796508794,85
256,15.0,Phages,0.006092890177672406,85
257,15.0,VMR,0.006092890177672406,85
258,15.0,Cells,0.006092890177672406,86
259,15.0,Phages,0.006092890177672406,86
260,15.0,VMR,0.006092890177672406,86
261,15.0,Cells,0.006092890177672406,87
262,15.0,Phages,0.006092890177672406,87
263,15.0,VMR,0.006092890177672406,87
264,15.0,Cells,0.006092890177672406,88
265,15.0,Phages,0.006092890177672406,88
266,15.0,VMR,0.006092890177672406,88
267,15.0,Cells,0.005962616796508794,89
268,15.0,Phages,0.006092890177672406,89
269,15.0,VMR,0.006092890177672406,89
270,15.0,Cells,0.005962616796508794,90
271,15.0,Phages,0.006092890177672406,90
272,15.0,VMR,0.006092890177672406,90
273,15.0,Cells,0.005579712641457377,91
274,15.0,Phages,0.006092890177672406,91
275,15.0,VMR,0.006092890177672406,91
276,15.0,Cells,0.005962616796508794,92
277,15.0,Phages,0.006092890177672406,92
278,15.0,VMR,0.006092890177672406,92
279,15.0,Cells,0.006092890177672406,93
280,15.0,Phages,0.006092890177672406,93
281,15.0,VMR,0.006092890177672406,93
282,15.0,Cells,0.005962616796508794,94
283,15.0,Phages,0.006092890177672406,94
284,15.0,VMR,0.006092890177672406,94
285,15.0,Cells,0.005962616796508794,95
286,15.0,Phages,0.006092890177672406,95
287,15.0,VMR,0.006092890177672406,95
288,15.0,Cells,0.006092890177672406,96
289,15.0,Phages,0.006092890177672406,96
290,15.0,VMR,0.006092890177672406,96
291,15.0,Cells,0.006092890177672406,97
292,15.0,Phages,0.005962616796508794,97
293,15.0,VMR,0.006092890177672406,97
294,15.0,Cells,0.006092890177672406,98
295,15.0,Phages,0.006092890177672406,98
296,15.0,VMR,0.006092890177672406,98
297,15.0,Cells,0.006092890177672406,99
298,15.0,Phages,0.006092890177672406,99
299,15.0,VMR,0.006092890177672406,99
300,29.0,Cells,0.006092890177672406,0
301,29.0,Phages,0.006092890177672406,0
302,29.0,VMR,0.006092890177672406,0
303,29.0,Cells,0.006092890177672406,1
304,29.0,Phages,0.006092890177672406,1
305,29.0,VMR,0.006092890177672406,1
306,29.0,Cells,0.006092890177672406,2
307,29.0,Phages,0.006092890177672406,2
308,29.0,VMR,0.006092890177672406,2
309,29.0,Cells,0.006092890177672406,3
310,29.0,Phages,0.006092890177672406,3
311,29.0,VMR,0.006092890177672406,3
312,29.0,Cells,0.006092890177672406,4
313,29.0,Phages,0.006092890177672406,4
314,29.0,VMR,0.006092890177672406,4
315,29.0,Cells,0.005962616796508794,5
316,29.0,Phages,0.006092890177672406,5
317,29.0,VMR,0.006092890177672406,5
318,29.0,Cells,0.006092890177672406,6
319,29.0,Phages,0.005962616796508794,6
320,29.0,VMR,0.006092890177672406,6
321,29.0,Cells,0.006092890177672406,7
322,29.0,Phages,0.006092890177672406,7
323,29.0,VMR,0.006092890177672406,7
324,29.0,Cells,0.006092890177672406,8
325,29.0,Phages,0.006092890177672406,8
326,29.0,VMR,0.006092890177672406,8
327,29.0,Cells,0.005962616796508794,9
328,29.0,Phages,0.006092890177672406,9
329,29.0,VMR,0.006092890177672406,9
330,29.0,Cells,0.006092890177672406,10
331,29.0,Phages,0.006092890177672406,10
332,29.0,VMR,0.006092890177672406,10
333,29.0,Cells,0.005962616796508794,11
334,29.0,Phages,0.005962616796508794,11
335,29.0,VMR,0.006092890177672406,11
336,29.0,Cells,0.005962616796508794,12
337,29.0,Phages,0.006092890177672406,12
338,29.0,VMR,0.006092890177672406,12
339,29.0,Cells,0.006092890177672406,13
340,29.0,Phages,0.006092890177672406,13
341,29.0,VMR,0.006092890177672406,13
342,29.0,Cells,0.005962616796508794,14
343,29.0,Phages,0.006092890177672406,14
344,29.0,VMR,0.006092890177672406,14
345,29.0,Cells,0.006092890177672406,15
346,29.0,Phages,0.006092890177672406,15
347,29.0,VMR,0.006092890177672406,15
348,29.0,Cells,0.006092890177672406,16
349,29.0,Phages,0.006092890177672406,16
350,29.0,VMR,0.006092890177672406,16
351,29.0,Cells,0.006092890177672406,17
352,29.0,Phages,0.005962616796508794,17
353,29.0,VMR,0.006092890177672406,17
354,29.0,Cells,0.006092890177672406,18
355,29.0,Phages,0.005962616796508794,18
356,29.0,VMR,0.006092890177672406,18
357,29.0,Cells,0.006092890177672406,19
358,29.0,Phages,0.006092890177672406,19
359,29.0,VMR,0.006092890177672406,19
360,29.0,Cells,0.006092890177672406,20
361,29.0,Phages,0.005833656171659683,20
362,29.0,VMR,0.006092890177672406,20
363,29.0,Cells,0.006092890177672406,21
364,29.0,Phages,0.006092890177672406,21
365,29.0,VMR,0.006092890177672406,21
366,29.0,Cells,0.006092890177672406,22
367,29.0,Phages,0.005962616796508794,22
368,29.0,VMR,0.006092890177672406,22
369,29.0,Cells,0.006092890177672406,23
370,29.0,Phages,0.006092890177672406,23
371,29.0,VMR,0.006092890177672406,23
372,29.0,Cells,0.006092890177672406,24
373,29.0,Phages,0.006092890177672406,24
374,29.0,VMR,0.006092890177672406,24
375,29.0,Cells,0.006092890177672406,25
376,29.0,Phages,0.005962616796508794,25
377,29.0,VMR,0.006092890177672406,25
378,29.0,Cells,0.006092890177672406,26
379,29.0,Phages,0.005962616796508794,26
380,29.0,VMR,0.006092890177672406,26
381,29.0,Cells,0.006092890177672406,27
382,29.0,Phages,0.006092890177672406,27
383,29.0,VMR,0.006092890177672406,27
384,29.0,Cells,0.006092890177672406,28
385,29.0,Phages,0.006092890177672406,28
386,29.0,VMR,0.006092890177672406,28
387,29.0,Cells,0.006092890177672406,29
388,29.0,Phages,0.006092890177672406,29
389,29.0,VMR,0.006092890177672406,29
390,29.0,Cells,0.006092890177672406,30
391,29.0,Phages,0.005962616796508794,30
392,29.0,VMR,0.006092890177672406,30
393,29.0,Cells,0.006092890177672406,31
394,29.0,Phages,0.006092890177672406,31
395,29.0,VMR,0.006092890177672406,31
396,29.0,Cells,0.006092890177672406,32
397,29.0,Phages,0.006092890177672406,32
398,29.0,VMR,0.006092890177672406,32
399,29.0,Cells,0.005962616796508794,33
400,29.0,Phages,0.006092890177672406,33
401,29.0,VMR,0.006092890177672406,33
402,29.0,Cells,0.006092890177672406,34
403,29.0,Phages,0.006092890177672406,34
404,29.0,VMR,0.006092890177672406,34
405,29.0,Cells,0.005962616796508794,35
406,29.0,Phages,0.005962616796508794,35
407,29.0,VMR,0.006092890177672406,35
408,29.0,Cells,0.006092890177672406,36
409,29.0,Phages,0.006092890177672406,36
410,29.0,VMR,0.006092890177672406,36
411,29.0,Cells,0.006092890177672406,37
412,29.0,Phages,0.006092890177672406,37
413,29.0,VMR,0.006092890177672406,37
414,29.0,Cells,0.006092890177672406,38
415,29.0,Phages,0.006092890177672406,38
416,29.0,VMR,0.006092890177672406,38
417,29.0,Cells,0.006092890177672406,39
418,29.0,Phages,0.006092890177672406,39
419,29.0,VMR,0.006092890177672406,39
420,29.0,Cells,0.006092890177672406,40
421,29.0,Phages,0.006092890177672406,40
422,29.0,VMR,0.006092890177672406,40
423,29.0,Cells,0.006092890177672406,41
424,29.0,Phages,0.006092890177672406,41
425,29.0,VMR,0.006092890177672406,41
426,29.0,Cells,0.006092890177672406,42
427,29.0,Phages,0.006092890177672406,42
428,29.0,VMR,0.006092890177672406,42
429,29.0,Cells,0.005962616796508794,43
430,29.0,Phages,0.006092890177672406,43
431,29.0,VMR,0.006092890177672406,43
432,29.0,Cells,0.006092890177672406,44
433,29.0,Phages,0.005962616796508794,44
434,29.0,VMR,0.006092890177672406,44
435,29.0,Cells,0.006092890177672406,45
436,29.0,Phages,0.006092890177672406,45
437,29.0,VMR,0.006092890177672406,45
438,29.0,Cells,0.006092890177672406,46
439,29.0,Phages,0.006092890177672406,46
440,29.0,VMR,0.006092890177672406,46
441,29.0,Cells,0.006092890177672406,47
442,29.0,Phages,0.006092890177672406,47
443,29.0,VMR,0.006092890177672406,47
444,29.0,Cells,0.006092890177672406,48
445,29.0,Phages,0.006092890177672406,48
446,29.0,VMR,0.006092890177672406,48
447,29.0,Cells,0.006092890177672406,49
448,29.0,Phages,0.005962616796508794,49
449,29.0,VMR,0.006092890177672406,49
450,29.0,Cells,0.006092890177672406,50
451,29.0,Phages,0.006092890177672406,50
452,29.0,VMR,0.006092890177672406,50
453,29.0,Cells,0.006092890177672406,51
454,29.0,Phages,0.006092890177672406,51
455,29.0,VMR,0.006092890177672406,51
456,29.0,Cells,0.006092890177672406,52
457,29.0,Phages,0.006092890177672406,52
458,29.0,VMR,0.006092890177672406,52
459,29.0,Cells,0.005962616796508794,53
460,29.0,Phages,0.006092890177672406,53
461,29.0,VMR,0.006092890177672406,53
462,29.0,Cells,0.006092890177672406,54
463,29.0,Phages,0.006092890177672406,54
464,29.0,VMR,0.006092890177672406,54
465,29.0,Cells,0.006092890177672406,55
466,29.0,Phages,0.006092890177672406,55
467,29.0,VMR,0.006092890177672406,55
468,29.0,Cells,0.006092890177672406,56
469,29.0,Phages,0.006092890177672406,56
470,29.0,VMR,0.006092890177672406,56
471,29.0,Cells,0.006092890177672406,57
472,29.0,Phages,0.006092890177672406,57
473,29.0,VMR,0.006092890177672406,57
474,29.0,Cells,0.005962616796508794,58
475,29.0,Phages,0.006092890177672406,58
476,29.0,VMR,0.006092890177672406,58
477,29.0,Cells,0.006092890177672406,59
478,29.0,Phages,0.006092890177672406,59
479,29.0,VMR,0.006092890177672406,59
480,29.0,Cells,0.006092890177672406,60
481,29.0,Phages,0.006092890177672406,60
482,29.0,VMR,0.006092890177672406,60
483,29.0,Cells,0.006092890177672406,61
484,29.0,Phages,0.006092890177672406,61
485,29.0,VMR,0.006092890177672406,61
486,29.0,Cells,0.006092890177672406,62
487,29.0,Phages,0.006092890177672406,62
488,29.0,VMR,0.006092890177672406,62
489,29.0,Cells,0.006092890177672406,63
490,29.0,Phages,0.005962616796508794,63
491,29.0,VMR,0.006092890177672406,63
492,29.0,Cells,0.006092890177672406,64
493,29.0,Phages,0.005962616796508794,64
494,29.0,VMR,0.006092890177672406,64
495,29.0,Cells,0.006092890177672406,65
496,29.0,Phages,0.006092890177672406,65
497,29.0,VMR,0.006092890177672406,65
498,29.0,Cells,0.005962616796508794,66
499,29.0,Phages,0.006092890177672406,66
500,29.0,VMR,0.006092890177672406,66
501,29.0,Cells,0.006092890177672406,67
502,29.0,Phages,0.006092890177672406,67
503,29.0,VMR,0.006092890177672406,67
504,29.0,Cells,0.006092890177672406,68
505,29.0,Phages,0.006092890177672406,68
506,29.0,VMR,0.006092890177672406,68
507,29.0,Cells,0.006092890177672406,69
508,29.0,Phages,0.006092890177672406,69
509,29.0,VMR,0.006092890177672406,69
510,29.0,Cells,0.006092890177672406,70
511,29.0,Phages,0.006092890177672406,70
512,29.0,VMR,0.006092890177672406,70
513,29.0,Cells,0.006092890177672406,71
514,29.0,Phages,0.006092890177672406,71
515,29.0,VMR,0.006092890177672406,71
516,29.0,Cells,0.006092890177672406,72
517,29.0,Phages,0.006092890177672406,72
518,29.0,VMR,0.006092890177672406,72
519,29.0,Cells,0.006092890177672406,73
520,29.0,Phages,0.006092890177672406,73
521,29.0,VMR,0.006092890177672406,73
522,29.0,Cells,0.006092890177672406,74
523,29.0,Phages,0.006092890177672406,74
524,29.0,VMR,0.006092890177672406,74
525,29.0,Cells,0.006092890177672406,75
526,29.0,Phages,0.006092890177672406,75
527,29.0,VMR,0.006092890177672406,75
528,29.0,Cells,0.005962616796508794,76
529,29.0,Phages,0.006092890177672406,76
530,29.0,VMR,0.006092890177672406,76
531,29.0,Cells,0.006092890177672406,77
532,29.0,Phages,0.006092890177672406,77
533,29.0,VMR,0.006092890177672406,77
534,29.0,Cells,0.006092890177672406,78
535,29.0,Phages,0.006092890177672406,78
536,29.0,VMR,0.006092890177672406,78
537,29.0,Cells,0.006092890177672406,79
538,29.0,Phages,0.006092890177672406,79
539,29.0,VMR,0.006092890177672406,79
540,29.0,Cells,0.006092890177672406,80
541,29.0,Phages,0.006092890177672406,80
542,29.0,VMR,0.006092890177672406,80
543,29.0,Cells,0.006092890177672406,81
544,29.0,Phages,0.006092890177672406,81
545,29.0,VMR,0.006092890177672406,81
546,29.0,Cells,0.006092890177672406,82
547,29.0,Phages,0.006092890177672406,82
548,29.0,VMR,0.006092890177672406,82
549,29.0,Cells,0.006092890177672406,83
550,29.0,Phages,0.006092890177672406,83
551,29.0,VMR,0.006092890177672406,83
552,29.0,Cells,0.006092890177672406,84
553,29.0,Phages,0.006092890177672406,84
554,29.0,VMR,0.006092890177672406,84
555,29.0,Cells,0.006092890177672406,85
556,29.0,Phages,0.006092890177672406,85
557,29.0,VMR,0.006092890177672406,85
558,29.0,Cells,0.006092890177672406,86
559,29.0,Phages,0.006092890177672406,86
560,29.0,VMR,0.006092890177672406,86
561,29.0,Cells,0.006092890177672406,87
562,29.0,Phages,0.006092890177672406,87
563,29.0,VMR,0.006092890177672406,87
564,29.0,Cells,0.006092890177672406,88
565,29.0,Phages,0.006092890177672406,88
566,29.0,VMR,0.006092890177672406,88
567,29.0,Cells,0.006092890177672406,89
568,29.0,Phages,0.006092890177672406,89
569,29.0,VMR,0.006092890177672406,89
570,29.0,Cells,0.006092890177672406,90
571,29.0,Phages,0.006092890177672406,90
572,29.0,VMR,0.006092890177672406,90
573,29.0,Cells,0.005962616796508794,91
574,29.0,Phages,0.006092890177672406,91
575,29.0,VMR,0.006092890177672406,91
576,29.0,Cells,0.005962616796508794,92
577,29.0,Phages,0.006092890177672406,92
578,29.0,VMR,0.006092890177672406,92
579,29.0,Cells,0.006092890177672406,93
580,29.0,Phages,0.005962616796508794,93
581,29.0,VMR,0.006092890177672406,93
582,29.0,Cells,0.006092890177672406,94
583,29.0,Phages,0.006092890177672406,94
584,29.0,VMR,0.006092890177672406,94
585,29.0,Cells,0.006092890177672406,95
586,29.0,Phages,0.005962616796508794,95
587,29.0,VMR,0.006092890177672406,95
588,29.0,Cells,0.006092890177672406,96
589,29.0,Phages,0.006092890177672406,96
590,29.0,VMR,0.006092890177672406,96
591,29.0,Cells,0.006092890177672406,97
592,29.0,Phages,0.006092890177672406,97
593,29.0,VMR,0.006092890177672406,97
594,29.0,Cells,0.006092890177672406,98
595,29.0,Phages,0.006092890177672406,98
596,29.0,VMR,0.006092890177672406,98
597,29.0,Cells,0.006092890177672406,99
598,29.0,Phages,0.006092890177672406,99
599,29.0,VMR,0.006092890177672406,99
600,8.0,Cells,0.005962616796508794,0
601,8.0,Phages,0.006092890177672406,0
602,8.0,VMR,0.006092890177672406,0
603,8.0,Cells,0.005833656171659683,1
604,8.0,Phages,0.006092890177672406,1
605,8.0,VMR,0.006092890177672406,1
606,8.0,Cells,0.006092890177672406,2
607,8.0,Phages,0.006092890177672406,2
608,8.0,VMR,0.006092890177672406,2
609,8.0,Cells,0.006092890177672406,3
610,8.0,Phages,0.006092890177672406,3
611,8.0,VMR,0.006092890177672406,3
612,8.0,Cells,0.005962616796508794,4
613,8.0,Phages,0.005962616796508794,4
614,8.0,VMR,0.006092890177672406,4
615,8.0,Cells,0.006092890177672406,5
616,8.0,Phages,0.006092890177672406,5
617,8.0,VMR,0.006092890177672406,5
618,8.0,Cells,0.006092890177672406,6
619,8.0,Phages,0.006092890177672406,6
620,8.0,VMR,0.006092890177672406,6
621,8.0,Cells,0.006092890177672406,7
622,8.0,Phages,0.005962616796508794,7
623,8.0,VMR,0.006092890177672406,7
624,8.0,Cells,0.006092890177672406,8
625,8.0,Phages,0.006092890177672406,8
626,8.0,VMR,0.006092890177672406,8
627,8.0,Cells,0.006092890177672406,9
628,8.0,Phages,0.006092890177672406,9
629,8.0,VMR,0.006092890177672406,9
630,8.0,Cells,0.006092890177672406,10
631,8.0,Phages,0.005962616796508794,10
632,8.0,VMR,0.006092890177672406,10
633,8.0,Cells,0.006092890177672406,11
634,8.0,Phages,0.005962616796508794,11
635,8.0,VMR,0.006092890177672406,11
636,8.0,Cells,0.006092890177672406,12
637,8.0,Phages,0.006092890177672406,12
638,8.0,VMR,0.006092890177672406,12
639,8.0,Cells,0.005962616796508794,13
640,8.0,Phages,0.006092890177672406,13
641,8.0,VMR,0.006092890177672406,13
642,8.0,Cells,0.006092890177672406,14
643,8.0,Phages,0.006092890177672406,14
644,8.0,VMR,0.006092890177672406,14
645,8.0,Cells,0.005962616796508794,15
646,8.0,Phages,0.006092890177672406,15
647,8.0,VMR,0.006092890177672406,15
648,8.0,Cells,0.006092890177672406,16
649,8.0,Phages,0.005962616796508794,16
650,8.0,VMR,0.006092890177672406,16
651,8.0,Cells,0.005962616796508794,17
652,8.0,Phages,0.005833656171659683,17
653,8.0,VMR,0.006092890177672406,17
654,8.0,Cells,0.005962616796508794,18
655,8.0,Phages,0.006092890177672406,18
656,8.0,VMR,0.006092890177672406,18
657,8.0,Cells,0.006092890177672406,19
658,8.0,Phages,0.006092890177672406,19
659,8.0,VMR,0.006092890177672406,19
660,8.0,Cells,0.006092890177672406,20
661,8.0,Phages,0.005962616796508794,20
662,8.0,VMR,0.006092890177672406,20
663,8.0,Cells,0.005962616796508794,21
