,Time,Concentration,Bioagent,Type
8221,12.19,930275475.0397623,CFU,sp
8222,12.200000000000001,931681894.0347172,CFU,sp
8223,12.21,933087185.3803055,CFU,sp
8224,12.22,934491340.1912858,CFU,sp
8225,12.23,935894349.6133536,CFU,sp
8226,12.24,937296204.8233439,CFU,sp
8227,12.25,938696897.0294315,CFU,sp
8228,12.26,940096417.4713297,CFU,sp
8229,12.27,941494757.4204873,CFU,sp
8230,12.280000000000001,942891908.1802834,CFU,sp
8231,12.290000000000001,944287861.0862203,CFU,sp
8232,12.3,945682607.5061158,CFU,sp
8233,12.31,947076138.8402926,CFU,sp
8234,12.32,948468446.5217662,CFU,sp
8235,12.33,949859522.0164309,CFU,sp
8236,12.34,951249356.8232439,CFU,sp
8237,12.35,952637942.4744079,CFU,sp
8238,12.36,954025270.5355524,CFU,sp
8239,12.370000000000001,955411332.6059115,CFU,sp
8240,12.38,956796120.3185006,CFU,sp
8241,12.39,958179625.3402929,CFU,sp
8242,12.4,959561839.3723912,CFU,sp
8243,12.41,960942754.1502006,CFU,sp
8244,12.42,962322361.4435965,CFU,sp
8245,12.43,963700653.0570934,CFU,sp
8246,12.44,965077620.83001,CFU,sp
8247,12.450000000000001,966453256.6366342,CFU,sp
8248,12.46,967827552.3863828,CFU,sp
8249,12.47,969200500.023964,CFU,sp
8250,12.48,970572091.5295343,CFU,sp
8251,12.49,971942318.9188555,CFU,sp
8252,12.5,973311174.2434483,CFU,sp
8253,12.51,974678649.5907451,CFU,sp
8254,12.52,976044737.0842409,CFU,sp
8255,12.530000000000001,977409428.8836423,CFU,sp
8256,12.540000000000001,978772717.1850126,CFU,sp
8257,12.55,980134594.2209184,CFU,sp
8258,12.56,981495052.2605716,CFU,sp
8259,12.57,982854083.6099709,CFU,sp
8260,12.58,984211680.6120402,CFU,sp
8261,12.59,985567835.6467658,CFU,sp
8262,12.6,986922541.1313326,CFU,sp
8263,12.61,988275789.5202559,CFU,sp
8264,12.620000000000001,989627573.3055136,CFU,sp
8265,12.63,990977885.0166745,CFU,sp
8266,12.64,992326717.2210275,CFU,sp
8267,12.65,993674062.5237056,CFU,sp
8268,12.66,995019913.5678097,CFU,sp
8269,12.67,996364263.0345304,CFU,sp
8270,12.68,997707103.6432676,CFU,sp
8271,12.69,999048428.1517481,CFU,sp
8272,12.700000000000001,1000388229.356141,CFU,sp
8273,12.71,1001726500.0911717,CFU,sp
8274,12.72,1003063233.2302341,CFU,sp
8275,12.73,1004398421.6854999,CFU,sp
8276,12.74,1005732058.4080265,CFU,sp
8277,12.75,1007064136.3878633,CFU,sp
8278,12.76,1008394648.6541555,CFU,sp
8279,12.77,1009723588.2752458,CFU,sp
8280,12.780000000000001,1011050948.3587756,CFU,sp
8281,12.790000000000001,1012376722.0517813,CFU,sp
8282,12.8,1013700902.5407921,CFU,sp
8283,12.81,1015023483.0519238,CFU,sp
8284,12.82,1016344456.8509704,CFU,sp
8285,12.83,1017663817.2434952,CFU,sp
8286,12.84,1018981557.5749191,CFU,sp
8287,12.85,1020297671.2306064,CFU,sp
8288,12.86,1021612151.6359502,CFU,sp
8289,12.870000000000001,1022924992.2564542,CFU,sp
8290,12.88,1024236186.5978135,CFU,sp
8291,12.89,1025545728.2059934,CFU,sp
8292,12.9,1026853610.6673061,CFU,sp
8293,12.91,1028159827.6084856,CFU,sp
8294,12.92,1029464372.6967602,CFU,sp
8295,12.93,1030767239.6399236,CFU,sp
8296,12.94,1032068422.1864043,CFU,sp
8297,12.950000000000001,1033367914.1253324,CFU,sp
8298,12.96,1034665709.2866035,CFU,sp
8299,12.97,1035961801.5409446,CFU,sp
8300,12.98,1037256184.7999734,CFU,sp
8301,12.99,1038548853.016258,CFU,sp
8302,13.0,1039839800.1833752,CFU,sp
8303,13.01,1041129020.3359652,CFU,sp
8304,13.02,1042416507.5497859,CFU,sp
8305,13.030000000000001,1043702255.9417646,CFU,sp
8306,13.040000000000001,1044986259.6700472,CFU,sp
8307,13.05,1046268512.9340476,CFU,sp
8308,13.06,1047549009.9744928,CFU,sp
8309,13.07,1048827745.0734674,CFU,sp
8310,13.08,1050104712.5544564,CFU,sp
8311,13.09,1051379906.782385,CFU,sp
8312,13.1,1052653322.1636578,CFU,sp
8313,13.11,1053924953.1461957,CFU,sp
8314,13.120000000000001,1055194794.2194704,CFU,sp
8315,13.13,1056462839.9145374,CFU,sp
8316,13.14,1057729084.8040682,CFU,sp
8317,13.15,1058993523.5023786,CFU,sp
8318,13.16,1060256150.6654571,CFU,sp
8319,13.17,1061516960.9909902,CFU,sp
8320,13.18,1062775949.2183862,CFU,sp
8321,13.19,1064033110.1287982,CFU,sp
8322,13.200000000000001,1065288438.5451435,CFU,sp
8323,13.21,1066541929.3321221,CFU,sp
8324,13.22,1067793577.3962342,CFU,sp
8325,13.23,1069043377.6857944,CFU,sp
8326,13.24,1070291325.1909454,CFU,sp
8327,13.25,1071537414.9436687,CFU,sp
8328,13.26,1072781642.0177947,CFU,sp
8329,13.27,1074024001.5290108,CFU,sp
8330,13.280000000000001,1075264488.6348665,CFU,sp
8331,13.290000000000001,1076503098.534778,CFU,sp
8332,13.3,1077739826.4700325,CFU,sp
8333,13.31,1078974667.723786,CFU,sp
8334,13.32,1080207617.6210654,CFU,sp
8335,13.33,1081438671.5287633,CFU,sp
8336,13.34,1082667824.855636,CFU,sp
8337,13.35,1083895073.0522952,CFU,sp
8338,13.36,1085120411.6112032,CFU,sp
8339,13.370000000000001,1086343836.0666606,CFU,sp
8340,13.38,1087565341.9947965,CFU,sp
8341,13.39,1088784925.0135555,CFU,sp
8342,13.4,1090002580.7826843,CFU,sp
8343,13.41,1091218305.003714,CFU,sp
8344,13.42,1092432093.4199433,CFU,sp
8345,13.43,1093643941.816419,CFU,sp
8346,13.44,1094853846.0199144,CFU,sp
8347,13.450000000000001,1096061801.8989084,CFU,sp
8348,13.46,1097267805.3635585,CFU,sp
8349,13.47,1098471852.3656778,CFU,sp
8350,13.48,1099673938.8987055,CFU,sp
8351,13.49,1100874060.9976785,CFU,sp
8352,13.5,1102072214.7392018,CFU,sp
8353,13.51,1103268396.2414145,CFU,sp
8354,13.52,1104462601.6639574,CFU,sp
8355,13.530000000000001,1105654827.2079365,CFU,sp
8356,13.540000000000001,1106845069.1158879,CFU,sp
8357,13.55,1108033323.6717377,CFU,sp
8358,13.56,1109219587.200763,CFU,sp
8359,13.57,1110403856.0695503,CFU,sp
8360,13.58,1111586126.6859522,CFU,sp
8361,13.59,1112766395.4990437,CFU,sp
8362,13.6,1113944658.9990757,CFU,sp
8363,13.61,1115120913.7174275,CFU,sp
8364,13.620000000000001,1116295156.2265587,CFU,sp
8365,13.63,1117467383.1399572,CFU,sp
8366,13.64,1118637591.1120903,CFU,sp
8367,13.65,1119805776.8383489,CFU,sp
8368,13.66,1120971937.0549932,CFU,sp
8369,13.67,1122136068.5390978,CFU,sp
8370,13.68,1123298168.108494,CFU,sp
8371,13.69,1124458232.6217098,CFU,sp
8372,13.700000000000001,1125616258.9779108,CFU,sp
8373,13.71,1126772244.116837,CFU,sp
8374,13.72,1127926185.018743,CFU,sp
8375,13.73,1129078078.70433,CFU,sp
8376,13.74,1130227922.234682,CFU,sp
8377,13.75,1131375712.711199,CFU,sp
8378,13.76,1132521447.2755268,CFU,sp
8379,13.77,1133665123.10949,CFU,sp
8380,13.780000000000001,1134806737.4350185,CFU,sp
8381,13.790000000000001,1135946287.5140765,CFU,sp
8382,13.8,1137083770.6485884,CFU,sp
8383,13.81,1138219184.1803653,CFU,sp
8384,13.82,1139352525.4910266,CFU,sp
8385,13.83,1140483792.0019243,CFU,sp
8386,13.84,1141612981.1740637,CFU,sp
8387,13.85,1142740090.5080237,CFU,sp
8388,13.86,1143865117.5438766,CFU,sp
8389,13.870000000000001,1144988059.8611045,CFU,sp
8390,13.88,1146108915.0785153,CFU,sp
8391,13.89,1147227680.854161,CFU,sp
8392,13.9,1148344354.8852484,CFU,sp
8393,13.91,1149458934.9080544,CFU,sp
8394,13.92,1150571418.6978366,CFU,sp
8395,13.93,1151681804.0687447,CFU,sp
8396,13.94,1152790088.8737297,CFU,sp
8397,13.950000000000001,1153896271.0044527,CFU,sp
8398,13.96,1155000348.3911912,CFU,sp
8399,13.97,1156102319.0027466,CFU,sp
8400,13.98,1157202180.8463488,CFU,sp
8401,13.99,1158299931.96756,CFU,sp
8402,14.0,1159395570.4501781,CFU,sp
8403,14.01,1160489094.4161382,CFU,sp
8404,14.02,1161580502.0254138,CFU,sp
8405,14.030000000000001,1162669791.4759166,CFU,sp
8406,14.040000000000001,1163756961.0033948,CFU,sp
8407,14.05,1164842008.8813317,CFU,sp
8408,14.06,1165924933.4208424,CFU,sp
8409,14.07,1167005732.970569,CFU,sp
8410,14.08,1168084405.9165754,CFU,sp
8411,14.09,1169160950.6822422,CFU,sp
8412,14.1,1170235365.728159,CFU,sp
8413,14.11,1171307649.5520155,CFU,sp
8414,14.120000000000001,1172377800.688494,CFU,sp
8415,14.13,1173445817.7091582,CFU,sp
8416,14.14,1174511699.2223434,CFU,sp
8417,14.15,1175575443.8730443,CFU,sp
8418,14.16,1176637050.3428023,CFU,sp
8419,14.17,1177696517.3495922,CFU,sp
8420,14.18,1178753843.6477082,CFU,sp
8421,14.19,1179809028.0276477,CFU,sp
8422,14.200000000000001,1180862069.315996,CFU,sp
8423,14.21,1181912966.375309,CFU,sp
8424,14.22,1182961718.1039958,CFU,sp
8425,14.23,1184008323.4362004,CFU,sp
8426,14.24,1185052781.341681,CFU,sp
8427,14.25,1186095090.8256924,CFU,sp
8428,14.26,1187135250.928862,CFU,sp
8429,14.27,1188173260.7270706,CFU,sp
8430,14.280000000000001,1189209119.3313284,CFU,sp
8431,14.290000000000001,1190242825.8876526,CFU,sp
8432,14.3,1191274379.5769436,CFU,sp
8433,14.31,1192303779.6148596,CFU,sp
8434,14.32,1193331025.2516913,CFU,sp
8435,14.33,1194356115.7722373,CFU,sp
8436,14.34,1195379050.4956753,CFU,sp
8437,14.35,1196399828.7754357,CFU,sp
8438,14.36,1197418449.999073,CFU,sp
8439,14.370000000000001,1198434913.5881386,CFU,sp
8440,14.38,1199449218.9980483,CFU,sp
8441,14.39,1200461365.717955,CFU,sp
8442,14.4,1201471353.2706175,CFU,sp
8443,14.41,1202479181.2122674,CFU,sp
8444,14.42,1203484849.1324794,CFU,sp
8445,14.43,1204488356.6540375,CFU,sp
8446,14.44,1205489703.432802,CFU,sp
8447,14.450000000000001,1206488889.157577,CFU,sp
8448,14.46,1207485913.5499737,CFU,sp
8449,14.47,1208480776.3642776,CFU,sp
8450,14.48,1209473477.3873134,CFU,sp
8451,14.49,1210464016.438307,CFU,sp
8452,14.5,1211452393.3687515,CFU,sp
8453,14.51,1212438608.062268,CFU,sp
8454,14.52,1213422660.4344707,CFU,sp
8455,14.530000000000001,1214404550.4328265,CFU,sp
8456,14.540000000000001,1215384278.0365179,CFU,sp
8457,14.55,1216361843.2563043,CFU,sp
8458,14.56,1217337246.134382,CFU,sp
8459,14.57,1218310486.7442446,CFU,sp
8460,14.58,1219281565.1905427,CFU,sp
8461,14.59,1220250481.6089444,CFU,sp
8462,14.6,1221217236.1659918,CFU,sp
8463,14.61,1222181829.0589619,CFU,sp
8464,14.620000000000001,1223144260.515723,CFU,sp
8465,14.63,1224104530.7945933,CFU,sp
8466,14.64,1225062640.1841986,CFU,sp
8467,14.65,1226018589.0033276,CFU,sp
8468,14.66,1226972377.6007907,CFU,sp
8469,14.67,1227924006.3552742,CFU,sp
8470,14.68,1228873475.6751976,CFU,sp
8471,14.69,1229820785.9985683,CFU,sp
8472,14.700000000000001,1230765937.792838,CFU,sp
8473,14.71,1231708931.5547557,CFU,sp
8474,14.72,1232649767.8102238,CFU,sp
8475,14.73,1233588447.1141527,CFU,sp
8476,14.74,1234524970.0503135,CFU,sp
8477,14.75,1235459337.2311926,CFU,sp
8478,14.76,1236391549.297845,CFU,sp
8479,14.77,1237321606.9197476,CFU,sp
8480,14.780000000000001,1238249510.794653,CFU,sp
8481,14.790000000000001,1239175261.6484394,CFU,sp
8482,14.8,1240098860.2349675,CFU,sp
8483,14.81,1241020307.335929,CFU,sp
8484,14.82,1241939603.7607002,CFU,sp
8485,14.83,1242856750.346194,CFU,sp
8486,14.84,1243771747.9567118,CFU,sp
8487,14.85,1244684597.483794,CFU,sp
8488,14.86,1245595299.846072,CFU,sp
8489,14.870000000000001,1246503855.9891193,CFU,sp
8490,14.88,1247410266.8853023,CFU,sp
8491,14.89,1248314533.5336316,CFU,sp
8492,14.9,1249216656.959612,CFU,sp
8493,14.91,1250116638.215094,CFU,sp
8494,14.92,1251014478.3781235,CFU,sp
8495,14.93,1251910178.552792,CFU,sp
8496,14.94,1252803739.8690872,CFU,sp
8497,14.950000000000001,1253695163.4827437,CFU,sp
8498,14.96,1254584450.5750916,CFU,sp
8499,14.97,1255471602.3529072,CFU,sp
8500,14.98,1256356620.0482638,CFU,sp
8501,14.99,1257239504.91838,CFU,sp
8502,15.0,1258120258.24547,CFU,sp
8503,15.01,1258998881.3365934,CFU,sp
8504,15.02,1259875375.5235052,CFU,sp
8505,15.030000000000001,1260749742.1625047,CFU,sp
8506,15.040000000000001,1261621982.6342845,CFU,sp
8507,15.05,1262492098.3437827,CFU,sp
8508,15.06,1263360090.7200294,CFU,sp
8509,15.07,1264225961.215998,CFU,sp
8510,15.08,1265089711.3084538,CFU,sp
8511,15.09,1265951342.4978054,CFU,sp
8512,15.1,1266810856.3079515,CFU,sp
8513,15.11,1267668254.2861326,CFU,sp
8514,15.120000000000001,1268523538.00278,CFU,sp
8515,15.13,1269376709.0513654,CFU,sp
8516,15.14,1270227769.0482504,CFU,sp
8517,15.15,1271076719.6325374,CFU,sp
8518,15.16,1271923562.4659178,CFU,sp
8519,15.17,1272768299.2325232,CFU,sp
8520,15.18,1273610931.6387746,CFU,sp
8521,15.19,1274451461.4132335,CFU,sp
8522,15.200000000000001,1275289890.3064508,CFU,sp
8523,15.21,1276126220.090817,CFU,sp
8524,15.22,1276960452.5604146,CFU,sp
8525,15.23,1277792589.5308661,CFU,sp
8526,15.24,1278622632.8391864,CFU,sp
8527,15.25,1279450584.343632,CFU,sp
8528,15.26,1280276445.9235532,CFU,sp
8529,15.27,1281100219.4792442,CFU,sp
8530,15.280000000000001,1281921906.931795,CFU,sp
8531,15.290000000000001,1282741510.222941,CFU,sp
8532,15.3,1283559031.3149168,CFU,sp
8533,15.31,1284374472.1903062,CFU,sp
8534,15.32,1285187834.8518944,CFU,sp
8535,15.33,1285999121.3225195,CFU,sp
8536,15.34,1286808333.6449256,CFU,sp
8537,15.35,1287615473.8816137,CFU,sp
8538,15.36,1288420544.114696,CFU,sp
8539,15.370000000000001,1289223546.445747,CFU,sp
8540,15.38,1290024482.995656,CFU,sp
8541,15.39,1290823355.9044833,CFU,sp
8542,15.4,1291620167.3313096,CFU,sp
8543,15.41,1292414919.4540918,CFU,sp
8544,15.42,1293207614.469516,CFU,sp
8545,15.43,1293998254.5928528,CFU,sp
8546,15.44,1294786842.0578094,CFU,sp
8547,15.450000000000001,1295573379.1163852,CFU,sp
8548,15.46,1296357868.038727,CFU,sp
8549,15.47,1297140311.1129832,CFU,sp
8550,15.48,1297920710.645159,CFU,sp
8551,15.49,1298699068.958973,CFU,sp
8552,15.5,1299475388.395711,CFU,sp
8553,15.51,1300249671.314084,CFU,sp
8554,15.52,1301021920.0900838,CFU,sp
8555,15.530000000000001,1301792137.1168387,CFU,sp
8556,15.540000000000001,1302560324.804472,CFU,sp
8557,15.55,1303326485.5799575,CFU,sp
8558,15.56,1304090621.886979,CFU,sp
8559,15.57,1304852736.1857865,CFU,sp
8560,15.58,1305612830.9530542,CFU,sp
8561,15.59,1306370908.6817396,CFU,sp
8562,15.6,1307126971.8809428,CFU,sp
8563,15.610000000000001,1307881023.0757644,CFU,sp
8564,15.620000000000001,1308633064.807165,CFU,sp
8565,15.63,1309383099.6318252,CFU,sp
8566,15.64,1310131130.1220062,CFU,sp
8567,15.65,1310877158.865409,CFU,sp
8568,15.66,1311621188.4650362,CFU,sp
8569,15.67,1312363221.5390522,CFU,sp
8570,15.68,1313103260.7206452,CFU,sp
8571,15.69,1313841308.6578884,CFU,sp
8572,15.700000000000001,1314577368.013603,CFU,sp
8573,15.71,1315311441.4652197,CFU,sp
8574,15.72,1316043531.704642,CFU,sp
8575,15.73,1316773641.4381104,CFU,sp
8576,15.74,1317501773.386064,CFU,sp
8577,15.75,1318227930.283006,CFU,sp
8578,15.76,1318952114.8773673,CFU,sp
8579,15.77,1319674329.9313722,CFU,sp
8580,15.780000000000001,1320394578.2209022,CFU,sp
8581,15.790000000000001,1321112862.5353625,CFU,sp
8582,15.8,1321829185.6775477,CFU,sp
8583,15.81,1322543550.4635081,CFU,sp
8584,15.82,1323255959.722416,CFU,sp
8585,15.83,1323966416.296434,CFU,sp
8586,15.84,1324674923.040581,CFU,sp
8587,15.85,1325381482.8226013,CFU,sp
8588,15.860000000000001,1326086098.5228326,CFU,sp
8589,15.870000000000001,1326788773.0340748,CFU,sp
8590,15.88,1327489509.2614589,CFU,sp
8591,15.89,1328188310.1223168,CFU,sp
8592,15.9,1328885178.5460525,CFU,sp
8593,15.91,1329580117.4740105,CFU,sp
8594,15.92,1330273129.859348,CFU,sp
8595,15.93,1330964218.666906,CFU,sp
8596,15.94,1331653386.873082,CFU,sp
8597,15.950000000000001,1332340637.4657,CFU,sp
8598,15.96,1333025973.4438856,CFU,sp
8599,15.97,1333709397.8179374,CFU,sp
8600,15.98,1334390913.609202,CFU,sp
8601,15.99,1335070523.849946,CFU,sp
8602,16.0,1335748231.5832336,CFU,sp
8603,16.01,1336424039.862798,CFU,sp
8604,16.02,1337097951.7529192,CFU,sp
8605,16.03,1337769970.3282995,CFU,sp
8606,16.04,1338440098.6739385,CFU,sp
8607,16.05,1339108339.885012,CFU,sp
8608,16.06,1339774697.0667465,CFU,sp
8609,16.07,1340439173.3343003,CFU,sp
8610,16.080000000000002,1341101771.8126388,CFU,sp
8611,16.09,1341762495.636414,CFU,sp
8612,16.1,1342421347.9498446,CFU,sp
8613,16.11,1343078331.9065945,CFU,sp
8614,16.12,1343733450.6696537,CFU,sp
8615,16.13,1344386707.4112175,CFU,sp
8616,16.14,1345038105.3125696,CFU,sp
8617,16.15,1345687647.5639613,CFU,sp
8618,16.16,1346335337.3644962,CFU,sp
8619,16.17,1346981177.9220102,CFU,sp
8620,16.18,1347625172.4529555,CFU,sp
8621,16.19,1348267324.182285,CFU,sp
8622,16.2,1348907636.3433344,CFU,sp
8623,16.21,1349546112.1777089,CFU,sp
8624,16.22,1350182754.9351654,CFU,sp
8625,16.23,1350817567.873501,CFU,sp
8626,16.240000000000002,1351450554.2584367,CFU,sp
8627,16.25,1352081717.3635044,CFU,sp
8628,16.26,1352711060.469935,CFU,sp
8629,16.27,1353338586.866544,CFU,sp
8630,16.28,1353964299.8496213,CFU,sp
8631,16.29,1354588202.722818,CFU,sp
8632,16.3,1355210298.7970366,CFU,sp
8633,16.31,1355830591.39032,CFU,sp
8634,16.32,1356449083.8277414,CFU,sp
8635,16.330000000000002,1357065779.4412951,CFU,sp
8636,16.34,1357680681.569787,CFU,sp
8637,16.35,1358293793.5587268,CFU,sp
8638,16.36,1358905118.7602189,CFU,sp
8639,16.37,1359514660.5328567,CFU,sp
8640,16.38,1360122422.2416136,CFU,sp
8641,16.39,1360728407.2577384,CFU,sp
8642,16.4,1361332618.958648,CFU,sp
8643,16.41,1361935060.7278228,CFU,sp
8644,16.42,1362535735.954701,CFU,sp
8645,16.43,1363134648.034575,CFU,sp
8646,16.44,1363731800.3684876,CFU,sp
8647,16.45,1364327196.3631275,CFU,sp
8648,16.46,1364920839.430728,CFU,sp
8649,16.47,1365512732.988963,CFU,sp
8650,16.48,1366102880.4608474,CFU,sp
8651,16.490000000000002,1366691285.2746336,CFU,sp
8652,16.5,1367277950.8637114,CFU,sp
8653,16.51,1367862880.666509,CFU,sp
8654,16.52,1368446078.126391,CFU,sp
8655,16.53,1369027546.6915617,CFU,sp
8656,16.54,1369607289.814964,CFU,sp
8657,16.55,1370185310.9541836,CFU,sp
8658,16.56,1370761613.571349,CFU,sp
8659,16.57,1371336201.1330361,CFU,sp
8660,16.580000000000002,1371909077.110171,CFU,sp
8661,16.59,1372480244.9779336,CFU,sp
8662,16.6,1373049708.2156627,CFU,sp
8663,16.61,1373617470.3067598,CFU,sp
8664,16.62,1374183534.7385967,CFU,sp
8665,16.63,1374747905.0024183,CFU,sp
8666,16.64,1375310584.5932527,CFU,sp
8667,16.65,1375871577.009815,CFU,sp
8668,16.66,1376430885.7544177,CFU,sp
8669,16.67,1376988514.332876,CFU,sp
8670,16.68,1377544466.2544184,CFU,sp
8671,16.69,1378098745.0315957,CFU,sp
8672,16.7,1378651354.180189,CFU,sp
8673,16.71,1379202297.2191215,CFU,sp
8674,16.72,1379751577.670369,CFU,sp
8675,16.73,1380299199.05887,CFU,sp
8676,16.740000000000002,1380845164.9124386,CFU,sp
8677,16.75,1381389478.7616754,CFU,sp
8678,16.76,1381932144.139882,CFU,sp
8679,16.77,1382473164.5829725,CFU,sp
8680,16.78,1383012543.6293888,CFU,sp
8681,16.79,1383550284.820013,CFU,sp
8682,16.8,1384086391.6980848,CFU,sp
8683,16.81,1384620867.809114,CFU,sp
8684,16.82,1385153716.7007987,CFU,sp
8685,16.830000000000002,1385684941.92294,CFU,sp
8686,16.84,1386214547.0273592,CFU,sp
8687,16.85,1386742535.5678163,CFU,sp
8688,16.86,1387268911.0999258,CFU,sp
8689,16.87,1387793677.1810777,CFU,sp
8690,16.88,1388316837.3703537,CFU,sp
8691,16.89,1388838395.2284489,CFU,sp
8692,16.9,1389358354.3175898,CFU,sp
8693,16.91,1389876718.2014565,CFU,sp
8694,16.92,1390393490.4451022,CFU,sp
8695,16.93,1390908674.614875,CFU,sp
8696,16.94,1391422274.278341,CFU,sp
8697,16.95,1391934293.0042045,CFU,sp
8698,16.96,1392444734.3622334,CFU,sp
8699,16.97,1392953601.9231803,CFU,sp
8700,16.98,1393460899.2587092,CFU,sp
8701,16.990000000000002,1393966629.941317,CFU,sp
8702,17.0,1394470797.5442607,CFU,sp
8703,17.01,1394973405.6414819,CFU,sp
8704,17.02,1395474457.8075323,CFU,sp
8705,17.03,1395973957.6175017,CFU,sp
8706,17.04,1396471908.6469433,CFU,sp
8707,17.05,1396968314.4718025,CFU,sp
8708,17.06,1397463178.668343,CFU,sp
8709,17.07,1397956504.8130782,CFU,sp
8710,17.080000000000002,1398448296.4826965,CFU,sp
8711,17.09,1398938557.2539937,CFU,sp
8712,17.1,1399427290.7038019,CFU,sp
8713,17.11,1399914500.4089189,CFU,sp
8714,17.12,1400400189.9460409,CFU,sp
8715,17.13,1400884362.8916922,CFU,sp
8716,17.14,1401367022.8221586,CFU,sp
8717,17.150000000000002,1401848173.3134181,CFU,sp
8718,17.16,1402327817.941075,CFU,sp
8719,17.17,1402805960.2802927,CFU,sp
8720,17.18,1403282603.9057279,CFU,sp
8721,17.19,1403757752.3914638,CFU,sp
8722,17.2,1404231409.310946,CFU,sp
8723,17.21,1404703578.2369175,CFU,sp
8724,17.22,1405174262.7413538,CFU,sp
8725,17.23,1405643466.3953998,CFU,sp
8726,17.240000000000002,1406111192.7693062,CFU,sp
8727,17.25,1406577445.4323657,CFU,sp
8728,17.26,1407042227.9528525,CFU,sp
8729,17.27,1407505543.8979585,CFU,sp
8730,17.28,1407967396.8337333,CFU,sp
8731,17.29,1408427790.3250217,CFU,sp
8732,17.3,1408886727.9354048,CFU,sp
8733,17.31,1409344213.2271383,CFU,sp
8734,17.32,1409800249.7610939,CFU,sp
8735,17.330000000000002,1410254841.0967,CFU,sp
8736,17.34,1410707990.7918823,CFU,sp
8737,17.35,1411159702.4030075,CFU,sp
8738,17.36,1411609979.4848228,CFU,sp
8739,17.37,1412058825.5904007,CFU,sp
8740,17.38,1412506244.2710807,CFU,sp
8741,17.39,1412952239.0764146,CFU,sp
8742,17.400000000000002,1413396813.5541081,CFU,sp
8743,17.41,1413839971.2499676,CFU,sp
8744,17.42,1414281715.7078433,CFU,sp
8745,17.43,1414722050.4695766,CFU,sp
8746,17.44,1415160979.0749435,CFU,sp
8747,17.45,1415598505.0616028,CFU,sp
8748,17.46,1416034631.965042,CFU,sp
8749,17.47,1416469363.3185241,CFU,sp
8750,17.48,1416902702.6530359,CFU,sp
8751,17.490000000000002,1417334653.4972355,CFU,sp
8752,17.5,1417765219.3774014,CFU,sp
8753,17.51,1418194403.8173797,CFU,sp
8754,17.52,1418622210.3385363,CFU,sp
8755,17.53,1419048642.4597034,CFU,sp
8756,17.54,1419473703.697132,CFU,sp
8757,17.55,1419897397.5644422,CFU,sp
8758,17.56,1420319727.572572,CFU,sp
8759,17.57,1420740697.2297323,CFU,sp
8760,17.580000000000002,1421160310.041356,CFU,sp
8761,17.59,1421578569.5100515,CFU,sp
8762,17.6,1421995479.1355546,CFU,sp
8763,17.61,1422411042.4146826,CFU,sp
8764,17.62,1422825262.8412879,CFU,sp
8765,17.63,1423238143.90621,CFU,sp
8766,17.64,1423649689.0972326,CFU,sp
8767,17.650000000000002,1424059901.8990366,CFU,sp
8768,17.66,1424468785.7931557,CFU,sp
8769,17.67,1424876344.2579317,CFU,sp
8770,17.68,1425282580.7684712,CFU,sp
8771,17.69,1425687498.796602,CFU,sp
8772,17.7,1426091101.8108284,CFU,sp
8773,17.71,1426493393.276291,CFU,sp
8774,17.72,1426894376.6547213,CFU,sp
8775,17.73,1427294055.4044023,CFU,sp
8776,17.740000000000002,1427692432.9801252,CFU,sp
8777,17.75,1428089512.8331487,CFU,sp
8778,17.76,1428485298.411159,CFU,sp
8779,17.77,1428879793.158228,CFU,sp
8780,17.78,1429273000.5147736,CFU,sp
8781,17.79,1429664923.9175205,CFU,sp
8782,17.8,1430055566.7994616,CFU,sp
8783,17.81,1430444932.589817,CFU,sp
8784,17.82,1430833024.7139976,CFU,sp
8785,17.830000000000002,1431219846.5935655,CFU,sp
8786,17.84,1431605401.646197,CFU,sp
8787,17.85,1431989693.2856452,CFU,sp
8788,17.86,1432372724.9217024,CFU,sp
8789,17.87,1432754499.9601648,CFU,sp
8790,17.88,1433135021.8027945,CFU,sp
8791,17.89,1433514293.8472848,CFU,sp
8792,17.900000000000002,1433892319.4872243,CFU,sp
8793,17.91,1434269102.1120615,CFU,sp
8794,17.92,1434644645.107071,CFU,sp
8795,17.93,1435018951.8533173,CFU,sp
8796,17.94,1435392025.727623,CFU,sp
8797,17.95,1435763870.1025324,CFU,sp
8798,17.96,1436134488.346281,CFU,sp
8799,17.97,1436503883.8227603,CFU,sp
8800,17.98,1436872059.891486,CFU,sp
8801,17.990000000000002,1437239019.9075658,CFU,sp
8802,18.0,1437604767.2216673,CFU,sp
8803,18.01,1437969305.179986,CFU,sp
8804,18.02,1438332637.1242151,CFU,sp
8805,18.03,1438694766.3915133,CFU,sp
8806,18.04,1439055696.314475,CFU,sp
8807,18.05,1439415430.2211006,CFU,sp
8808,18.06,1439773971.4347644,CFU,sp
8809,18.07,1440131323.2741883,CFU,sp
8810,18.080000000000002,1440487489.0534098,CFU,sp
8811,18.09,1440842472.0817544,CFU,sp
8812,18.1,1441196275.663807,CFU,sp
8813,18.11,1441548903.099383,CFU,sp
8814,18.12,1441900357.683502,CFU,sp
8815,18.13,1442250642.706358,CFU,sp
8816,18.14,1442599761.4532943,CFU,sp
8817,18.150000000000002,1442947717.2047744,CFU,sp
8818,18.16,1443294513.2363575,CFU,sp
8819,18.17,1443640152.8186715,CFU,sp
8820,18.18,1443984639.2173858,CFU,sp
8821,18.19,1444327975.693188,CFU,sp
