,Time,Concentration,Bioagent,Type
2750,27.5,1389795159.8029838,CFU,wt
2751,27.51,1389796122.1900446,CFU,wt
2752,27.52,1389797080.0562441,CFU,wt
2753,27.53,1389798033.422813,CFU,wt
2754,27.54,1389798982.310882,CFU,wt
2755,27.55,1389799926.7414837,CFU,wt
2756,27.560000000000002,1389800866.7355509,CFU,wt
2757,27.57,1389801802.3139186,CFU,wt
2758,27.580000000000002,1389802733.4973242,CFU,wt
2759,27.59,1389803660.3064077,CFU,wt
2760,27.6,1389804582.7617118,CFU,wt
2761,27.61,1389805500.8836834,CFU,wt
2762,27.62,1389806414.6926727,CFU,wt
2763,27.63,1389807324.208935,CFU,wt
2764,27.64,1389808229.4526303,CFU,wt
2765,27.650000000000002,1389809130.4438238,CFU,wt
2766,27.66,1389810027.2024875,CFU,wt
2767,27.67,1389810919.7484977,CFU,wt
2768,27.68,1389811808.1016395,CFU,wt
2769,27.69,1389812692.2816038,CFU,wt
2770,27.7,1389813572.3079896,CFU,wt
2771,27.71,1389814448.2003038,CFU,wt
2772,27.72,1389815319.9779615,CFU,wt
2773,27.73,1389816187.6602871,CFU,wt
2774,27.740000000000002,1389817051.2665138,CFU,wt
2775,27.75,1389817910.8157852,CFU,wt
2776,27.76,1389818766.3271544,CFU,wt
2777,27.77,1389819617.8195856,CFU,wt
2778,27.78,1389820465.3119533,CFU,wt
2779,27.79,1389821308.8230438,CFU,wt
2780,27.8,1389822148.3715556,CFU,wt
2781,27.810000000000002,1389822983.9760988,CFU,wt
2782,27.82,1389823815.6551962,CFU,wt
2783,27.830000000000002,1389824643.427284,CFU,wt
2784,27.84,1389825467.3107116,CFU,wt
2785,27.85,1389826287.3237426,CFU,wt
2786,27.86,1389827103.484554,CFU,wt
2787,27.87,1389827915.8112388,CFU,wt
2788,27.88,1389828724.321804,CFU,wt
2789,27.89,1389829529.0341725,CFU,wt
2790,27.900000000000002,1389830329.966183,CFU,wt
2791,27.91,1389831127.1355903,CFU,wt
2792,27.92,1389831920.560066,CFU,wt
2793,27.93,1389832710.257199,CFU,wt
2794,27.94,1389833496.2444952,CFU,wt
2795,27.95,1389834278.5393786,CFU,wt
2796,27.96,1389835057.1591911,CFU,wt
2797,27.97,1389835832.1211936,CFU,wt
2798,27.98,1389836603.4425654,CFU,wt
2799,27.990000000000002,1389837371.140406,CFU,wt
2800,28.0,1389838135.2317338,CFU,wt
2801,28.01,1389838895.7334876,CFU,wt
2802,28.02,1389839652.662527,CFU,wt
2803,28.03,1389840406.0356321,CFU,wt
2804,28.04,1389841155.8695042,CFU,wt
2805,28.05,1389841902.180766,CFU,wt
2806,28.060000000000002,1389842644.9859633,CFU,wt
2807,28.07,1389843384.3015623,CFU,wt
2808,28.080000000000002,1389844120.1439538,CFU,wt
2809,28.09,1389844852.5294507,CFU,wt
2810,28.1,1389845581.474289,CFU,wt
2811,28.11,1389846306.994629,CFU,wt
2812,28.12,1389847029.1065552,CFU,wt
2813,28.13,1389847747.826077,CFU,wt
2814,28.14,1389848463.1691272,CFU,wt
2815,28.150000000000002,1389849175.151565,CFU,wt
2816,28.16,1389849883.7891748,CFU,wt
2817,28.17,1389850589.097667,CFU,wt
2818,28.18,1389851291.0926778,CFU,wt
2819,28.19,1389851989.7897708,CFU,wt
2820,28.2,1389852685.204436,CFU,wt
2821,28.21,1389853377.3520906,CFU,wt
2822,28.22,1389854066.2480795,CFU,wt
2823,28.23,1389854751.9076755,CFU,wt
2824,28.240000000000002,1389855434.34608,CFU,wt
2825,28.25,1389856113.5784233,CFU,wt
2826,28.26,1389856789.6197631,CFU,wt
2827,28.27,1389857462.4850886,CFU,wt
2828,28.28,1389858132.189317,CFU,wt
2829,28.29,1389858798.747296,CFU,wt
2830,28.3,1389859462.1738038,CFU,wt
2831,28.310000000000002,1389860122.4835489,CFU,wt
2832,28.32,1389860779.6911707,CFU,wt
2833,28.330000000000002,1389861433.81124,CFU,wt
2834,28.34,1389862084.8582594,CFU,wt
2835,28.35,1389862732.8466632,CFU,wt
2836,28.36,1389863377.7908177,CFU,wt
2837,28.37,1389864019.705022,CFU,wt
2838,28.38,1389864658.6035085,CFU,wt
2839,28.39,1389865294.5004416,CFU,wt
2840,28.400000000000002,1389865927.4099205,CFU,wt
2841,28.41,1389866557.3459773,CFU,wt
2842,28.42,1389867184.3225784,CFU,wt
2843,28.43,1389867808.3536253,CFU,wt
2844,28.44,1389868429.452953,CFU,wt
2845,28.45,1389869047.6343327,CFU,wt
2846,28.46,1389869662.9114702,CFU,wt
2847,28.47,1389870275.2980075,CFU,wt
2848,28.48,1389870884.8075218,CFU,wt
2849,28.490000000000002,1389871491.4535272,CFU,wt
2850,28.5,1389872095.2494743,CFU,wt
2851,28.51,1389872696.20875,CFU,wt
2852,28.52,1389873294.3446794,CFU,wt
2853,28.53,1389873889.6705236,CFU,wt
2854,28.54,1389874482.1994827,CFU,wt
2855,28.55,1389875071.944694,CFU,wt
2856,28.560000000000002,1389875658.9192336,CFU,wt
2857,28.57,1389876243.1361158,CFU,wt
2858,28.580000000000002,1389876824.6082942,CFU,wt
2859,28.59,1389877403.3486614,CFU,wt
2860,28.6,1389877979.3700495,CFU,wt
2861,28.61,1389878552.68523,CFU,wt
2862,28.62,1389879123.306915,CFU,wt
2863,28.63,1389879691.2477565,CFU,wt
2864,28.64,1389880256.5203474,CFU,wt
2865,28.650000000000002,1389880819.137221,CFU,wt
2866,28.66,1389881379.1108525,CFU,wt
2867,28.67,1389881936.4536576,CFU,wt
2868,28.68,1389882491.1779943,CFU,wt
2869,28.69,1389883043.2961624,CFU,wt
2870,28.7,1389883592.820404,CFU,wt
2871,28.71,1389884139.762904,CFU,wt
2872,28.72,1389884684.135789,CFU,wt
2873,28.73,1389885225.95113,CFU,wt
2874,28.740000000000002,1389885765.2209406,CFU,wt
2875,28.75,1389886301.957178,CFU,wt
2876,28.76,1389886836.1717439,CFU,wt
2877,28.77,1389887367.8764827,CFU,wt
2878,28.78,1389887897.083185,CFU,wt
2879,28.79,1389888423.8035846,CFU,wt
2880,28.8,1389888948.0493608,CFU,wt
2881,28.810000000000002,1389889469.8321378,CFU,wt
2882,28.82,1389889989.1634858,CFU,wt
2883,28.830000000000002,1389890506.0549195,CFU,wt
2884,28.84,1389891020.517901,CFU,wt
2885,28.85,1389891532.5638373,CFU,wt
2886,28.86,1389892042.204083,CFU,wt
2887,28.87,1389892549.449938,CFU,wt
2888,28.88,1389893054.3126502,CFU,wt
2889,28.89,1389893556.8034146,CFU,wt
2890,28.900000000000002,1389894056.933373,CFU,wt
2891,28.91,1389894554.7136157,CFU,wt
2892,28.92,1389895050.15518,CFU,wt
2893,28.93,1389895543.269052,CFU,wt
2894,28.94,1389896034.0661664,CFU,wt
2895,28.95,1389896522.557406,CFU,wt
2896,28.96,1389897008.7536027,CFU,wt
2897,28.97,1389897492.6655376,CFU,wt
2898,28.98,1389897974.303941,CFU,wt
2899,28.990000000000002,1389898453.679493,CFU,wt
2900,29.0,1389898930.802823,CFU,wt
2901,29.01,1389899405.684512,CFU,wt
2902,29.02,1389899878.335089,CFU,wt
2903,29.03,1389900348.7650356,CFU,wt
2904,29.04,1389900816.9847832,CFU,wt
2905,29.05,1389901283.0047147,CFU,wt
2906,29.060000000000002,1389901746.8351634,CFU,wt
2907,29.07,1389902208.486415,CFU,wt
2908,29.080000000000002,1389902667.968706,CFU,wt
2909,29.09,1389903125.2922258,CFU,wt
2910,29.1,1389903580.4671154,CFU,wt
2911,29.11,1389904033.5034683,CFU,wt
2912,29.12,1389904484.4113305,CFU,wt
2913,29.13,1389904933.2007008,CFU,wt
2914,29.14,1389905379.881531,CFU,wt
2915,29.150000000000002,1389905824.4637263,CFU,wt
2916,29.16,1389906266.9571457,CFU,wt
2917,29.17,1389906707.3716013,CFU,wt
2918,29.18,1389907145.7168593,CFU,wt
2919,29.19,1389907582.0026402,CFU,wt
2920,29.2,1389908016.2386186,CFU,wt
2921,29.21,1389908448.4344242,CFU,wt
2922,29.22,1389908878.5996408,CFU,wt
2923,29.23,1389909306.7438076,CFU,wt
2924,29.240000000000002,1389909732.8764188,CFU,wt
2925,29.25,1389910157.0069244,CFU,wt
2926,29.26,1389910579.1447294,CFU,wt
2927,29.27,1389910999.2991948,CFU,wt
2928,29.28,1389911417.4796379,CFU,wt
2929,29.29,1389911833.695332,CFU,wt
2930,29.3,1389912247.9555075,CFU,wt
2931,29.310000000000002,1389912660.2693505,CFU,wt
2932,29.32,1389913070.6460044,CFU,wt
2933,29.330000000000002,1389913479.0945697,CFU,wt
2934,29.34,1389913885.624104,CFU,wt
2935,29.35,1389914290.2436225,CFU,wt
2936,29.36,1389914692.9620981,CFU,wt
2937,29.37,1389915093.7884612,CFU,wt
2938,29.38,1389915492.7316008,CFU,wt
2939,29.39,1389915889.8003638,CFU,wt
2940,29.400000000000002,1389916285.0035555,CFU,wt
2941,29.41,1389916678.34994,CFU,wt
2942,29.42,1389917069.8482406,CFU,wt
2943,29.43,1389917459.5071385,CFU,wt
2944,29.44,1389917847.3352757,CFU,wt
2945,29.45,1389918233.341252,CFU,wt
2946,29.46,1389918617.5336285,CFU,wt
2947,29.47,1389918999.920924,CFU,wt
2948,29.48,1389919380.511619,CFU,wt
2949,29.490000000000002,1389919759.3141541,CFU,wt
2950,29.5,1389920136.3369293,CFU,wt
2951,29.51,1389920511.5883055,CFU,wt
2952,29.52,1389920885.076605,CFU,wt
2953,29.53,1389921256.8101099,CFU,wt
2954,29.54,1389921626.7970643,CFU,wt
2955,29.55,1389921995.0456734,CFU,wt
2956,29.560000000000002,1389922361.5641034,CFU,wt
2957,29.57,1389922726.3604827,CFU,wt
2958,29.580000000000002,1389923089.4429011,CFU,wt
2959,29.59,1389923450.8194108,CFU,wt
2960,29.6,1389923810.4980257,CFU,wt
2961,29.61,1389924168.4867225,CFU,wt
2962,29.62,1389924524.79344,CFU,wt
2963,29.63,1389924879.4260805,CFU,wt
2964,29.64,1389925232.3925085,CFU,wt
2965,29.650000000000002,1389925583.7005515,CFU,wt
2966,29.66,1389925933.3580005,CFU,wt
2967,29.67,1389926281.37261,CFU,wt
2968,29.68,1389926627.7520978,CFU,wt
2969,29.69,1389926972.5041459,CFU,wt
2970,29.7,1389927315.6363995,CFU,wt
2971,29.71,1389927657.1564684,CFU,wt
2972,29.72,1389927997.0719268,CFU,wt
2973,29.73,1389928335.390313,CFU,wt
2974,29.740000000000002,1389928672.1191297,CFU,wt
2975,29.75,1389929007.265845,CFU,wt
2976,29.76,1389929340.8378913,CFU,wt
2977,29.77,1389929672.8426664,CFU,wt
2978,29.78,1389930003.2875335,CFU,wt
2979,29.79,1389930332.179821,CFU,wt
2980,29.8,1389930659.5268226,CFU,wt
2981,29.810000000000002,1389930985.3357978,CFU,wt
2982,29.82,1389931309.613973,CFU,wt
2983,29.830000000000002,1389931632.3685393,CFU,wt
2984,29.84,1389931953.6066551,CFU,wt
2985,29.85,1389932273.3354445,CFU,wt
2986,29.86,1389932591.561998,CFU,wt
2987,29.87,1389932908.2933733,CFU,wt
2988,29.88,1389933223.5365949,CFU,wt
2989,29.89,1389933537.298654,CFU,wt
2990,29.900000000000002,1389933849.5865095,CFU,wt
2991,29.91,1389934160.407087,CFU,wt
2992,29.92,1389934469.7672796,CFU,wt
2993,29.93,1389934777.673949,CFU,wt
2994,29.94,1389935084.133923,CFU,wt
2995,29.95,1389935389.1539989,CFU,wt
2996,29.96,1389935692.740941,CFU,wt
2997,29.97,1389935994.9014823,CFU,wt
2998,29.98,1389936295.6423244,CFU,wt
2999,29.990000000000002,1389936594.9701371,CFU,wt
3000,30.0,1389936892.8915586,CFU,wt
3001,30.01,1389937189.4131963,CFU,wt
3002,30.02,1389937484.541627,CFU,wt
3003,30.03,1389937778.2833953,CFU,wt
3004,30.04,1389938070.6450162,CFU,wt
3005,30.05,1389938361.632974,CFU,wt
3006,30.060000000000002,1389938651.253722,CFU,wt
3007,30.07,1389938939.5136836,CFU,wt
3008,30.080000000000002,1389939226.419252,CFU,wt
3009,30.09,1389939511.97679,CFU,wt
3010,30.1,1389939796.192631,CFU,wt
3011,30.11,1389940079.0730784,CFU,wt
3012,30.12,1389940360.6244059,CFU,wt
3013,30.13,1389940640.852858,CFU,wt
3014,30.14,1389940919.7646499,CFU,wt
3015,30.150000000000002,1389941197.3659673,CFU,wt
3016,30.16,1389941473.6629667,CFU,wt
3017,30.17,1389941748.6617765,CFU,wt
3018,30.18,1389942022.3684952,CFU,wt
3019,30.19,1389942294.7891936,CFU,wt
3020,30.2,1389942565.9299138,CFU,wt
3021,30.21,1389942835.7966685,CFU,wt
3022,30.22,1389943104.3954437,CFU,wt
3023,30.23,1389943371.7321963,CFU,wt
3024,30.240000000000002,1389943637.8128557,CFU,wt
3025,30.25,1389943902.6433232,CFU,wt
3026,30.26,1389944166.2294722,CFU,wt
3027,30.27,1389944428.5771487,CFU,wt
3028,30.28,1389944689.6921716,CFU,wt
3029,30.29,1389944949.5803318,CFU,wt
3030,30.3,1389945208.2473934,CFU,wt
3031,30.310000000000002,1389945465.6990936,CFU,wt
3032,30.32,1389945721.941142,CFU,wt
3033,30.330000000000002,1389945976.979222,CFU,wt
3034,30.34,1389946230.8189902,CFU,wt
3035,30.35,1389946483.4660764,CFU,wt
3036,30.36,1389946734.9260838,CFU,wt
3037,30.37,1389946985.2045896,CFU,wt
3038,30.38,1389947234.307145,CFU,wt
3039,30.39,1389947482.2392747,CFU,wt
3040,30.400000000000002,1389947729.0064778,CFU,wt
3041,30.41,1389947974.6142273,CFU,wt
3042,30.42,1389948219.0679705,CFU,wt
3043,30.43,1389948462.3731291,CFU,wt
3044,30.44,1389948704.5350995,CFU,wt
3045,30.45,1389948945.5592527,CFU,wt
3046,30.46,1389949185.4509344,CFU,wt
3047,30.47,1389949424.215465,CFU,wt
3048,30.48,1389949661.8581407,CFU,wt
3049,30.490000000000002,1389949898.3842318,CFU,wt
3050,30.5,1389950133.7989843,CFU,wt
3051,30.51,1389950368.1076198,CFU,wt
3052,30.52,1389950601.3153346,CFU,wt
3053,30.53,1389950833.427302,CFU,wt
3054,30.54,1389951064.448669,CFU,wt
3055,30.55,1389951294.3845603,CFU,wt
3056,30.560000000000002,1389951523.2400753,CFU,wt
3057,30.57,1389951751.0202904,CFU,wt
3058,30.580000000000002,1389951977.7302575,CFU,wt
3059,30.59,1389952203.3750045,CFU,wt
3060,30.6,1389952427.9595368,CFU,wt
3061,30.61,1389952651.488835,CFU,wt
3062,30.62,1389952873.9678574,CFU,wt
3063,30.63,1389953095.401538,CFU,wt
3064,30.64,1389953315.7947881,CFU,wt
3065,30.650000000000002,1389953535.1524963,CFU,wt
3066,30.66,1389953753.479528,CFU,wt
3067,30.67,1389953970.7807252,CFU,wt
3068,30.68,1389954187.0609078,CFU,wt
3069,30.69,1389954402.324873,CFU,wt
3070,30.7,1389954616.5773947,CFU,wt
3071,30.71,1389954829.8232257,CFU,wt
3072,30.72,1389955042.0670953,CFU,wt
3073,30.73,1389955253.3137112,CFU,wt
3074,30.740000000000002,1389955463.5677588,CFU,wt
3075,30.75,1389955672.8339014,CFU,wt
3076,30.76,1389955881.1167805,CFU,wt
3077,30.77,1389956088.4210162,CFU,wt
3078,30.78,1389956294.7512062,CFU,wt
3079,30.79,1389956500.1119266,CFU,wt
3080,30.8,1389956704.5077326,CFU,wt
3081,30.810000000000002,1389956907.943158,CFU,wt
3082,30.82,1389957110.422714,CFU,wt
3083,30.830000000000002,1389957311.9508927,CFU,wt
3084,30.84,1389957512.5321636,CFU,wt
3085,30.85,1389957712.1709754,CFU,wt
3086,30.86,1389957910.8717563,CFU,wt
3087,30.87,1389958108.6389134,CFU,wt
3088,30.88,1389958305.4768336,CFU,wt
3089,30.89,1389958501.3898823,CFU,wt
3090,30.900000000000002,1389958696.382405,CFU,wt
3091,30.91,1389958890.4587266,CFU,wt
3092,30.92,1389959083.6231523,CFU,wt
3093,30.93,1389959275.8799658,CFU,wt
3094,30.94,1389959467.2334316,CFU,wt
3095,30.95,1389959657.6877942,CFU,wt
3096,30.96,1389959847.2472777,CFU,wt
3097,30.970000000000002,1389960035.9160867,CFU,wt
3098,30.98,1389960223.6984057,CFU,wt
3099,30.990000000000002,1389960410.5984004,CFU,wt
3100,31.0,1389960596.6202157,CFU,wt
3101,31.01,1389960781.7679777,CFU,wt
3102,31.02,1389960966.0457933,CFU,wt
3103,31.03,1389961149.4577496,CFU,wt
3104,31.04,1389961332.007915,CFU,wt
3105,31.05,1389961513.7003381,CFU,wt
3106,31.060000000000002,1389961694.5390496,CFU,wt
3107,31.07,1389961874.5280602,CFU,wt
3108,31.080000000000002,1389962053.671362,CFU,wt
3109,31.09,1389962231.9729288,CFU,wt
3110,31.1,1389962409.4367154,CFU,wt
3111,31.11,1389962586.0666578,CFU,wt
3112,31.12,1389962761.8666737,CFU,wt
3113,31.13,1389962936.8406625,CFU,wt
3114,31.14,1389963110.9925056,CFU,wt
3115,31.150000000000002,1389963284.3260653,CFU,wt
3116,31.16,1389963456.8451867,CFU,wt
3117,31.17,1389963628.553696,CFU,wt
3118,31.18,1389963799.455402,CFU,wt
3119,31.19,1389963969.5540955,CFU,wt
3120,31.2,1389964138.853549,CFU,wt
3121,31.21,1389964307.3575182,CFU,wt
3122,31.220000000000002,1389964475.0697403,CFU,wt
3123,31.23,1389964641.9939353,CFU,wt
3124,31.240000000000002,1389964808.1338058,CFU,wt
3125,31.25,1389964973.493037,CFU,wt
3126,31.26,1389965138.0752966,CFU,wt
3127,31.27,1389965301.8842351,CFU,wt
3128,31.28,1389965464.923486,CFU,wt
3129,31.29,1389965627.1966658,CFU,wt
3130,31.3,1389965788.7073734,CFU,wt
3131,31.310000000000002,1389965949.4591916,CFU,wt
3132,31.32,1389966109.4556859,CFU,wt
3133,31.330000000000002,1389966268.7004051,CFU,wt
3134,31.34,1389966427.1968815,CFU,wt
3135,31.35,1389966584.9486308,CFU,wt
3136,31.36,1389966741.959152,CFU,wt
3137,31.37,1389966898.2319276,CFU,wt
3138,31.38,1389967053.7704241,CFU,wt
3139,31.39,1389967208.5780914,CFU,wt
3140,31.400000000000002,1389967362.658363,CFU,wt
3141,31.41,1389967516.014657,CFU,wt
3142,31.42,1389967668.6503747,CFU,wt
3143,31.43,1389967820.568902,CFU,wt
3144,31.44,1389967971.7736087,CFU,wt
3145,31.45,1389968122.267848,CFU,wt
3146,31.46,1389968272.0549588,CFU,wt
3147,31.470000000000002,1389968421.138263,CFU,wt
3148,31.48,1389968569.5210679,CFU,wt
3149,31.490000000000002,1389968717.206664,CFU,wt
3150,31.5,1389968864.198328,CFU,wt
3151,31.51,1389969010.49932,CFU,wt
3152,31.52,1389969156.1128852,CFU,wt
3153,31.53,1389969301.0422533,CFU,wt
3154,31.54,1389969445.2906392,CFU,wt
3155,31.55,1389969588.8612423,CFU,wt
3156,31.560000000000002,1389969731.7572474,CFU,wt
3157,31.57,1389969873.9818242,CFU,wt
3158,31.580000000000002,1389970015.538127,CFU,wt
3159,31.59,1389970156.429296,CFU,wt
3160,31.6,1389970296.6584563,CFU,wt
3161,31.61,1389970436.2287183,CFU,wt
3162,31.62,1389970575.1431777,CFU,wt
3163,31.63,1389970713.4049163,CFU,wt
3164,31.64,1389970851.0170004,CFU,wt
3165,31.650000000000002,1389970987.982483,CFU,wt
3166,31.66,1389971124.3044016,CFU,wt
3167,31.67,1389971259.9857802,CFU,wt
3168,31.68,1389971395.0296283,CFU,wt
3169,31.69,1389971529.4389417,CFU,wt
3170,31.7,1389971663.2167015,CFU,wt
3171,31.71,1389971796.3658752,CFU,wt
3172,31.720000000000002,1389971928.8894165,CFU,wt
3173,31.73,1389972060.7902644,CFU,wt
3174,31.740000000000002,1389972192.0713449,CFU,wt
3175,31.75,1389972322.7355702,CFU,wt
3176,31.76,1389972452.7858384,CFU,wt
3177,31.77,1389972582.225034,CFU,wt
3178,31.78,1389972711.0560284,CFU,wt
3179,31.79,1389972839.2816796,CFU,wt
3180,31.8,1389972966.9048314,CFU,wt
3181,31.810000000000002,1389973093.9283147,CFU,wt
3182,31.82,1389973220.3549473,CFU,wt
3183,31.830000000000002,1389973346.1875334,CFU,wt
3184,31.84,1389973471.428864,CFU,wt
3185,31.85,1389973596.0817177,CFU,wt
3186,31.86,1389973720.148859,CFU,wt
3187,31.87,1389973843.6330402,CFU,wt
3188,31.88,1389973966.5370002,CFU,wt
3189,31.89,1389974088.863465,CFU,wt
3190,31.900000000000002,1389974210.6151485,CFU,wt
3191,31.91,1389974331.794751,CFU,wt
3192,31.92,1389974452.4049606,CFU,wt
3193,31.93,1389974572.4484525,CFU,wt
3194,31.94,1389974691.9278896,CFU,wt
3195,31.95,1389974810.8459222,CFU,wt
3196,31.96,1389974929.205188,CFU,wt
3197,31.970000000000002,1389975047.0083127,CFU,wt
3198,31.98,1389975164.257909,CFU,wt
3199,31.990000000000002,1389975280.9565778,CFU,wt
3200,32.0,1389975397.1069078,CFU,wt
3201,32.01,1389975512.7114754,CFU,wt
3202,32.02,1389975627.7728448,CFU,wt
3203,32.03,1389975742.2935681,CFU,wt
3204,32.04,1389975856.2761862,CFU,wt
3205,32.05,1389975969.7232268,CFU,wt
3206,32.06,1389976082.6372066,CFU,wt
3207,32.07,1389976195.0206304,CFU,wt
3208,32.08,1389976306.8759909,CFU,wt
3209,32.09,1389976418.2057693,CFU,wt
3210,32.1,1389976529.012435,CFU,wt
3211,32.11,1389976639.298446,CFU,wt
3212,32.12,1389976749.0662487,CFU,wt
3213,32.13,1389976858.3182776,CFU,wt
3214,32.14,1389976967.056957,CFU,wt
3215,32.15,1389977075.284698,CFU,wt
3216,32.160000000000004,1389977183.0039015,CFU,wt
3217,32.17,1389977290.2169573,CFU,wt
3218,32.18,1389977396.9262433,CFU,wt
3219,32.19,1389977503.1341267,CFU,wt
3220,32.2,1389977608.842963,CFU,wt
3221,32.21,1389977714.0550976,CFU,wt
3222,32.22,1389977818.7728639,CFU,wt
3223,32.230000000000004,1389977922.998585,CFU,wt
3224,32.24,1389978026.7345726,CFU,wt
3225,32.25,1389978129.9831283,CFU,wt
3226,32.26,1389978232.7465417,CFU,wt
3227,32.27,1389978335.0270927,CFU,wt
3228,32.28,1389978436.82705,CFU,wt
3229,32.29,1389978538.1486716,CFU,wt
3230,32.3,1389978638.9942052,CFU,wt
3231,32.31,1389978739.3658876,CFU,wt
3232,32.32,1389978839.2659454,CFU,wt
3233,32.33,1389978938.6965945,CFU,wt
3234,32.34,1389979037.6600406,CFU,wt
3235,32.35,1389979136.158479,CFU,wt
3236,32.36,1389979234.1940942,CFU,wt
3237,32.37,1389979331.7690613,CFU,wt
3238,32.38,1389979428.8855445,CFU,wt
3239,32.39,1389979525.545698,CFU,wt
3240,32.4,1389979621.7516658,CFU,wt
3241,32.410000000000004,1389979717.5055823,CFU,wt
3242,32.42,1389979812.8095715,CFU,wt
3243,32.43,1389979907.6657474,CFU,wt
3244,32.44,1389980002.0762138,CFU,wt
3245,32.45,1389980096.0430653,CFU,wt
3246,32.46,1389980189.5683863,CFU,wt
3247,32.47,1389980282.654251,CFU,wt
3248,32.480000000000004,1389980375.3027248,CFU,wt
3249,32.49,1389980467.5158627,CFU,wt
3250,32.5,1389980559.2957098,CFU,wt
3251,32.51,1389980650.6443026,CFU,wt
3252,32.52,1389980741.563667,CFU,wt
3253,32.53,1389980832.05582,CFU,wt
3254,32.54,1389980922.1227686,CFU,wt
3255,32.55,1389981011.7665112,CFU,wt
3256,32.56,1389981100.9890358,CFU,wt
3257,32.57,1389981189.792322,CFU,wt
3258,32.58,1389981278.1783392,CFU,wt
3259,32.59,1389981366.1490483,CFU,wt
3260,32.6,1389981453.7064009,CFU,wt
3261,32.61,1389981540.8523388,CFU,wt
3262,32.62,1389981627.5887952,CFU,wt
3263,32.63,1389981713.9176943,CFU,wt
3264,32.64,1389981799.8409512,CFU,wt
3265,32.65,1389981885.3604715,CFU,wt
3266,32.660000000000004,1389981970.4781525,CFU,wt
3267,32.67,1389982055.195882,CFU,wt
3268,32.68,1389982139.5155396,CFU,wt
3269,32.69,1389982223.4389956,CFU,wt
3270,32.7,1389982306.9681115,CFU,wt
3271,32.71,1389982390.1047404,CFU,wt
3272,32.72,1389982472.8507264,CFU,wt
3273,32.730000000000004,1389982555.2079048,CFU,wt
3274,32.74,1389982637.1781027,CFU,wt
3275,32.75,1389982718.7631383,CFU,wt
3276,32.76,1389982799.9648218,CFU,wt
3277,32.77,1389982880.7849536,CFU,wt
3278,32.78,1389982961.2253273,CFU,wt
3279,32.79,1389983041.2877269,CFU,wt
3280,32.8,1389983120.9739282,CFU,wt
3281,32.81,1389983200.2856994,CFU,wt
3282,32.82,1389983279.2247994,CFU,wt
3283,32.83,1389983357.7929792,CFU,wt
3284,32.84,1389983435.991982,CFU,wt
3285,32.85,1389983513.8235424,CFU,wt
3286,32.86,1389983591.2893863,CFU,wt
3287,32.87,1389983668.3912327,CFU,wt
3288,32.88,1389983745.130792,CFU,wt
3289,32.89,1389983821.509766,CFU,wt
3290,32.9,1389983897.5298495,CFU,wt
3291,32.910000000000004,1389983973.1927283,CFU,wt
3292,32.92,1389984048.500081,CFU,wt
3293,32.93,1389984123.4535785,CFU,wt
3294,32.94,1389984198.0548828,CFU,wt
3295,32.95,1389984272.3056493,CFU,wt
3296,32.96,1389984346.207525,CFU,wt
3297,32.97,1389984419.7621489,CFU,wt
3298,32.980000000000004,1389984492.9711528,CFU,wt
3299,32.99,1389984565.8361607,CFU,wt
3300,33.0,1389984638.358789,CFU,wt
3301,33.01,1389984710.5406466,CFU,wt
3302,33.02,1389984782.3833342,CFU,wt
3303,33.03,1389984853.8884459,CFU,wt
3304,33.04,1389984925.0575676,CFU,wt
3305,33.05,1389984995.8922782,CFU,wt
3306,33.06,1389985066.394149,CFU,wt
3307,33.07,1389985136.564744,CFU,wt
3308,33.08,1389985206.4056194,CFU,wt
3309,33.09,1389985275.918325,CFU,wt
3310,33.1,1389985345.104402,CFU,wt
3311,33.11,1389985413.9653862,CFU,wt
3312,33.12,1389985482.5028043,CFU,wt
3313,33.13,1389985550.7181768,CFU,wt
3314,33.14,1389985618.613017,CFU,wt
3315,33.15,1389985686.188831,CFU,wt
3316,33.160000000000004,1389985753.447118,CFU,wt
3317,33.17,1389985820.3893697,CFU,wt
3318,33.18,1389985887.0170715,CFU,wt
3319,33.19,1389985953.3317006,CFU,wt
3320,33.2,1389986019.3347285,CFU,wt
3321,33.21,1389986085.0276196,CFU,wt
3322,33.22,1389986150.4118307,CFU,wt
3323,33.230000000000004,1389986215.4888124,CFU,wt
3324,33.24,1389986280.2600083,CFU,wt
3325,33.25,1389986344.726855,CFU,wt
3326,33.26,1389986408.890783,CFU,wt
3327,33.27,1389986472.7532153,CFU,wt
3328,33.28,1389986536.3155687,CFU,wt
3329,33.29,1389986599.579253,CFU,wt
3330,33.3,1389986662.5456717,CFU,wt
3331,33.31,1389986725.2162216,CFU,wt
3332,33.32,1389986787.5922928,CFU,wt
3333,33.33,1389986849.6752691,CFU,wt
3334,33.34,1389986911.4665277,CFU,wt
3335,33.35,1389986972.9674392,CFU,wt
3336,33.36,1389987034.1793678,CFU,wt
3337,33.37,1389987095.1036716,CFU,wt
3338,33.38,1389987155.7417018,CFU,wt
3339,33.39,1389987216.0948038,CFU,wt
3340,33.4,1389987276.1643164,CFU,wt
3341,33.410000000000004,1389987335.9515717,CFU,wt
3342,33.42,1389987395.4578965,CFU,wt
3343,33.43,1389987454.6846106,CFU,wt
3344,33.44,1389987513.6330278,CFU,wt
3345,33.45,1389987572.3044555,CFU,wt
3346,33.46,1389987630.7001956,CFU,wt
3347,33.47,1389987688.8215435,CFU,wt
