,Time,Concentration,Bioagent,Type,Sampling
66453,34.35,1671670879.4951189,CFU,sp,4
66454,34.36,1671671289.166958,CFU,sp,4
66455,34.37,1671671697.1683166,CFU,sp,4
66456,34.38,1671672103.5060046,CFU,sp,4
66457,34.39,1671672508.1868052,CFU,sp,4
66458,34.4,1671672911.2174737,CFU,sp,4
66459,34.410000000000004,1671673312.6047385,CFU,sp,4
66460,34.42,1671673712.3552992,CFU,sp,4
66461,34.43,1671674110.4758291,CFU,sp,4
66462,34.44,1671674506.9729745,CFU,sp,4
66463,34.45,1671674901.8533537,CFU,sp,4
66464,34.46,1671675295.1235585,CFU,sp,4
66465,34.47,1671675686.7901542,CFU,sp,4
66466,34.480000000000004,1671676076.8596787,CFU,sp,4
66467,34.49,1671676465.3386438,CFU,sp,4
66468,34.5,1671676852.2335339,CFU,sp,4
66469,34.51,1671677237.5508082,CFU,sp,4
66470,34.52,1671677621.2968984,CFU,sp,4
66471,34.53,1671678003.4782107,CFU,sp,4
66472,34.54,1671678384.101125,CFU,sp,4
66473,34.550000000000004,1671678763.1719952,CFU,sp,4
66474,34.56,1671679140.6971495,CFU,sp,4
66475,34.57,1671679516.6828897,CFU,sp,4
66476,34.58,1671679891.1354926,CFU,sp,4
66477,34.59,1671680264.0612087,CFU,sp,4
66478,34.6,1671680635.466264,CFU,sp,4
66479,34.61,1671681005.3568583,CFU,sp,4
66480,34.62,1671681373.7391663,CFU,sp,4
66481,34.63,1671681740.6193378,CFU,sp,4
66482,34.64,1671682106.003497,CFU,sp,4
66483,34.65,1671682469.8977435,CFU,sp,4
66484,34.660000000000004,1671682832.3081522,CFU,sp,4
66485,34.67,1671683193.2407732,CFU,sp,4
66486,34.68,1671683552.7016315,CFU,sp,4
66487,34.69,1671683910.696728,CFU,sp,4
66488,34.7,1671684267.232039,CFU,sp,4
66489,34.71,1671684622.3135161,CFU,sp,4
66490,34.72,1671684975.9470875,CFU,sp,4
66491,34.730000000000004,1671685328.1386561,CFU,sp,4
66492,34.74,1671685678.8941016,CFU,sp,4
66493,34.75,1671686028.2192793,CFU,sp,4
66494,34.76,1671686376.120021,CFU,sp,4
66495,34.77,1671686722.6021347,CFU,sp,4
66496,34.78,1671687067.671404,CFU,sp,4
66497,34.79,1671687411.3335893,CFU,sp,4
66498,34.800000000000004,1671687753.5944285,CFU,sp,4
66499,34.81,1671688094.4596345,CFU,sp,4
66500,34.82,1671688433.9348981,CFU,sp,4
66501,34.83,1671688772.0258863,CFU,sp,4
66502,34.84,1671689108.7382436,CFU,sp,4
66503,34.85,1671689444.0775905,CFU,sp,4
66504,34.86,1671689778.0495255,CFU,sp,4
66505,34.87,1671690110.6596239,CFU,sp,4
66506,34.88,1671690441.913438,CFU,sp,4
66507,34.89,1671690771.8164985,CFU,sp,4
66508,34.9,1671691100.3743124,CFU,sp,4
66509,34.910000000000004,1671691427.5923648,CFU,sp,4
66510,34.92,1671691753.476118,CFU,sp,4
66511,34.93,1671692078.0310128,CFU,sp,4
66512,34.94,1671692401.262467,CFU,sp,4
66513,34.95,1671692723.1758769,CFU,sp,4
66514,34.96,1671693043.7766166,CFU,sp,4
66515,34.97,1671693363.0700383,CFU,sp,4
66516,34.980000000000004,1671693681.0614724,CFU,sp,4
66517,34.99,1671693997.7562275,CFU,sp,4
66518,35.0,1671694313.1595905,CFU,sp,4
66519,0.0,0.0,PFU,sp,4
66520,0.01,0.00027294664887829125,PFU,sp,4
66521,0.02,0.0005469885071515545,PFU,sp,4
66522,0.03,0.0008221299402880692,PFU,sp,4
66523,0.04,0.001098375330671525,PFU,sp,4
66524,0.05,0.001375729077662646,PFU,sp,4
66525,0.06,0.0016541955976610036,PFU,sp,4
66526,0.07,0.0019337793241670262,PFU,sp,4
66527,0.08,0.0022144847078441957,PFU,sp,4
66528,0.09,0.0024963162165814465,PFU,sp,4
66529,0.1,0.0027792783355557508,PFU,sp,4
66530,0.11,0.003063375567294899,PFU,sp,4
66531,0.12,0.00334861243174048,PFU,sp,4
66532,0.13,0.0036349934663110497,PFU,sp,4
66533,0.14,0.003922523225965496,PFU,sp,4
66534,0.15,0.004211206283266604,PFU,sp,4
66535,0.16,0.004501047228444812,PFU,sp,4
66536,0.17,0.004792050669462159,PFU,sp,4
66537,0.18,0.005084221232076446,PFU,sp,4
66538,0.19,0.005377563559905569,PFU,sp,4
66539,0.2,0.005672082314492074,PFU,sp,4
66540,0.21,0.005967782175367887,PFU,sp,4
66541,0.22,0.006264667840119259,PFU,sp,4
66542,0.23,0.0065627440244518985,PFU,sp,4
66543,0.24,0.0068620154622563035,PFU,sp,4
66544,0.25,0.0071624869056733,PFU,sp,4
66545,0.26,0.007464163125159766,PFU,sp,4
66546,0.27,0.0077670489095545605,PFU,sp,4
66547,0.28,0.00807114906614466,PFU,sp,4
66548,0.29,0.00837646842073148,PFU,sp,4
66549,0.3,0.008683011817697409,PFU,sp,4
66550,0.31,0.008990784120072528,PFU,sp,4
66551,0.32,0.00929979020960155,PFU,sp,4
66552,0.33,0.009610034986810937,PFU,sp,4
66553,0.34,0.009921523371076246,PFU,sp,4
66554,0.35000000000000003,0.010234260300689645,PFU,sp,4
66555,0.36,0.010548250732927653,PFU,sp,4
66556,0.37,0.010863499644119076,PFU,sp,4
66557,0.38,0.01118001202971314,PFU,sp,4
66558,0.39,0.011497792904347824,PFU,sp,4
66559,0.4,0.011816847301918414,PFU,sp,4
66560,0.41000000000000003,0.012137180275646238,PFU,sp,4
66561,0.42,0.01245879689814761,PFU,sp,4
66562,0.43,0.012781702261502987,PFU,sp,4
66563,0.44,0.013105901477326317,PFU,sp,4
66564,0.45,0.013431399676834594,PFU,sp,4
66565,0.46,0.013758202010917625,PFU,sp,4
66566,0.47000000000000003,0.014086313650207984,PFU,sp,4
66567,0.48,0.014415739785151194,PFU,sp,4
66568,0.49,0.014746485626076087,PFU,sp,4
66569,0.5,0.01507855640326539,PFU,sp,4
66570,0.51,0.015411957367026503,PFU,sp,4
66571,0.52,0.015746693787762493,PFU,sp,4
66572,0.53,0.01608277095604328,PFU,sp,4
66573,0.54,0.01642019418267704,PFU,sp,4
66574,0.55,0.016758968798781804,PFU,sp,4
66575,0.56,0.017099100155857277,PFU,sp,4
66576,0.5700000000000001,0.017440593625856857,PFU,sp,4
66577,0.58,0.017783454601259827,PFU,sp,4
66578,0.59,0.018127688495143835,PFU,sp,4
66579,0.6,0.018473300741257484,PFU,sp,4
66580,0.61,0.018820296794093205,PFU,sp,4
66581,0.62,0.019168682128960283,PFU,sp,4
66582,0.63,0.01951846224205813,PFU,sp,4
66583,0.64,0.01986964265054975,PFU,sp,4
66584,0.65,0.020222228892635388,PFU,sp,4
66585,0.66,0.02057622652762645,PFU,sp,4
66586,0.67,0.020931641136019537,PFU,sp,4
66587,0.68,0.021288478319570796,PFU,sp,4
66588,0.6900000000000001,0.02164674370137037,PFU,sp,4
66589,0.7000000000000001,0.022006442925917157,PFU,sp,4
66590,0.71,0.022367581659193676,PFU,sp,4
66591,0.72,0.02273016558874126,PFU,sp,4
66592,0.73,0.023094200423735334,PFU,sp,4
66593,0.74,0.023459691895060978,PFU,sp,4
66594,0.75,0.023826645755388703,PFU,sp,4
66595,0.76,0.024195067779250387,PFU,sp,4
66596,0.77,0.024564963763115445,PFU,sp,4
66597,0.78,0.024936339525467238,PFU,sp,4
66598,0.79,0.02530920090687963,PFU,sp,4
66599,0.8,0.025683553770093803,PFU,sp,4
66600,0.81,0.026059404000095272,PFU,sp,4
66601,0.8200000000000001,0.026436757504191083,PFU,sp,4
66602,0.8300000000000001,0.026815620212087256,PFU,sp,4
66603,0.84,0.027195998075966413,PFU,sp,4
66604,0.85,0.027577897070565634,PFU,sp,4
66605,0.86,0.027961323193254502,PFU,sp,4
66606,0.87,0.028346282464113377,PFU,sp,4
66607,0.88,0.028732780926011864,PFU,sp,4
66608,0.89,0.0291208246446875,PFU,sp,4
66609,0.9,0.029510419708824658,PFU,sp,4
66610,0.91,0.029901572230133643,PFU,sp,4
66611,0.92,0.030294288343430006,PFU,sp,4
66612,0.93,0.030688574206714066,PFU,sp,4
66613,0.9400000000000001,0.03108443600125066,PFU,sp,4
66614,0.9500000000000001,0.03148187993164907,PFU,sp,4
66615,0.96,0.031880912225943185,PFU,sp,4
66616,0.97,0.03228153913567187,PFU,sp,4
66617,0.98,0.032683766935959535,PFU,sp,4
66618,0.99,0.03308760192559691,PFU,sp,4
66619,1.0,0.03349305042712206,PFU,sp,4
66620,1.01,0.033900118786901565,PFU,sp,4
66621,1.02,0.034308813375211945,PFU,sp,4
66622,1.03,0.034719140586321286,PFU,sp,4
66623,1.04,0.03513110683857107,PFU,sp,4
66624,1.05,0.03554471857445822,PFU,sp,4
66625,1.06,0.03595998226071734,PFU,sp,4
66626,1.07,0.03637690438840319,PFU,sp,4
66627,1.08,0.03679549147297336,PFU,sp,4
66628,1.09,0.03721575005437113,PFU,sp,4
66629,1.1,0.037637686697108576,PFU,sp,4
66630,1.11,0.03806130799034987,PFU,sp,4
66631,1.12,0.03848662054799477,PFU,sp,4
66632,1.1300000000000001,0.038913631008762356,PFU,sp,4
66633,1.1400000000000001,0.039342346036274956,PFU,sp,4
66634,1.1500000000000001,0.03977277231914225,PFU,sp,4
66635,1.16,0.04020491657104565,PFU,sp,4
66636,1.17,0.04063878553082285,PFU,sp,4
66637,1.18,0.04107438596255253,PFU,sp,4
66638,1.19,0.041511724655639404,PFU,sp,4
66639,1.2,0.04195080842489933,PFU,sp,4
66640,1.21,0.04239164411064473,PFU,sp,4
66641,1.22,0.042834238578770154,PFU,sp,4
66642,1.23,0.043278598720838106,PFU,sp,4
66643,1.24,0.04372473145416505,PFU,sp,4
66644,1.25,0.044172643721907566,PFU,sp,4
66645,1.26,0.044622342493148864,PFU,sp,4
66646,1.27,0.04507383476298532,PFU,sp,4
66647,1.28,0.04552712755261335,PFU,sp,4
66648,1.29,0.04598222790941646,PFU,sp,4
66649,1.3,0.04643914290705246,PFU,sp,4
66650,1.31,0.04689787964554092,PFU,sp,4
66651,1.32,0.04735844525135086,PFU,sp,4
66652,1.33,0.04782084687748856,PFU,sp,4
66653,1.34,0.04828509170358566,PFU,sp,4
66654,1.35,0.0487511869359874,PFU,sp,4
66655,1.36,0.049219139807841136,PFU,sp,4
66656,1.37,0.04968895757918498,PFU,sp,4
66657,1.3800000000000001,0.05016064753703669,PFU,sp,4
66658,1.3900000000000001,0.050634216995482775,PFU,sp,4
66659,1.4000000000000001,0.05110967329576778,PFU,sp,4
66660,1.41,0.05158702380638371,PFU,sp,4
66661,1.42,0.05206627592315986,PFU,sp,4
66662,1.43,0.05254743706935256,PFU,sp,4
66663,1.44,0.05303051469573538,PFU,sp,4
66664,1.45,0.053515516280689374,PFU,sp,4
66665,1.46,0.054002449330293585,PFU,sp,4
66666,1.47,0.05449132137841578,PFU,sp,4
66667,1.48,0.0549821399868033,PFU,sp,4
66668,1.49,0.05547491274517418,PFU,sp,4
66669,1.5,0.05596964727130847,PFU,sp,4
66670,1.51,0.0564663512111397,PFU,sp,4
66671,1.52,0.05696503223884658,PFU,sp,4
66672,1.53,0.05746569805694491,PFU,sp,4
66673,1.54,0.057968356396379664,PFU,sp,4
66674,1.55,0.058473015016617266,PFU,sp,4
66675,1.56,0.0589796817057381,PFU,sp,4
66676,1.57,0.059488364280529164,PFU,sp,4
66677,1.58,0.059999070586576955,PFU,sp,4
66678,1.59,0.06051180849836056,PFU,sp,4
66679,1.6,0.06102658591934489,PFU,sp,4
66680,1.61,0.061543410782074155,PFU,sp,4
66681,1.62,0.06206229104826552,PFU,sp,4
66682,1.6300000000000001,0.06258323470890295,PFU,sp,4
66683,1.6400000000000001,0.06310624978433126,PFU,sp,4
66684,1.6500000000000001,0.06363134432435029,PFU,sp,4
66685,1.6600000000000001,0.06415852640830941,PFU,sp,4
66686,1.67,0.06468780414520205,PFU,sp,4
66687,1.68,0.06521918567376059,PFU,sp,4
66688,1.69,0.06575267916255127,PFU,sp,4
66689,1.7,0.06628829281006941,PFU,sp,4
66690,1.71,0.06682603484483476,PFU,sp,4
66691,1.72,0.06736591352548707,PFU,sp,4
66692,1.73,0.06790793714088182,PFU,sp,4
66693,1.74,0.06845211401018618,PFU,sp,4
66694,1.75,0.06899845248297506,PFU,sp,4
66695,1.76,0.06954696093932748,PFU,sp,4
66696,1.77,0.07009764778992299,PFU,sp,4
66697,1.78,0.07065052147613836,PFU,sp,4
66698,1.79,0.07120559047014445,PFU,sp,4
66699,1.8,0.07176286327500321,PFU,sp,4
66700,1.81,0.07232234842476488,PFU,sp,4
66701,1.82,0.07288405448456545,PFU,sp,4
66702,1.83,0.0734479900507241,PFU,sp,4
66703,1.84,0.07401416375084108,PFU,sp,4
66704,1.85,0.07458258424389554,PFU,sp,4
66705,1.86,0.07515326022034373,PFU,sp,4
66706,1.87,0.07572620040221716,PFU,sp,4
66707,1.8800000000000001,0.07630141354322115,PFU,sp,4
66708,1.8900000000000001,0.07687890842883341,PFU,sp,4
66709,1.9000000000000001,0.07745869387640289,PFU,sp,4
66710,1.9100000000000001,0.07804077873524864,PFU,sp,4
66711,1.92,0.07862517188675912,PFU,sp,4
66712,1.93,0.07921188224449138,PFU,sp,4
66713,1.94,0.07980091875427062,PFU,sp,4
66714,1.95,0.08039229039428979,PFU,sp,4
66715,1.96,0.08098600617520947,PFU,sp,4
66716,1.97,0.08158207514025781,PFU,sp,4
66717,1.98,0.08218050636533075,PFU,sp,4
66718,1.99,0.08278130895909228,PFU,sp,4
66719,2.0,0.0833844920630749,PFU,sp,4
66720,2.0100000000000002,0.08399006485178037,PFU,sp,4
66721,2.02,0.08459803653278042,PFU,sp,4
66722,2.0300000000000002,0.0852084163468178,PFU,sp,4
66723,2.04,0.0858212135679073,PFU,sp,4
66724,2.05,0.08643643750343714,PFU,sp,4
66725,2.06,0.08705409749427044,PFU,sp,4
66726,2.07,0.08767420291484662,PFU,sp,4
66727,2.08,0.08829676317328342,PFU,sp,4
66728,2.09,0.08892178771147857,PFU,sp,4
66729,2.1,0.08954928600521211,PFU,sp,4
66730,2.11,0.09017926756424831,PFU,sp,4
66731,2.12,0.0908117419324383,PFU,sp,4
66732,2.13,0.09144671868782236,PFU,sp,4
66733,2.14,0.09208420744273282,PFU,sp,4
66734,2.15,0.09272421784389662,PFU,sp,4
66735,2.16,0.09336675957253845,PFU,sp,4
66736,2.17,0.09401184234448372,PFU,sp,4
66737,2.18,0.09465947591026193,PFU,sp,4
66738,2.19,0.09530967005520989,PFU,sp,4
66739,2.2,0.09596243459957542,PFU,sp,4
66740,2.21,0.09661777939862082,PFU,sp,4
66741,2.22,0.09727571434272687,PFU,sp,4
66742,2.23,0.09793624935749659,PFU,sp,4
66743,2.24,0.09859939440385942,PFU,sp,4
66744,2.25,0.09926515947817534,PFU,sp,4
66745,2.2600000000000002,0.09993355461233928,PFU,sp,4
66746,2.27,0.10060458987388551,PFU,sp,4
66747,2.2800000000000002,0.10127827536609231,PFU,sp,4
66748,2.29,0.10195462122808657,PFU,sp,4
66749,2.3000000000000003,0.10263363763494883,PFU,sp,4
66750,2.31,0.10331533479781799,PFU,sp,4
66751,2.32,0.10399972296399664,PFU,sp,4
66752,2.33,0.10468681241705617,PFU,sp,4
66753,2.34,0.10537661347694201,PFU,sp,4
66754,2.35,0.10606913650007929,PFU,sp,4
66755,2.36,0.1067643918794782,PFU,sp,4
66756,2.37,0.10746239004483985,PFU,sp,4
66757,2.38,0.10816314146266184,PFU,sp,4
66758,2.39,0.10886665663634448,PFU,sp,4
66759,2.4,0.10957294610629645,PFU,sp,4
66760,2.41,0.11028202045004123,PFU,sp,4
66761,2.42,0.11099389028232308,PFU,sp,4
66762,2.43,0.11170856625521358,PFU,sp,4
66763,2.44,0.1124260590582179,PFU,sp,4
66764,2.45,0.11314637941838149,PFU,sp,4
66765,2.46,0.1138695381003965,PFU,sp,4
66766,2.47,0.11459554590670883,PFU,sp,4
66767,2.48,0.11532441367762455,PFU,sp,4
66768,2.49,0.11605615229141725,PFU,sp,4
66769,2.5,0.11679077266443467,PFU,sp,4
66770,2.5100000000000002,0.11752828575120615,PFU,sp,4
66771,2.52,0.11826870254454944,PFU,sp,4
66772,2.5300000000000002,0.11901203407567837,PFU,sp,4
66773,2.54,0.11975829141430985,PFU,sp,4
66774,2.5500000000000003,0.12050748566877165,PFU,sp,4
66775,2.56,0.12125962798610955,PFU,sp,4
66776,2.57,0.12201472955219529,PFU,sp,4
66777,2.58,0.12277280159183405,PFU,sp,4
66778,2.59,0.12353385536887215,PFU,sp,4
66779,2.6,0.12429790218630507,PFU,sp,4
66780,2.61,0.12506495338638507,PFU,sp,4
66781,2.62,0.12583502035072944,PFU,sp,4
66782,2.63,0.12660811450042822,PFU,sp,4
66783,2.64,0.1273842472961526,PFU,sp,4
66784,2.65,0.12816343023826268,PFU,sp,4
66785,2.66,0.12894567486691602,PFU,sp,4
66786,2.67,0.12973099276217573,PFU,sp,4
66787,2.68,0.13051939554411876,PFU,sp,4
66788,2.69,0.13131089487294428,PFU,sp,4
66789,2.7,0.13210550244908223,PFU,sp,4
66790,2.71,0.13290323001330154,PFU,sp,4
66791,2.72,0.13370408934681877,PFU,sp,4
66792,2.73,0.1345080922714066,PFU,sp,4
66793,2.74,0.13531525064950253,PFU,sp,4
66794,2.75,0.13612557638431724,PFU,sp,4
66795,2.7600000000000002,0.1369390814199436,PFU,sp,4
66796,2.77,0.13775577774146502,PFU,sp,4
66797,2.7800000000000002,0.13857567737506435,PFU,sp,4
66798,2.79,0.13939879238813252,PFU,sp,4
66799,2.8000000000000003,0.1402251348893775,PFU,sp,4
66800,2.81,0.1410547170289327,PFU,sp,4
66801,2.82,0.14188755099846626,PFU,sp,4
66802,2.83,0.14272364903128953,PFU,sp,4
66803,2.84,0.14356302340246593,PFU,sp,4
66804,2.85,0.14440568642892,PFU,sp,4
66805,2.86,0.145251650469546,PFU,sp,4
66806,2.87,0.14610092792531698,PFU,sp,4
66807,2.88,0.1469535312393935,PFU,sp,4
66808,2.89,0.14780947289723265,PFU,sp,4
66809,2.9,0.1486687654266966,PFU,sp,4
66810,2.91,0.14953142139816195,PFU,sp,4
66811,2.92,0.15039745342462796,PFU,sp,4
66812,2.93,0.151266874161826,PFU,sp,4
66813,2.94,0.15213969630832783,PFU,sp,4
66814,2.95,0.15301593260565488,PFU,sp,4
66815,2.96,0.15389559583838663,PFU,sp,4
66816,2.97,0.15477869883426962,PFU,sp,4
66817,2.98,0.15566525446432605,PFU,sp,4
66818,2.99,0.15655527564296257,PFU,sp,4
66819,3.0,0.15744877532807885,PFU,sp,4
66820,3.0100000000000002,0.15834576652117643,PFU,sp,4
66821,3.02,0.15924626226746694,PFU,sp,4
66822,3.0300000000000002,0.16015027565598106,PFU,sp,4
66823,3.04,0.16105781981967665,PFU,sp,4
66824,3.0500000000000003,0.1619689079355476,PFU,sp,4
66825,3.06,0.16288355322473186,PFU,sp,4
66826,3.0700000000000003,0.16380176895262008,PFU,sp,4
66827,3.08,0.16472356842896368,PFU,sp,4
66828,3.09,0.16564896500798332,PFU,sp,4
66829,3.1,0.16657797208847683,PFU,sp,4
66830,3.11,0.16751060311392743,PFU,sp,4
66831,3.12,0.16844687157261182,PFU,sp,4
66832,3.13,0.16938679099770787,PFU,sp,4
66833,3.14,0.17033037496740291,PFU,sp,4
66834,3.15,0.17127763710500105,PFU,sp,4
66835,3.16,0.1722285910790313,PFU,sp,4
66836,3.17,0.17318325060335482,PFU,sp,4
66837,3.18,0.17414162943727285,PFU,sp,4
66838,3.19,0.17510374138563362,PFU,sp,4
66839,3.2,0.17606960029894023,PFU,sp,4
66840,3.21,0.17703922007345735,PFU,sp,4
66841,3.22,0.17801261465131882,PFU,sp,4
66842,3.23,0.17898979802063417,PFU,sp,4
66843,3.24,0.17997078421559592,PFU,sp,4
66844,3.25,0.180955587316586,PFU,sp,4
66845,3.2600000000000002,0.1819442214502828,PFU,sp,4
66846,3.27,0.18293670078976718,PFU,sp,4
66847,3.2800000000000002,0.18393303955462934,PFU,sp,4
66848,3.29,0.18493325201107463,PFU,sp,4
66849,3.3000000000000003,0.1859373524720301,PFU,sp,4
66850,3.31,0.18694535529725007,PFU,sp,4
66851,3.3200000000000003,0.18795727489342226,PFU,sp,4
66852,3.33,0.1889731257142732,PFU,sp,4
66853,3.34,0.189992922260674,PFU,sp,4
66854,3.35,0.19101667908074554,PFU,sp,4
66855,3.36,0.19204441076996365,PFU,sp,4
66856,3.37,0.1930761319712643,PFU,sp,4
66857,3.38,0.19411185737514824,PFU,sp,4
66858,3.39,0.19515160171978585,PFU,sp,4
66859,3.4,0.19619537979112148,PFU,sp,4
66860,3.41,0.197243206422978,PFU,sp,4
66861,3.42,0.19829509649716065,PFU,sp,4
66862,3.43,0.1993510649435612,PFU,sp,4
66863,3.44,0.20041112674026146,PFU,sp,4
66864,3.45,0.2014752969136371,PFU,sp,4
66865,3.46,0.20254359053846072,PFU,sp,4
66866,3.47,0.20361602273800505,PFU,sp,4
66867,3.48,0.20469260868414582,PFU,sp,4
66868,3.49,0.20577336359746465,PFU,sp,4
66869,3.5,0.20685830274735104,PFU,sp,4
66870,3.5100000000000002,0.20794744145210517,PFU,sp,4
66871,3.52,0.2090407950790394,PFU,sp,4
66872,3.5300000000000002,0.21013837904458033,PFU,sp,4
66873,3.54,0.21124020881437008,PFU,sp,4
66874,3.5500000000000003,0.2123462999033679,PFU,sp,4
66875,3.56,0.21345666787595058,PFU,sp,4
66876,3.5700000000000003,0.2145713283460139,PFU,sp,4
66877,3.58,0.21569029697707254,PFU,sp,4
66878,3.59,0.21681358948236062,PFU,sp,4
66879,3.6,0.21794122162493165,PFU,sp,4
66880,3.61,0.2190732092177578,PFU,sp,4
66881,3.62,0.22020956812382994,PFU,sp,4
66882,3.63,0.22135031425625604,PFU,sp,4
66883,3.64,0.22249546357836059,PFU,sp,4
66884,3.65,0.2236450321037825,PFU,sp,4
66885,3.66,0.22479903589657393,PFU,sp,4
66886,3.67,0.22595749107129764,PFU,sp,4
66887,3.68,0.22712041379312492,PFU,sp,4
66888,3.69,0.2282878202779326,PFU,sp,4
66889,3.7,0.2294597267924002,PFU,sp,4
66890,3.71,0.23063614965410636,PFU,sp,4
66891,3.72,0.23181710523162527,PFU,sp,4
66892,3.73,0.2330026099446224,PFU,sp,4
66893,3.74,0.23419268026395035,PFU,sp,4
66894,3.75,0.2353873327117436,PFU,sp,4
66895,3.7600000000000002,0.23658658386151418,PFU,sp,4
66896,3.77,0.2377904503382452,PFU,sp,4
66897,3.7800000000000002,0.2389989488184859,PFU,sp,4
66898,3.79,0.24021209603044474,PFU,sp,4
66899,3.8000000000000003,0.2414299087540833,PFU,sp,4
66900,3.81,0.24265240382120876,PFU,sp,4
66901,3.8200000000000003,0.24387959811556706,PFU,sp,4
66902,3.83,0.24511150857293468,PFU,sp,4
66903,3.84,0.2463481521812107,PFU,sp,4
66904,3.85,0.24758954598050817,PFU,sp,4
66905,3.86,0.24883570706324493,PFU,sp,4
66906,3.87,0.25008665257423446,PFU,sp,4
66907,3.88,0.25134239971077577,PFU,sp,4
66908,3.89,0.25260296572274327,PFU,sp,4
66909,3.9,0.2538683679126759,PFU,sp,4
66910,3.91,0.2551386236358663,PFU,sp,4
66911,3.92,0.2564137503004485,PFU,sp,4
66912,3.93,0.2576937653674867,PFU,sp,4
66913,3.94,0.2589786863510622,PFU,sp,4
66914,3.95,0.26026853081836027,PFU,sp,4
66915,3.96,0.2615633163897571,PFU,sp,4
66916,3.97,0.26286306073890575,PFU,sp,4
66917,3.98,0.2641677815928212,PFU,sp,4
66918,3.99,0.26547749673196624,PFU,sp,4
66919,4.0,0.266792223990335,PFU,sp,4
66920,4.01,0.268111981255538,PFU,sp,4
66921,4.0200000000000005,0.2694367864688852,PFU,sp,4
66922,4.03,0.27076665762546864,PFU,sp,4
66923,4.04,0.27210161277424577,PFU,sp,4
66924,4.05,0.2734416700181207,PFU,sp,4
66925,4.0600000000000005,0.27478684751402616,PFU,sp,4
66926,4.07,0.27613716347300343,PFU,sp,4
66927,4.08,0.2774926361602839,PFU,sp,4
66928,4.09,0.27885328389536806,PFU,sp,4
66929,4.1,0.2802191250521046,PFU,sp,4
66930,4.11,0.2815901780587697,PFU,sp,4
66931,4.12,0.28296646139814385,PFU,sp,4
66932,4.13,0.2843479936075908,PFU,sp,4
66933,4.14,0.28573479327913315,PFU,sp,4
66934,4.15,0.28712687905952955,PFU,sp,4
66935,4.16,0.28852426965034933,PFU,sp,4
66936,4.17,0.2899269838080485,PFU,sp,4
66937,4.18,0.2913350403440436,PFU,sp,4
66938,4.19,0.2927484581247857,PFU,sp,4
66939,4.2,0.2941672560718331,PFU,sp,4
66940,4.21,0.29559145316192437,PFU,sp,4
66941,4.22,0.2970210684270501,PFU,sp,4
66942,4.23,0.29845612095452384,PFU,sp,4
66943,4.24,0.29989662988705235,PFU,sp,4
66944,4.25,0.30134261442280635,PFU,sp,4
66945,4.26,0.30279409381548883,PFU,sp,4
66946,4.2700000000000005,0.30425108737440404,PFU,sp,4
66947,4.28,0.30571361446452466,PFU,sp,4
66948,4.29,0.30718169450655963,PFU,sp,4
66949,4.3,0.30865534697701996,PFU,sp,4
66950,4.3100000000000005,0.31013459140828487,PFU,sp,4
66951,4.32,0.3116194473886658,PFU,sp,4
66952,4.33,0.31310993456247166,PFU,sp,4
66953,4.34,0.3146060726300718,PFU,sp,4
66954,4.3500000000000005,0.31610788134795853,PFU,sp,4
66955,4.36,0.3176153805288092,PFU,sp,4
66956,4.37,0.3191285900415476,PFU,sp,4
66957,4.38,0.3206475298114041,PFU,sp,4
66958,4.39,0.3221722198199753,PFU,sp,4
66959,4.4,0.32370268010528314,PFU,sp,4
66960,4.41,0.32523893076183225,PFU,sp,4
66961,4.42,0.326780991940668,PFU,sp,4
66962,4.43,0.32832888384943254,PFU,sp,4
66963,4.44,0.32988262675242047,PFU,sp,4
66964,4.45,0.3314422409706332,PFU,sp,4
66965,4.46,0.33300774688183354,PFU,sp,4
66966,4.47,0.3345791649205987,PFU,sp,4
66967,4.48,0.33615651557837206,PFU,sp,4
66968,4.49,0.3377398194035147,PFU,sp,4
66969,4.5,0.3393290970013565,PFU,sp,4
66970,4.51,0.3409243690342449,PFU,sp,4
66971,4.5200000000000005,0.3425256562215944,PFU,sp,4
66972,4.53,0.34413297933993375,PFU,sp,4
66973,4.54,0.3457463592229534,PFU,sp,4
66974,4.55,0.3473658167615512,PFU,sp,4
66975,4.5600000000000005,0.34899137290387816,PFU,sp,4
66976,4.57,0.35062304865538146,PFU,sp,4
66977,4.58,0.35226086507884896,PFU,sp,4
66978,4.59,0.35390484329445066,PFU,sp,4
66979,4.6000000000000005,0.3555550044797807,PFU,sp,4
66980,4.61,0.35721136986989693,PFU,sp,4
66981,4.62,0.35887396075736117,PFU,sp,4
66982,4.63,0.3605427984922771,PFU,sp,4
66983,4.64,0.36221790448232816,PFU,sp,4
66984,4.65,0.3638993001928136,PFU,sp,4
66985,4.66,0.36558700714668385,PFU,sp,4
66986,4.67,0.3672810469245755,PFU,sp,4
66987,4.68,0.36898144116484444,PFU,sp,4
66988,4.69,0.3706882115635981,PFU,sp,4
66989,4.7,0.37240137987472666,PFU,sp,4
66990,4.71,0.3741209679099338,PFU,sp,4
66991,4.72,0.37584699753876566,PFU,sp,4
66992,4.73,0.37757949068863916,PFU,sp,4
66993,4.74,0.3793184693448684,PFU,sp,4
66994,4.75,0.3810639555506918,PFU,sp,4
66995,4.76,0.38281597140729606,PFU,sp,4
66996,4.7700000000000005,0.3845745390738404,PFU,sp,4
66997,4.78,0.38633968076747893,PFU,sp,4
66998,4.79,0.38811141876338245,PFU,sp,4
