,Time,Concentration,Bioagent,Type,Sampling
0,0.0,22000000.0,CFU,wt,0
1,0.01,22094384.26358853,CFU,wt,0
2,0.02,22189166.573875003,CFU,wt,0
3,0.03,22284348.550391853,CFU,wt,0
4,0.04,22379931.81875231,CFU,wt,0
5,0.05,22475918.0106688,CFU,wt,0
6,0.06,22572308.763971385,CFU,wt,0
7,0.07,22669105.722626206,CFU,wt,0
8,0.08,22766310.536753923,CFU,wt,0
9,0.09,22863924.862648204,CFU,wt,0
10,0.1,22961950.3627942,CFU,wt,0
11,0.11,23060388.70588705,CFU,wt,0
12,0.12,23159241.566850375,CFU,wt,0
13,0.13,23258510.626854826,CFU,wt,0
14,0.14,23358197.573336598,CFU,wt,0
15,0.15,23458304.100015998,CFU,wt,0
16,0.16,23558831.906915985,CFU,wt,0
17,0.17,23659782.700380743,CFU,wt,0
18,0.18,23761158.19309427,CFU,wt,0
19,0.19,23862960.104098946,CFU,wt,0
20,0.2,23965190.158814166,CFU,wt,0
21,0.21,24067850.089054905,CFU,wt,0
22,0.22,24170941.633050364,CFU,wt,0
23,0.23,24274466.535462584,CFU,wt,0
24,0.24,24378426.54740507,CFU,wt,0
25,0.25,24482823.42646143,CFU,wt,0
26,0.26,24587658.93670401,CFU,wt,0
27,0.27,24692934.848712567,CFU,wt,0
28,0.28,24798652.9395929,CFU,wt,0
29,0.29,24904814.992995508,CFU,wt,0
30,0.3,25011422.799134262,CFU,wt,0
31,0.31,25118478.154805064,CFU,wt,0
32,0.32,25225982.863404516,CFU,wt,0
33,0.33,25333938.73494859,CFU,wt,0
34,0.34,25442347.58609129,CFU,wt,0
35,0.35000000000000003,25551211.24014336,CFU,wt,0
36,0.36,25660531.527090907,CFU,wt,0
37,0.37,25770310.283614114,CFU,wt,0
38,0.38,25880549.35310589,CFU,wt,0
39,0.39,25991250.585690558,CFU,wt,0
40,0.4,26102415.83824251,CFU,wt,0
41,0.41000000000000003,26214046.974404883,CFU,wt,0
42,0.42,26326145.86460822,CFU,wt,0
43,0.43,26438714.386089135,CFU,wt,0
44,0.44,26551754.422908958,CFU,wt,0
45,0.45,26665267.8659724,CFU,wt,0
46,0.46,26779256.613046177,CFU,wt,0
47,0.47000000000000003,26893722.568777677,CFU,wt,0
48,0.48,27008667.64471357,CFU,wt,0
49,0.49,27124093.759318434,CFU,wt,0
50,0.5,27240002.83799338,CFU,wt,0
51,0.51,27356396.813094653,CFU,wt,0
52,0.52,27473277.62395223,CFU,wt,0
53,0.53,27590647.216888398,CFU,wt,0
54,0.54,27708507.545236345,CFU,wt,0
55,0.55,27826860.569358706,CFU,wt,0
56,0.56,27945708.256666124,CFU,wt,0
57,0.5700000000000001,28065052.581635784,CFU,wt,0
58,0.58,28184895.525829937,CFU,wt,0
59,0.59,28305239.077914406,CFU,wt,0
60,0.6,28426085.233677085,CFU,wt,0
61,0.61,28547435.9960464,CFU,wt,0
62,0.62,28669293.375109784,CFU,wt,0
63,0.63,28791659.388132107,CFU,wt,0
64,0.64,28914536.0595741,CFU,wt,0
65,0.65,29037925.421110775,CFU,wt,0
66,0.66,29161829.51164978,CFU,wt,0
67,0.67,29286250.377349775,CFU,wt,0
68,0.68,29411190.071638767,CFU,wt,0
69,0.6900000000000001,29536650.655232437,CFU,wt,0
70,0.7000000000000001,29662634.19615242,CFU,wt,0
71,0.71,29789142.769744575,CFU,wt,0
72,0.72,29916178.458697245,CFU,wt,0
73,0.73,30043743.35305945,CFU,wt,0
74,0.74,30171839.550259084,CFU,wt,0
75,0.75,30300469.1551211,CFU,wt,0
76,0.76,30429634.27988561,CFU,wt,0
77,0.77,30559337.044226006,CFU,wt,0
78,0.78,30689579.575267036,CFU,wt,0
79,0.79,30820364.00760284,CFU,wt,0
80,0.8,30951692.483314965,CFU,wt,0
81,0.81,31083567.151990324,CFU,wt,0
82,0.8200000000000001,31215990.170739163,CFU,wt,0
83,0.8300000000000001,31348963.704212956,CFU,wt,0
84,0.84,31482489.924622267,CFU,wt,0
85,0.85,31616571.011754602,CFU,wt,0
86,0.86,31751209.15299219,CFU,wt,0
87,0.87,31886406.543329738,CFU,wt,0
88,0.88,32022165.385392163,CFU,wt,0
89,0.89,32158487.889452256,CFU,wt,0
90,0.9,32295376.27344831,CFU,wt,0
91,0.91,32432832.76300173,CFU,wt,0
92,0.92,32570859.591434553,CFU,wt,0
93,0.93,32709458.999786977,CFU,wt,0
94,0.9400000000000001,32848633.23683479,CFU,wt,0
95,0.9500000000000001,32988384.559106797,CFU,wt,0
96,0.96,33128715.23090217,CFU,wt,0
97,0.97,33269627.52430777,CFU,wt,0
98,0.98,33411123.71921538,CFU,wt,0
99,0.99,33553206.103338946,CFU,wt,0
100,1.0,33695876.972231716,CFU,wt,0
101,1.01,33839138.62930334,CFU,wt,0
102,1.02,33982993.38583692,CFU,wt,0
103,1.03,34127443.56100601,CFU,wt,0
104,1.04,34272491.481891535,CFU,wt,0
105,1.05,34418139.483498685,CFU,wt,0
106,1.06,34564389.90877372,CFU,wt,0
107,1.07,34711245.10862072,CFU,wt,0
108,1.08,34858707.44191829,CFU,wt,0
109,1.09,35006779.27553619,CFU,wt,0
110,1.1,35155462.9843519,CFU,wt,0
111,1.11,35304760.95126714,CFU,wt,0
112,1.12,35454675.56722426,CFU,wt,0
113,1.1300000000000001,35605209.231222644,CFU,wt,0
114,1.1400000000000001,35756364.35033502,CFU,wt,0
115,1.1500000000000001,35908143.33972365,CFU,wt,0
116,1.16,36060548.622656494,CFU,wt,0
117,1.17,36213582.63052335,CFU,wt,0
118,1.18,36367247.80285178,CFU,wt,0
119,1.19,36521546.5873231,CFU,wt,0
120,1.2,36676481.43978821,CFU,wt,0
121,1.21,36832054.8242834,CFU,wt,0
122,1.22,36988269.21304603,CFU,wt,0
123,1.23,37145127.08653015,CFU,wt,0
124,1.24,37302630.933422066,CFU,wt,0
125,1.25,37460783.250655755,CFU,wt,0
126,1.26,37619586.54342824,CFU,wt,0
127,1.27,37779043.325214915,CFU,wt,0
128,1.28,37939156.1177847,CFU,wt,0
129,1.29,38099927.45121514,CFU,wt,0
130,1.3,38261359.863907486,CFU,wt,0
131,1.31,38423455.90260153,CFU,wt,0
132,1.32,38586218.122390516,CFU,wt,0
133,1.33,38749649.08673583,CFU,wt,0
134,1.34,38913751.36748165,CFU,wt,0
135,1.35,39078527.54486952,CFU,wt,0
136,1.36,39243980.20755273,CFU,wt,0
137,1.37,39410111.952610746,CFU,wt,0
138,1.3800000000000001,39576925.38556337,CFU,wt,0
139,1.3900000000000001,39744423.12038494,CFU,wt,0
140,1.4000000000000001,39912607.779518306,CFU,wt,0
141,1.41,40081481.99388882,CFU,wt,0
142,1.42,40251048.40291811,CFU,wt,0
143,1.43,40421309.65453779,CFU,wt,0
144,1.44,40592268.4052031,CFU,wt,0
145,1.45,40763927.31990632,CFU,wt,0
146,1.46,40936289.0721902,CFU,wt,0
147,1.47,41109356.34416121,CFU,wt,0
148,1.48,41283131.826502636,CFU,wt,0
149,1.49,41457618.218487605,CFU,wt,0
150,1.5,41632818.227992035,CFU,wt,0
151,1.51,41808734.571507335,CFU,wt,0
152,1.52,41985369.9741531,CFU,wt,0
153,1.53,42162727.169689626,CFU,wt,0
154,1.54,42340808.90053027,CFU,wt,0
155,1.55,42519617.917753786,CFU,wt,0
156,1.56,42699156.98111638,CFU,wt,0
157,1.57,42879428.85906375,CFU,wt,0
158,1.58,43060436.32874297,CFU,wt,0
159,1.59,43242182.176014185,CFU,wt,0
160,1.6,43424669.19546222,CFU,wt,0
161,1.61,43607900.190408,CFU,wt,0
162,1.62,43791877.972919926,CFU,wt,0
163,1.6300000000000001,43976605.363824986,CFU,wt,0
164,1.6400000000000001,44162085.19271977,CFU,wt,0
165,1.6500000000000001,44348320.297981404,CFU,wt,0
166,1.6600000000000001,44535313.52677819,CFU,wt,0
167,1.67,44723067.73508024,CFU,wt,0
168,1.68,44911585.78766989,CFU,wt,0
169,1.69,45100870.55815194,CFU,wt,0
170,1.7,45290924.92896376,CFU,wt,0
171,1.71,45481751.79138528,CFU,wt,0
172,1.72,45673354.04554873,CFU,wt,0
173,1.73,45865734.6004483,CFU,wt,0
174,1.74,46058896.3739496,CFU,wt,0
175,1.75,46252842.29279893,CFU,wt,0
176,1.76,46447575.29263241,CFU,wt,0
177,1.77,46643098.31798498,CFU,wt,0
178,1.78,46839414.32229913,CFU,wt,0
179,1.79,47036526.26793354,CFU,wt,0
180,1.8,47234437.126171514,CFU,wt,0
181,1.81,47433149.87722921,CFU,wt,0
182,1.82,47632667.510263726,CFU,wt,0
183,1.83,47832993.02338101,CFU,wt,0
184,1.84,48034129.42364354,CFU,wt,0
185,1.85,48236079.727077834,CFU,wt,0
186,1.86,48438846.95868184,CFU,wt,0
187,1.87,48642434.15243199,CFU,wt,0
188,1.8800000000000001,48846844.351290196,CFU,wt,0
189,1.8900000000000001,49052080.607210614,CFU,wt,0
190,1.9000000000000001,49258145.98114615,CFU,wt,0
191,1.9100000000000001,49465043.54305484,CFU,wt,0
192,1.92,49672776.37190598,CFU,wt,0
193,1.93,49881347.55568612,CFU,wt,0
194,1.94,50090760.19140474,CFU,wt,0
195,1.95,50301017.3850998,CFU,wt,0
196,1.96,50512122.25184309,CFU,wt,0
197,1.97,50724077.915745296,CFU,wt,0
198,1.98,50936887.50996091,CFU,wt,0
199,1.99,51150554.17669291,CFU,wt,0
200,2.0,51365081.067197174,CFU,wt,0
201,2.0100000000000002,51580471.34178674,CFU,wt,0
202,2.02,51796728.16983581,CFU,wt,0
203,2.0300000000000002,52013854.729783535,CFU,wt,0
204,2.04,52231854.209137484,CFU,wt,0
205,2.05,52450729.80447708,CFU,wt,0
206,2.06,52670484.72145662,CFU,wt,0
207,2.07,52891122.174808055,CFU,wt,0
208,2.08,53112645.38834372,CFU,wt,0
209,2.09,53335057.59495858,CFU,wt,0
210,2.1,53558362.03663246,CFU,wt,0
211,2.11,53782561.96443179,CFU,wt,0
212,2.12,54007660.63851133,CFU,wt,0
213,2.13,54233661.328115456,CFU,wt,0
214,2.14,54460567.31157936,CFU,wt,0
215,2.15,54688381.87632983,CFU,wt,0
216,2.16,54917108.31888594,CFU,wt,0
217,2.17,55146749.94485924,CFU,wt,0
218,2.18,55377310.06895399,CFU,wt,0
219,2.19,55608792.01496687,CFU,wt,0
220,2.2,55841199.11578653,CFU,wt,0
221,2.21,56074534.71339286,CFU,wt,0
222,2.22,56308802.158856,CFU,wt,0
223,2.23,56544004.812334985,CFU,wt,0
224,2.24,56780146.04307625,CFU,wt,0
225,2.25,57017229.22941172,CFU,wt,0
226,2.2600000000000002,57255257.75875673,CFU,wt,0
227,2.27,57494235.0276075,CFU,wt,0
228,2.2800000000000002,57734164.44153853,CFU,wt,0
229,2.29,57975049.41519949,CFU,wt,0
230,2.3000000000000003,58216893.372311994,CFU,wt,0
231,2.31,58459699.74566592,CFU,wt,0
232,2.32,58703471.97711554,CFU,wt,0
233,2.33,58948213.517575294,CFU,wt,0
234,2.34,59193927.827015236,CFU,wt,0
235,2.35,59440618.37445627,CFU,wt,0
236,2.36,59688288.63796492,CFU,wt,0
237,2.37,59936942.10464792,CFU,wt,0
238,2.38,60186582.2706464,CFU,wt,0
239,2.39,60437212.641129814,CFU,wt,0
240,2.4,60688836.73028946,CFU,wt,0
241,2.41,60941458.06133177,CFU,wt,0
242,2.42,61195080.166471176,CFU,wt,0
243,2.43,61449706.58692273,CFU,wt,0
244,2.44,61705340.87289428,CFU,wt,0
245,2.45,61961986.58357847,CFU,wt,0
246,2.46,62219647.28714416,CFU,wt,0
247,2.47,62478326.56072779,CFU,wt,0
248,2.48,62738027.99042412,CFU,wt,0
249,2.49,62998755.1712768,CFU,wt,0
250,2.5,63260511.70726849,CFU,wt,0
251,2.5100000000000002,63523301.21131072,CFU,wt,0
252,2.52,63787127.30523325,CFU,wt,0
253,2.5300000000000002,64051993.61977321,CFU,wt,0
254,2.54,64317903.79456373,CFU,wt,0
255,2.5500000000000003,64584861.47812239,CFU,wt,0
256,2.56,64852870.32783905,CFU,wt,0
257,2.57,65121934.00996351,CFU,wt,0
258,2.58,65392056.19959277,CFU,wt,0
259,2.59,65663240.5806577,CFU,wt,0
260,2.6,65935490.845909625,CFU,wt,0
261,2.61,66208810.69690629,CFU,wt,0
262,2.62,66483203.84399757,CFU,wt,0
263,2.63,66758674.00631067,CFU,wt,0
264,2.64,67035224.91173506,CFU,wt,0
265,2.65,67312860.29690684,CFU,wt,0
266,2.66,67591583.90719293,CFU,wt,0
267,2.67,67871399.49667452,CFU,wt,0
268,2.68,68152310.82813057,CFU,wt,0
269,2.69,68434321.67302035,CFU,wt,0
270,2.7,68717435.81146605,CFU,wt,0
271,2.71,69001657.03223462,CFU,wt,0
272,2.72,69286989.13271946,CFU,wt,0
273,2.73,69573435.9189214,CFU,wt,0
274,2.74,69861001.2054295,CFU,wt,0
275,2.75,70149688.81540127,CFU,wt,0
276,2.7600000000000002,70439502.58054252,CFU,wt,0
277,2.77,70730446.34108667,CFU,wt,0
278,2.7800000000000002,71022523.94577377,CFU,wt,0
279,2.79,71315739.25182886,CFU,wt,0
280,2.8000000000000003,71610096.12494023,CFU,wt,0
281,2.81,71905598.4392367,CFU,wt,0
282,2.82,72202250.077265,CFU,wt,0
283,2.83,72500054.92996627,CFU,wt,0
284,2.84,72799016.8966523,CFU,wt,0
285,2.85,73099139.88498126,CFU,wt,0
286,2.86,73400427.81093292,CFU,wt,0
287,2.87,73702884.59878343,CFU,wt,0
288,2.88,74006514.18107969,CFU,wt,0
289,2.89,74311320.49861299,CFU,wt,0
290,2.9,74617307.50039247,CFU,wt,0
291,2.91,74924479.14361793,CFU,wt,0
292,2.92,75232839.3936521,CFU,wt,0
293,2.93,75542392.2239926,CFU,wt,0
294,2.94,75853141.61624314,CFU,wt,0
295,2.95,76165091.56008442,CFU,wt,0
296,2.96,76478246.05324449,CFU,wt,0
297,2.97,76792609.10146849,CFU,wt,0
298,2.98,77108184.71848801,CFU,wt,0
299,2.99,77424976.92598984,CFU,wt,0
300,3.0,77742989.75358419,CFU,wt,0
301,3.0100000000000002,78062227.23877254,CFU,wt,0
302,3.02,78382693.42691465,CFU,wt,0
303,3.0300000000000002,78704392.37119544,CFU,wt,0
304,3.04,79027328.1325909,CFU,wt,0
305,3.0500000000000003,79351504.77983391,CFU,wt,0
306,3.06,79676926.38937907,CFU,wt,0
307,3.0700000000000003,80003597.04536732,CFU,wt,0
308,3.08,80331520.83958983,CFU,wt,0
309,3.09,80660701.87145147,CFU,wt,0
310,3.1,80991144.24793348,CFU,wt,0
311,3.11,81322852.08355588,CFU,wt,0
312,3.12,81655829.5003391,CFU,wt,0
313,3.13,81990080.62776513,CFU,wt,0
314,3.14,82325609.60273807,CFU,wt,0
315,3.15,82662420.56954403,CFU,wt,0
316,3.16,83000517.6798107,CFU,wt,0
317,3.17,83339905.09246595,CFU,wt,0
318,3.18,83680586.97369619,CFU,wt,0
319,3.19,84022567.49690391,CFU,wt,0
320,3.2,84365850.84266481,CFU,wt,0
321,3.21,84710441.19868408,CFU,wt,0
322,3.22,85056342.75975241,CFU,wt,0
323,3.23,85403559.72770098,CFU,wt,0
324,3.24,85752096.31135628,CFU,wt,0
325,3.25,86101956.72649394,CFU,wt,0
326,3.2600000000000002,86453145.19579223,CFU,wt,0
327,3.27,86805665.9487846,CFU,wt,0
328,3.2800000000000002,87159523.22181213,CFU,wt,0
329,3.29,87514721.25797461,CFU,wt,0
330,3.3000000000000003,87871264.30708174,CFU,wt,0
331,3.31,88229156.62560315,CFU,wt,0
332,3.3200000000000003,88588402.47661807,CFU,wt,0
333,3.33,88949006.12976412,CFU,wt,0
334,3.34,89310971.86118579,CFU,wt,0
335,3.35,89674303.9534819,CFU,wt,0
336,3.36,90039006.69565257,CFU,wt,0
337,3.37,90405084.3830457,CFU,wt,0
338,3.38,90772541.31730233,CFU,wt,0
339,3.39,91141381.80630186,CFU,wt,0
340,3.4,91511610.16410623,CFU,wt,0
341,3.41,91883230.71090356,CFU,wt,0
342,3.42,92256247.77295104,CFU,wt,0
343,3.43,92630665.68251736,CFU,wt,0
344,3.44,93006488.77782406,CFU,wt,0
345,3.45,93383721.40298656,CFU,wt,0
346,3.46,93762367.90795425,CFU,wt,0
347,3.47,94142432.64845009,CFU,wt,0
348,3.48,94523919.98590925,CFU,wt,0
349,3.49,94906834.28741734,CFU,wt,0
350,3.5,95291179.92564759,CFU,wt,0
351,3.5100000000000002,95676961.27879769,CFU,wt,0
352,3.52,96064182.7305256,CFU,wt,0
353,3.5300000000000002,96452848.66988482,CFU,wt,0
354,3.54,96842963.49125881,CFU,wt,0
355,3.5500000000000003,97234531.59429489,CFU,wt,0
356,3.56,97627557.38383704,CFU,wt,0
357,3.5700000000000003,98022045.26985845,CFU,wt,0
358,3.58,98417999.66739284,CFU,wt,0
359,3.59,98815424.99646538,CFU,wt,0
360,3.6,99214325.68202281,CFU,wt,0
361,3.61,99614706.15386252,CFU,wt,0
362,3.62,100016570.84656137,CFU,wt,0
363,3.63,100419924.1994033,CFU,wt,0
364,3.64,100824770.65630643,CFU,wt,0
365,3.65,101231114.6657493,CFU,wt,0
366,3.66,101638960.68069638,CFU,wt,0
367,3.67,102048313.1585228,CFU,wt,0
368,3.68,102459176.56093827,CFU,wt,0
369,3.69,102871555.35391022,CFU,wt,0
370,3.7,103285454.00758632,CFU,wt,0
371,3.71,103700876.99621584,CFU,wt,0
372,3.72,104117828.79807067,CFU,wt,0
373,3.73,104536313.8953652,CFU,wt,0
374,3.74,104956336.77417558,CFU,wt,0
375,3.75,105377901.9243581,CFU,wt,0
376,3.7600000000000002,105801013.83946683,CFU,wt,0
377,3.77,106225677.01667032,CFU,wt,0
378,3.7800000000000002,106651895.95666775,CFU,wt,0
379,3.79,107079675.1636039,CFU,wt,0
380,3.8000000000000003,107509019.14498368,CFU,wt,0
381,3.81,107939932.41158547,CFU,wt,0
382,3.8200000000000003,108372419.477374,CFU,wt,0
383,3.83,108806484.85941204,CFU,wt,0
384,3.84,109242133.07777165,CFU,wt,0
385,3.85,109679368.65544416,CFU,wt,0
386,3.86,110118196.11824962,CFU,wt,0
387,3.87,110558619.99474545,CFU,wt,0
388,3.88,111000644.81613383,CFU,wt,0
389,3.89,111444275.1161688,CFU,wt,0
390,3.9,111889515.43106207,CFU,wt,0
391,3.91,112336370.29938821,CFU,wt,0
392,3.92,112784844.26198885,CFU,wt,0
393,3.93,113234941.86187612,CFU,wt,0
394,3.94,113686667.64413513,CFU,wt,0
395,3.95,114140026.15582576,CFU,wt,0
396,3.96,114595021.94588324,CFU,wt,0
397,3.97,115051659.56501831,CFU,wt,0
398,3.98,115509943.56561601,CFU,wt,0
399,3.99,115969878.50163409,CFU,wt,0
400,4.0,116431468.92850006,CFU,wt,0
401,4.01,116894719.40300772,CFU,wt,0
402,4.0200000000000005,117359634.48321268,CFU,wt,0
403,4.03,117826218.72832681,CFU,wt,0
404,4.04,118294476.69861212,CFU,wt,0
405,4.05,118764412.95527354,CFU,wt,0
406,4.0600000000000005,119236032.0603508,CFU,wt,0
407,4.07,119709338.57660939,CFU,wt,0
408,4.08,120184337.06743078,CFU,wt,0
409,4.09,120661032.0967016,CFU,wt,0
410,4.1,121139428.2287019,CFU,wt,0
411,4.11,121619530.02799255,CFU,wt,0
412,4.12,122101342.05930151,CFU,wt,0
413,4.13,122584868.88740975,CFU,wt,0
414,4.14,123070115.07703553,CFU,wt,0
415,4.15,123557085.19271834,CFU,wt,0
416,4.16,124045783.79870133,CFU,wt,0
417,4.17,124536215.45881358,CFU,wt,0
418,4.18,125028384.73635069,CFU,wt,0
419,4.19,125522296.19395493,CFU,wt,0
420,4.2,126017954.39349408,CFU,wt,0
421,4.21,126515363.8959398,CFU,wt,0
422,4.22,127014529.2612446,CFU,wt,0
423,4.23,127515455.04821815,CFU,wt,0
424,4.24,128018145.81440242,CFU,wt,0
425,4.25,128522606.11594623,CFU,wt,0
426,4.26,129028840.5074785,CFU,wt,0
427,4.2700000000000005,129536853.5419807,CFU,wt,0
428,4.28,130046649.77065821,CFU,wt,0
429,4.29,130558233.74281111,CFU,wt,0
430,4.3,131071610.00570357,CFU,wt,0
431,4.3100000000000005,131586783.10443252,CFU,wt,0
432,4.32,132103757.58179517,CFU,wt,0
433,4.33,132622537.97815596,CFU,wt,0
434,4.34,133143128.83131209,CFU,wt,0
435,4.3500000000000005,133665534.6763584,CFU,wt,0
436,4.36,134189760.04555102,CFU,wt,0
437,4.37,134715809.46817043,CFU,wt,0
438,4.38,135243687.4703831,CFU,wt,0
439,4.39,135773398.57510263,CFU,wt,0
440,4.4,136304947.30184948,CFU,wt,0
441,4.41,136838338.1666099,CFU,wt,0
442,4.42,137373575.68169418,CFU,wt,0
443,4.43,137910664.35559332,CFU,wt,0
444,4.44,138449608.69283545,CFU,wt,0
445,4.45,138990413.1938404,CFU,wt,0
446,4.46,139533082.35477427,CFU,wt,0
447,4.47,140077620.6674022,CFU,wt,0
448,4.48,140624032.6189407,CFU,wt,0
449,4.49,141172322.6919086,CFU,wt,0
450,4.5,141722495.36397737,CFU,wt,0
451,4.51,142274555.10782033,CFU,wt,0
452,4.5200000000000005,142828506.39096075,CFU,wt,0
453,4.53,143384353.67561898,CFU,wt,0
454,4.54,143942101.41855898,CFU,wt,0
455,4.55,144501754.07093337,CFU,wt,0
456,4.5600000000000005,145063316.07812777,CFU,wt,0
457,4.57,145626791.87960398,CFU,wt,0
458,4.58,146192185.90874255,CFU,wt,0
459,4.59,146759502.5926838,CFU,wt,0
460,4.6000000000000005,147328746.3521685,CFU,wt,0
461,4.61,147899921.6013768,CFU,wt,0
462,4.62,148473032.74776706,CFU,wt,0
463,4.63,149048084.191913,CFU,wt,0
464,4.64,149625080.3273402,CFU,wt,0
465,4.65,150204025.54036143,CFU,wt,0
466,4.66,150784924.20991123,CFU,wt,0
467,4.67,151367780.70737928,CFU,wt,0
468,4.68,151952599.39644307,CFU,wt,0
469,4.69,152539384.63289928,CFU,wt,0
470,4.7,153128140.76449418,CFU,wt,0
471,4.71,153718872.13075355,CFU,wt,0
472,4.72,154311583.062811,CFU,wt,0
473,4.73,154906277.8832357,CFU,wt,0
474,4.74,155502960.90585876,CFU,wt,0
475,4.75,156101636.43559936,CFU,wt,0
476,4.76,156702308.7682891,CFU,wt,0
477,4.7700000000000005,157304982.19049585,CFU,wt,0
478,4.78,157909660.97934636,CFU,wt,0
479,4.79,158516349.40234822,CFU,wt,0
480,4.8,159125051.71721068,CFU,wt,0
481,4.8100000000000005,159735772.17166442,CFU,wt,0
482,4.82,160348515.0032804,CFU,wt,0
483,4.83,160963284.439288,CFU,wt,0
484,4.84,161580084.69639185,CFU,wt,0
485,4.8500000000000005,162198919.98058793,CFU,wt,0
486,4.86,162819794.4869785,CFU,wt,0
487,4.87,163442712.39958644,CFU,wt,0
488,4.88,164067677.89116833,CFU,wt,0
489,4.89,164694695.1230266,CFU,wt,0
490,4.9,165323768.24482107,CFU,wt,0
491,4.91,165954901.3943788,CFU,wt,0
492,4.92,166588098.69750416,CFU,wt,0
493,4.93,167223364.26778677,CFU,wt,0
494,4.94,167860702.20640936,CFU,wt,0
495,4.95,168500116.60195416,CFU,wt,0
496,4.96,169141611.53020877,CFU,wt,0
497,4.97,169785191.05397087,CFU,wt,0
498,4.98,170430859.22285217,CFU,wt,0
499,4.99,171078620.07308096,CFU,wt,0
500,5.0,171728477.62730464,CFU,wt,0
501,5.01,172380435.8943907,CFU,wt,0
502,5.0200000000000005,173034498.86922675,CFU,wt,0
503,5.03,173690670.53251982,CFU,wt,0
504,5.04,174348954.85059518,CFU,wt,0
505,5.05,175009355.77519342,CFU,wt,0
506,5.0600000000000005,175671877.2432675,CFU,wt,0
507,5.07,176336523.17677793,CFU,wt,0
508,5.08,177003297.4824884,CFU,wt,0
509,5.09,177672204.05175915,CFU,wt,0
510,5.1000000000000005,178343246.7603407,CFU,wt,0
511,5.11,179016429.46816543,CFU,wt,0
512,5.12,179691756.01913965,CFU,wt,0
513,5.13,180369230.24093387,CFU,wt,0
514,5.14,181048855.94477263,CFU,wt,0
515,5.15,181730636.92522326,CFU,wt,0
516,5.16,182414576.9599839,CFU,wt,0
517,5.17,183100679.80967093,CFU,wt,0
518,5.18,183788949.2176053,CFU,wt,0
519,5.19,184479388.90959796,CFU,wt,0
520,5.2,185172002.5937346,CFU,wt,0
521,5.21,185866793.96015984,CFU,wt,0
522,5.22,186563766.68086022,CFU,wt,0
523,5.23,187262924.4094466,CFU,wt,0
524,5.24,187964270.78093556,CFU,wt,0
525,5.25,188667809.41153038,CFU,wt,0
526,5.26,189373543.8984011,CFU,wt,0
527,5.2700000000000005,190081477.8194637,CFU,wt,0
528,5.28,190791614.7331582,CFU,wt,0
529,5.29,191503958.17822704,CFU,wt,0
530,5.3,192218511.67349166,CFU,wt,0
531,5.3100000000000005,192935278.71762893,CFU,wt,0
532,5.32,193654262.7889463,CFU,wt,0
533,5.33,194375467.34515712,CFU,wt,0
534,5.34,195098895.82315427,CFU,wt,0
535,5.3500000000000005,195824551.63878387,CFU,wt,0
536,5.36,196552438.18661746,CFU,wt,0
537,5.37,197282558.8397246,CFU,wt,0
538,5.38,198014916.94944367,CFU,wt,0
539,5.39,198749515.84515268,CFU,wt,0
540,5.4,199486358.83403924,CFU,wt,0
541,5.41,200225449.20086956,CFU,wt,0
542,5.42,200966790.2077576,CFU,wt,0
543,5.43,201710385.09393266,CFU,wt,0
544,5.44,202456237.07550696,CFU,wt,0
545,5.45,203204349.34524208,CFU,wt,0
546,5.46,203954725.07231554,CFU,wt,0
547,5.47,204707367.40208605,CFU,wt,0
548,5.48,205462279.4558586,CFU,wt,0
549,5.49,206219464.33064845,CFU,wt,0
550,5.5,206978925.09894547,CFU,wt,0
551,5.51,207740664.80847695,CFU,wt,0
552,5.5200000000000005,208504686.48197058,CFU,wt,0
553,5.53,209270993.11691606,CFU,wt,0
554,5.54,210039587.68532732,CFU,wt,0
555,5.55,210810473.13350326,CFU,wt,0
556,5.5600000000000005,211583652.38178834,CFU,wt,0
557,5.57,212359128.3243326,CFU,wt,0
558,5.58,213136903.8288514,CFU,wt,0
559,5.59,213916981.7363844,CFU,wt,0
560,5.6000000000000005,214699364.86105427,CFU,wt,0
561,5.61,215484055.98982465,CFU,wt,0
562,5.62,216271057.88225833,CFU,wt,0
563,5.63,217060373.27027413,CFU,wt,0
564,5.64,217852004.85790396,CFU,wt,0
565,5.65,218645955.32104948,CFU,wt,0
566,5.66,219442227.30723768,CFU,wt,0
567,5.67,220240823.4353773,CFU,wt,0
568,5.68,221041746.29551354,CFU,wt,0
569,5.69,221844998.44858357,CFU,wt,0
570,5.7,222650582.42617056,CFU,wt,0
571,5.71,223458500.73025867,CFU,wt,0
572,5.72,224268755.8329866,CFU,wt,0
573,5.73,225081350.17640144,CFU,wt,0
574,5.74,225896286.17221195,CFU,wt,0
575,5.75,226713566.20154187,CFU,wt,0
576,5.76,227533192.6146827,CFU,wt,0
577,5.7700000000000005,228355167.7308464,CFU,wt,0
578,5.78,229179493.83791736,CFU,wt,0
579,5.79,230006173.1922052,CFU,wt,0
580,5.8,230835208.01819628,CFU,wt,0
581,5.8100000000000005,231666600.5083057,CFU,wt,0
582,5.82,232500352.82262853,CFU,wt,0
583,5.83,233336467.08869165,CFU,wt,0
584,5.84,234174945.40120488,CFU,wt,0
585,5.8500000000000005,235015789.82181206,CFU,wt,0
586,5.86,235859002.3788419,CFU,wt,0
587,5.87,236704585.0670594,CFU,wt,0
588,5.88,237552539.84741622,CFU,wt,0
589,5.89,238402868.6468017,CFU,wt,0
590,5.9,239255573.3577935,CFU,wt,0
591,5.91,240110655.83840814,CFU,wt,0
